file,max_prob4,n_prob4_ge_045,n_prob4_ge_035,n_prob4_ge_025,n_prob4_ge_015,n_prob4_ge_005,n_nodes,n_apical_gt,n_basal_gt,n_axon_gt,n_apical_pred,n_basal_pred,n_axon_pred,accuracy,F1_neurite,axon_F1,basal_F1,apical_F1,soma_F1
neuromorpho__M2_25.swc,0.057820528745651245,0,0,0,0,6,1349,0,1348,0,0,1348,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_27.swc,0.20134222507476807,0,0,0,2,7,955,0,954,0,0,861,93,0.9026,0.9488,,0.9488,,1.0
neuromorpho__M2_28.swc,0.05620706453919411,0,0,0,0,6,865,0,864,0,0,864,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_3.swc,0.05560601130127907,0,0,0,0,5,1077,0,1076,0,0,1076,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_30.swc,0.06049776077270508,0,0,0,0,6,1205,0,1204,0,0,1204,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_34.swc,0.06116749346256256,0,0,0,0,6,889,0,888,0,0,888,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_35.swc,0.055108681321144104,0,0,0,0,6,1153,0,1152,0,0,1152,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_36.swc,0.05759052559733391,0,0,0,0,5,542,0,541,0,0,541,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_39.swc,0.08027881383895874,0,0,0,0,6,1017,0,1016,0,0,1016,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_4.swc,0.06045853719115257,0,0,0,0,4,691,0,690,0,0,690,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_40.swc,0.05698266625404358,0,0,0,0,5,716,0,715,0,0,715,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_41.swc,0.05505693703889847,0,0,0,0,6,1255,0,1254,0,0,1254,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_43.swc,0.05734410509467125,0,0,0,0,5,809,0,808,0,0,808,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_44.swc,0.05723432078957558,0,0,0,0,5,560,0,559,0,0,559,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_46.swc,0.05954684689640999,0,0,0,0,4,644,0,643,0,0,643,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_47.swc,0.05821323022246361,0,0,0,0,4,789,0,788,0,0,788,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_50.swc,0.060403287410736084,0,0,0,0,5,839,0,838,0,0,838,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_51.swc,0.10704769194126129,0,0,0,0,6,577,0,576,0,0,576,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_56.swc,0.05734606459736824,0,0,0,0,6,1248,0,1247,0,0,1247,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_58.swc,0.060901086777448654,0,0,0,0,5,992,0,991,0,0,991,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_6.swc,0.05756770446896553,0,0,0,0,5,1064,0,1063,0,0,1063,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_60.swc,0.05545663833618164,0,0,0,0,7,932,0,931,0,0,931,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_63.swc,0.07734213769435883,0,0,0,0,5,777,0,776,0,0,776,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_67.swc,0.057077281177043915,0,0,0,0,4,869,0,868,0,0,868,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_69.swc,0.0804552435874939,0,0,0,0,5,573,0,572,0,0,572,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_7.swc,0.05592416971921921,0,0,0,0,4,798,0,797,0,0,797,0,1.0,1.0,,1.0,,1.0
neuromorpho__M2_8.swc,0.07200565934181213,0,0,0,0,6,1156,0,1155,0,0,1155,0,1.0,1.0,,1.0,,1.0
neuromorpho__MAM01_Neuron1_CA1_PN_237481_A_Slide3_R1_C1_40x.swc,0.7283186912536621,1,1,1,1,1,385,384,0,0,384,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__MAM01_Neuron2_CA1_PN_237481_A_Slide3_R1_C1_neuron2_40x.swc,0.7046863436698914,1,1,1,1,1,443,442,0,0,442,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__MAM01_Neuron3_CA1_PN_237481_A_Slide3_R2_C2.swc,0.8515663146972656,1,1,1,1,1,211,210,0,0,210,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__MAM02_Neuron4_CA1_PN_D_Slide4_R1_C1_40x.swc,0.9089089632034302,1,1,1,1,1,468,467,0,0,467,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__MAM04_Neuron1_CA1_PN_G_LH_Slide3_R1_C1_40x.swc,0.8525512218475342,1,1,1,1,1,538,537,0,0,537,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__MAM04_Neuron2_CA1_PN_G_LH_Slide3_R2_C1_40x.swc,0.9036953449249268,1,1,1,1,1,584,583,0,0,583,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__MAM04_Neuron3_CA1_PN_G_LH_Slide3_R2_C2_40x.swc,0.7697691917419434,1,1,1,1,1,417,416,0,0,416,0,0,1.0,1.0,,,1.0,1.0
neuromorpho__Mouse-CA1-Pyramidal-Cell.swc,0.8411121964454651,1,1,1,1,3,2006,1552,453,0,0,453,1552,0.2263,0.5,,1.0,0.0,1.0
neuromorpho__Mouse-CA2-B-Pyramidal-Cell.swc,0.7860472202301025,1,1,1,1,3,645,445,199,0,445,199,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse-CA2-Mb-Pyramidal-Cell-1.swc,0.7909424304962158,1,1,1,1,3,959,642,316,0,642,316,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse-CA2-Mb-Pyramidal-Cell-2.swc,0.772490382194519,1,1,1,1,2,1100,824,275,0,824,275,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse-CA2-Mc-Pyramidal-Cell-2.swc,0.856455385684967,1,1,1,1,2,643,500,142,0,500,142,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_B_Cell.swc,0.8899421691894531,1,1,2,2,3,6055,3802,2252,0,3802,781,1471,0.7571,0.7575,,0.515,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_11.swc,0.8665477633476257,1,1,1,1,2,9412,6559,2852,0,6559,0,2852,0.697,0.5,,0.0,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_12.swc,0.875504195690155,1,1,1,1,2,3424,3360,63,0,3360,63,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_2.swc,0.8135824203491211,1,1,1,1,4,6385,5843,541,0,5843,184,357,0.9441,0.7538,,0.5076,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_3.swc,0.7985937595367432,1,1,1,1,2,4410,4127,282,0,4127,0,282,0.9361,0.5,,0.0,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_5.swc,0.8117926120758057,1,1,1,2,2,5333,3388,1944,0,3388,1944,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_7.swc,0.8274617195129395,2,2,2,2,3,8053,5243,2809,0,0,8052,0,0.3489,0.2586,,0.5173,0.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_8.swc,0.8776189684867859,1,1,1,1,4,5769,3486,2282,0,3486,1041,1241,0.7849,0.8133,,0.6265,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_9_Mc_Cell_4-1.swc,0.901581883430481,1,1,1,1,4,5283,4053,1229,0,4053,1229,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Ma_Cell_9_Mc_Cell_4-2.swc,0.9050769805908203,1,1,1,1,2,3232,2904,327,0,2904,327,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell.swc,0.8375989198684692,1,1,1,1,2,2961,2648,312,0,2648,312,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell_1.swc,0.897994875907898,1,1,1,1,3,2597,2491,105,0,2491,105,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell_4.swc,0.8939144611358643,1,1,1,1,4,6070,3667,2402,0,3667,2402,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell_5.swc,0.89222252368927,1,1,1,1,2,3349,2696,652,0,2696,652,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell_6.swc,0.8942768573760986,1,1,1,1,3,4723,3634,1088,0,3634,1088,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell_8.swc,0.7492326498031616,1,1,2,2,3,9342,5039,4302,0,5039,1442,2860,0.6939,0.751,,0.5021,1.0,1.0
neuromorpho__Mouse_CA2_Mb_Cell_9.swc,0.8131484389305115,1,1,1,1,3,5205,3856,1348,0,0,1348,3856,0.2592,0.5,,1.0,0.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell.swc,0.9015657901763916,1,1,1,1,2,3209,3110,98,0,3110,98,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell_1.swc,0.8585044741630554,1,1,1,1,2,3680,3423,256,0,3423,256,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell_10.swc,0.9053205251693726,1,1,1,1,3,7748,5947,1800,0,5947,1800,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell_2.swc,0.9033763408660889,1,1,1,1,3,6049,4746,1302,0,4746,1302,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell_5.swc,0.8465375304222107,1,1,1,1,2,2682,1800,881,0,1800,881,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell_7.swc,0.9009206295013428,1,1,1,1,2,3184,2557,626,0,2557,626,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Mouse_CA2_Mc_Cell_8.swc,0.8946346640586853,1,1,1,1,3,3044,2353,690,0,2353,690,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__N001.swc,0.8506805300712585,1,1,1,1,10,2311,498,401,1411,498,401,1411,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N002.swc,0.7567851543426514,1,1,1,1,11,1424,472,378,573,472,378,573,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N003.swc,0.8309474587440491,2,2,2,2,7,1113,407,338,367,407,338,367,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N004.swc,0.8522980213165283,1,1,1,1,8,2983,669,411,1902,669,411,1902,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N005.swc,0.8683881759643555,1,1,1,1,7,1411,522,235,653,522,235,653,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N010.swc,0.8904892802238464,1,1,1,1,12,2115,563,369,1182,563,369,1182,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N011.swc,0.9026721715927124,1,1,1,1,8,3142,496,478,2167,496,478,2167,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N013.swc,0.8679724931716919,1,1,1,1,8,2608,883,900,824,107,1676,824,0.6204,0.5386,1.0,0.6157,0.0,1.0
neuromorpho__N021.swc,0.9006134271621704,1,1,1,1,11,9582,3723,2160,3698,3723,2160,3698,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N024.swc,0.9128186702728271,1,1,1,1,7,8288,2451,1301,4535,2451,1301,4535,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N025.swc,0.8677597045898438,1,1,1,1,8,3542,971,439,2131,971,439,2131,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N030.swc,0.760601282119751,1,1,1,2,7,477,190,211,75,190,211,75,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N033.swc,0.8532652854919434,1,1,1,1,5,2311,764,224,1322,764,224,1322,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N034.swc,0.2729617655277252,0,0,1,1,8,689,105,90,493,0,195,493,0.8476,0.5439,1.0,0.6316,0.0,1.0
neuromorpho__N040.swc,0.4334565997123718,0,1,1,1,5,2500,583,438,1478,583,438,1478,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N041.swc,0.9095252752304077,1,1,1,1,8,3587,2618,968,0,2618,968,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__N042.swc,0.9031367301940918,1,1,1,1,11,1663,933,729,0,933,674,55,0.9669,0.9804,,0.9608,1.0,1.0
neuromorpho__N046.swc,0.8794714212417603,1,1,1,1,4,2246,1471,259,515,1471,259,515,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N048.swc,0.9000712037086487,1,1,1,1,7,4379,1924,715,1739,1924,715,1739,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N049.swc,0.8957722187042236,1,1,1,1,6,4506,1401,895,2209,54,2242,2209,0.6771,0.5121,1.0,0.5362,0.0,1.0
neuromorpho__N050.swc,0.7224894165992737,1,1,1,1,5,1907,582,272,1052,582,272,1052,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N053.swc,0.9111104011535645,1,1,1,1,10,5082,2495,1108,1478,23,3580,1478,0.5045,0.4876,1.0,0.4629,0.0,1.0
neuromorpho__N054.swc,0.9122776985168457,1,1,1,1,6,6634,1958,1857,2818,1958,1857,2818,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N055.swc,0.9012399911880493,1,1,1,1,11,4788,857,670,3260,857,670,3260,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N058.swc,0.8524361848831177,1,1,1,1,11,8635,1199,613,6822,1199,613,6822,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N060.swc,0.8805071115493774,1,1,1,1,11,4272,944,1179,2148,944,1179,2148,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N064.swc,0.10479140281677246,0,0,0,0,12,4006,502,858,2645,0,1360,2645,0.8747,0.5912,1.0,0.7737,0.0,1.0
neuromorpho__N068.swc,0.531466007232666,2,2,2,2,5,975,500,257,217,0,757,217,0.4872,0.5023,1.0,0.5069,0.0,1.0
neuromorpho__N069.swc,0.6452411413192749,1,1,1,1,7,1410,500,252,657,500,252,657,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N070.swc,0.906287670135498,1,1,1,1,8,9202,2695,1091,5415,0,3786,5415,0.7071,0.4825,1.0,0.4474,0.0,1.0
neuromorpho__N071.swc,0.910220742225647,1,1,1,1,10,5066,2245,980,1840,0,3225,1840,0.5568,0.4887,1.0,0.4661,0.0,1.0
neuromorpho__N073.swc,0.9134557843208313,1,1,1,1,10,4998,1679,1076,2242,95,2660,2242,0.6451,0.5084,1.0,0.5252,0.0,1.0
neuromorpho__N074.swc,0.7436465620994568,1,1,1,1,5,1406,497,340,568,0,837,568,0.6465,0.5259,1.0,0.5777,0.0,1.0
neuromorpho__N075.swc,0.5586592555046082,1,1,1,2,5,2020,753,1070,196,0,1823,196,0.6272,0.5799,1.0,0.7397,0.0,1.0
neuromorpho__N076.swc,0.856024444103241,1,1,1,1,5,3353,1428,540,1384,1428,540,1384,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N078.swc,0.8458255529403687,1,1,1,1,6,3835,1043,517,2274,1043,517,2274,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N080.swc,0.7679557800292969,1,1,1,1,4,1928,497,160,1270,497,160,1270,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N081.swc,0.7654705047607422,1,1,1,1,4,2346,583,350,1412,583,350,1412,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N082.swc,0.8490892648696899,1,1,1,1,5,3150,496,376,2277,496,376,2277,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N085.swc,0.7855160236358643,1,1,1,2,7,1252,481,329,441,481,329,441,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N086.swc,0.8863048553466797,1,1,1,1,7,1043,426,427,189,426,427,189,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N087.swc,0.8256442546844482,1,1,1,1,6,1200,499,505,195,499,505,195,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N088.swc,0.8293834328651428,1,1,1,1,6,4057,1952,521,1583,1952,521,1583,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N090.swc,0.8909099102020264,1,1,1,1,6,2841,1080,796,964,1080,796,964,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N091.swc,0.9043636322021484,1,1,1,1,6,7384,1882,1637,3864,1882,1637,3864,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N092.swc,0.5708260536193848,1,1,1,1,8,1291,425,317,548,425,317,548,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N093.swc,0.8987889289855957,1,1,1,1,9,3317,1256,754,1306,1256,754,1306,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N095.swc,0.9100571274757385,1,1,1,2,6,6059,2705,1058,2295,2705,1058,2295,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N099.swc,0.8317903876304626,1,1,1,1,7,1372,505,302,564,505,302,564,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N100.swc,0.8147094249725342,1,1,1,1,4,1735,600,102,1032,600,102,1032,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__N102.swc,0.47795528173446655,1,1,1,1,7,566,154,199,212,0,353,212,0.7279,0.5737,1.0,0.721,0.0,1.0
neuromorpho__N103.swc,0.9032440781593323,1,1,1,1,11,3911,1152,1277,1481,30,2399,1481,0.6978,0.5595,1.0,0.6785,0.0,1.0
neuromorpho__N105.swc,0.7953325510025024,1,1,1,1,11,2138,513,470,1154,513,470,1154,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__Neuron-12-E-synapses.swc,0.888974666595459,1,1,1,1,7,32167,14799,17367,0,14799,15692,1675,0.9479,0.9747,,0.9493,1.0,1.0
neuromorpho__Neuron-2-3.swc,0.8415251970291138,1,1,1,1,7,2952,0,2943,8,1555,1388,8,0.4732,0.8205,1.0,0.641,,1.0
neuromorpho__Neuron-2-E-and-I-synapses.swc,0.9101788997650146,1,1,1,1,7,37032,19262,17769,0,19262,17769,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Neuron-3-2.swc,0.16021905839443207,0,0,0,1,7,2386,0,2368,17,0,2385,0,0.9929,0.4982,0.0,0.9964,,1.0
neuromorpho__Neuron-4-3.swc,0.20018978416919708,0,0,0,1,5,2656,0,2655,0,0,2232,423,0.8407,0.9134,,0.9134,,1.0
neuromorpho__Neuron-8-E-and-I-synapses.swc,0.5660654306411743,1,1,1,1,8,34572,15372,19199,0,15372,19199,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Neuron-9-E-and-I-synapses.swc,0.9024099707603455,1,1,1,1,6,40313,21964,18348,0,21964,18348,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Neuron1_2.swc,0.57349693775177,1,1,1,1,9,1603,0,1571,31,522,1049,31,0.6744,0.9004,1.0,0.8008,,1.0
neuromorpho__Nov2IR1slice1fo-tgv.swc,0.8001077175140381,1,1,1,1,7,2793,892,1900,0,892,1900,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Nov2IR3b-20x-NL.swc,0.797834038734436,1,1,1,1,6,1559,548,1010,0,548,1010,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Nov2IR3c.swc,0.8898113369941711,1,1,1,1,6,4502,2075,2426,0,2075,2426,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Nov3IR1i-tgv.swc,0.8904532194137573,1,1,1,1,7,4370,1673,2696,0,1673,2696,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Nov4IR1e.swc,0.8906406164169312,1,1,1,1,5,2386,960,1425,0,960,1425,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Nov6IR1d.swc,0.8226006031036377,1,1,1,1,5,2822,1415,1406,0,1415,1406,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oct5IR3h-20x-NL-tgv.swc,0.873278796672821,1,1,1,1,5,1338,575,762,0,575,762,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oct6IR3c-20x-NL-tgv.swc,0.8822207450866699,1,1,1,1,6,2493,1017,1475,0,1017,1475,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oct9-IR2-5V.swc,0.9049550294876099,1,1,1,1,8,7069,4083,2985,0,4083,2837,148,0.9791,0.9873,,0.9746,1.0,1.0
neuromorpho__Oct9-IR2-5s-40x-MM.swc,0.9008430242538452,1,1,1,1,7,5090,2048,3041,0,2048,3041,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oct9-IR3-4I.swc,0.7575291395187378,1,1,1,2,7,2455,396,2058,0,396,2058,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oct9-IR3-4fo.swc,0.9023659825325012,1,1,1,1,7,1523,965,557,0,965,557,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oct9IR2q-40x.swc,0.9057091474533081,1,1,1,1,10,9125,4291,4833,0,4291,4833,0,1.0,1.0,,1.0,1.0,1.0
neuromorpho__Oi27rpy1-1.swc,0.9034779071807861,1,1,1,1,5,62146,3912,3573,54660,3912,3573,54660,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__Oi27rpy2-1.swc,0.8437656164169312,1,1,1,1,5,21655,1806,1836,18012,1806,1836,18012,1.0,1.0,1.0,1.0,1.0,1.0
neuromorpho__PRLKO_1.swc,0.057294510304927826,0,0,0,0,6,463,0,462,0,0,462,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_10.swc,0.055049698799848557,0,0,0,0,6,686,0,685,0,0,685,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_14.swc,0.055080484598875046,0,0,0,0,7,545,0,544,0,0,544,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_15.swc,0.05608765780925751,0,0,0,0,3,453,0,452,0,0,452,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_17.swc,0.0983310267329216,0,0,0,0,6,783,0,782,0,0,782,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_21.swc,0.055006857961416245,0,0,0,0,6,878,0,877,0,0,877,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_23.swc,0.05399710312485695,0,0,0,0,5,613,0,612,0,0,612,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_26.swc,0.05837271362543106,0,0,0,0,5,522,0,521,0,0,521,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_28.swc,0.05560056492686272,0,0,0,0,7,635,0,634,0,0,634,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_3.swc,0.05752323567867279,0,0,0,0,4,297,0,296,0,0,296,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_31.swc,0.05617760494351387,0,0,0,0,8,893,0,892,0,0,892,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_33.swc,0.05747070536017418,0,0,0,0,5,839,0,838,0,0,838,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_34.swc,0.05704584717750549,0,0,0,0,5,428,0,427,0,0,427,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_35.swc,0.056624725461006165,0,0,0,0,3,638,0,637,0,0,637,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_36.swc,0.05676788464188576,0,0,0,0,3,291,0,290,0,0,290,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_39.swc,0.05742311477661133,0,0,0,0,4,448,0,447,0,0,447,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_4.swc,0.06497520208358765,0,0,0,0,3,279,0,278,0,0,278,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_40.swc,0.05534506216645241,0,0,0,0,2,309,0,308,0,0,308,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_41.swc,0.05549164116382599,0,0,0,0,6,973,0,972,0,0,972,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_42.swc,0.05881252512335777,0,0,0,0,8,582,0,581,0,0,581,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_6.swc,0.06797358393669128,0,0,0,0,6,579,0,578,0,0,578,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_7.swc,0.0658002495765686,0,0,0,0,4,323,0,322,0,0,322,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRLKO_8.swc,0.05952276289463043,0,0,0,0,4,394,0,393,0,0,393,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_10.swc,0.058895621448755264,0,0,0,0,5,787,0,786,0,0,786,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_11.swc,0.05526457726955414,0,0,0,0,3,327,0,326,0,0,326,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_13.swc,0.05569509416818619,0,0,0,0,5,525,0,524,0,0,524,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_14.swc,0.05794340372085571,0,0,0,0,2,308,0,307,0,0,307,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_16.swc,0.10232289135456085,0,0,0,0,5,682,0,681,0,0,681,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_17.swc,0.057331714779138565,0,0,0,0,2,301,0,300,0,0,300,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_20.swc,0.054049864411354065,0,0,0,0,6,362,0,361,0,0,361,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_25.swc,0.10888293385505676,0,0,0,0,5,661,0,660,0,0,660,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_26.swc,0.06081397458910942,0,0,0,0,6,493,0,492,0,0,492,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_27.swc,0.055278848856687546,0,0,0,0,4,509,0,508,0,0,508,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_29.swc,0.053524911403656006,0,0,0,0,9,679,0,678,0,0,678,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_30.swc,0.05432682856917381,0,0,0,0,5,490,0,489,0,0,489,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_31.swc,0.06254655867815018,0,0,0,0,5,410,0,409,0,0,409,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_32.swc,0.054448459297418594,0,0,0,0,4,362,0,361,0,0,361,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_34.swc,0.06780973076820374,0,0,0,0,5,560,0,559,0,0,559,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_36.swc,0.09144985675811768,0,0,0,0,5,525,0,524,0,0,524,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_37.swc,0.2834743857383728,0,0,1,1,3,845,0,844,0,0,844,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_39.swc,0.05724788084626198,0,0,0,0,6,477,0,476,0,0,476,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_40.swc,0.05758995935320854,0,0,0,0,4,232,0,231,0,0,231,0,1.0,1.0,,1.0,,1.0
neuromorpho__PRL_41.swc,0.05668935552239418,0,0,0,0,6,507,0,506,0,0,506,0,1.0,1.0,,1.0,,1.0
