file,xmodel_neurom_rf_s1_axon_frac,xmodel_neurom_rf_s1_basal_frac,xmodel_neurom_rf_s1_apical_frac,xmodel_neurom_rf_s1_class_count,xmodel_neurom_rf_s1_v12_l1_frac_delta,xmodel_neurom_rf_s1_v12_apical_frac_delta,xmodel_neurom_rf_s1_v12_apical_zero_mismatch,xmodel_neurom_rf_s1_v12_axon_zero_mismatch,xmodel_neurom_rf_pyr_axon_frac,xmodel_neurom_rf_pyr_basal_frac,xmodel_neurom_rf_pyr_apical_frac,xmodel_neurom_rf_pyr_class_count,xmodel_neurom_rf_pyr_v12_l1_frac_delta,xmodel_neurom_rf_pyr_v12_apical_frac_delta,xmodel_neurom_rf_pyr_v12_apical_zero_mismatch,xmodel_neurom_rf_pyr_v12_axon_zero_mismatch,xmodel_lmeasure_rf_s1_axon_frac,xmodel_lmeasure_rf_s1_basal_frac,xmodel_lmeasure_rf_s1_apical_frac,xmodel_lmeasure_rf_s1_class_count,xmodel_lmeasure_rf_s1_v12_l1_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_zero_mismatch,xmodel_lmeasure_rf_s1_v12_axon_zero_mismatch,xmodel_lmeasure_rf_pyr_axon_frac,xmodel_lmeasure_rf_pyr_basal_frac,xmodel_lmeasure_rf_pyr_apical_frac,xmodel_lmeasure_rf_pyr_class_count,xmodel_lmeasure_rf_pyr_v12_l1_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_zero_mismatch,xmodel_lmeasure_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_rf_s1_axon_frac,xmodel_sholl_rf_s1_basal_frac,xmodel_sholl_rf_s1_apical_frac,xmodel_sholl_rf_s1_class_count,xmodel_sholl_rf_s1_v12_l1_frac_delta,xmodel_sholl_rf_s1_v12_apical_frac_delta,xmodel_sholl_rf_s1_v12_apical_zero_mismatch,xmodel_sholl_rf_s1_v12_axon_zero_mismatch,xmodel_sholl_rf_pyr_axon_frac,xmodel_sholl_rf_pyr_basal_frac,xmodel_sholl_rf_pyr_apical_frac,xmodel_sholl_rf_pyr_class_count,xmodel_sholl_rf_pyr_v12_l1_frac_delta,xmodel_sholl_rf_pyr_v12_apical_frac_delta,xmodel_sholl_rf_pyr_v12_apical_zero_mismatch,xmodel_sholl_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_mlp_s1_axon_frac,xmodel_sholl_mlp_s1_basal_frac,xmodel_sholl_mlp_s1_apical_frac,xmodel_sholl_mlp_s1_class_count,xmodel_sholl_mlp_s1_v12_l1_frac_delta,xmodel_sholl_mlp_s1_v12_apical_frac_delta,xmodel_sholl_mlp_s1_v12_apical_zero_mismatch,xmodel_sholl_mlp_s1_v12_axon_zero_mismatch,xmodel_sholl_mlp_pyr_axon_frac,xmodel_sholl_mlp_pyr_basal_frac,xmodel_sholl_mlp_pyr_apical_frac,xmodel_sholl_mlp_pyr_class_count,xmodel_sholl_mlp_pyr_v12_l1_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_zero_mismatch,xmodel_sholl_mlp_pyr_v12_axon_zero_mismatch,xmodel_s1_l1_mean,xmodel_s1_l1_max,xmodel_s1_l1_std,xmodel_s1_apical_delta_mean,xmodel_s1_apical_delta_max,xmodel_s1_apical_delta_std,xmodel_s1_apical_present_mean,xmodel_s1_apical_present_max,xmodel_s1_apical_present_std,xmodel_s1_axon_present_mean,xmodel_s1_axon_present_max,xmodel_s1_axon_present_std,xmodel_s1_class_count_mean,xmodel_s1_class_count_max,xmodel_s1_class_count_std,xmodel_s1_apical_present_vote_frac,xmodel_s1_axon_present_vote_frac,xmodel_s1_apical_presence_disagreement,xmodel_s1_axon_presence_disagreement,xmodel_pyr_l1_mean,xmodel_pyr_l1_max,xmodel_pyr_l1_std,xmodel_pyr_apical_delta_mean,xmodel_pyr_apical_delta_max,xmodel_pyr_apical_delta_std,xmodel_pyr_apical_present_mean,xmodel_pyr_apical_present_max,xmodel_pyr_apical_present_std,xmodel_pyr_axon_present_mean,xmodel_pyr_axon_present_max,xmodel_pyr_axon_present_std,xmodel_pyr_class_count_mean,xmodel_pyr_class_count_max,xmodel_pyr_class_count_std,xmodel_pyr_apical_present_vote_frac,xmodel_pyr_axon_present_vote_frac,xmodel_pyr_apical_presence_disagreement,xmodel_pyr_axon_presence_disagreement,xmodel_stage1_pred_is_pyramidal,xmodel_v12_apical_frac,xmodel_v12_axon_frac,xmodel_v12_basal_frac
neuromorpho__3PO2_4.swc,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.0,0.40637227501397427,0.5936277249860257,2.0,0.11067635550586918,0.0,0.0,1.0,0.11067635550586918,0.11067635550586918,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.11067635550586918,0.11067635550586918,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5936277249860257,0.0553381777529346,0.3510340972610397
neuromorpho__3PO3_1.swc,0.0,0.9549180327868853,0.045081967213114756,2.0,0.0901639344262295,0.045081967213114756,1.0,0.0,0.0,0.9549180327868853,0.045081967213114756,2.0,0.0901639344262295,0.045081967213114756,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022540983606557374,0.0901639344262295,0.03904212885913452,0.011270491803278689,0.045081967213114756,0.019521064429567265,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,0.022540983606557374,0.0901639344262295,0.03904212885913452,0.011270491803278689,0.045081967213114756,0.019521064429567265,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__3_den_ax.swc,0.9855465025569905,0.012503250411718818,0.0019502470312906302,3.0,0.006045765797000955,0.0019502470312906302,1.0,0.0,0.9855465025569905,0.012503250411718818,0.0019502470312906302,3.0,0.006045765797000955,0.0019502470312906302,1.0,0.0,0.9844738666897807,0.006923376961081737,0.008602756349137557,3.0,0.017205512698275114,0.008602756349137557,1.0,0.0,0.9844738666897807,0.006923376961081737,0.008602756349137557,3.0,0.017205512698275114,0.008602756349137557,1.0,0.0,0.9844738666897807,0.015526133310219294,0.0,2.0,0.0,0.0,0.0,0.0,0.9844738666897807,0.015526133310219294,0.0,2.0,0.0,0.0,0.0,0.0,0.9844738666897807,0.015526133310219294,0.0,2.0,0.0,0.0,0.0,0.0,0.9844738666897807,0.015526133310219294,0.0,2.0,0.0,0.0,0.0,0.0,0.005812819623819018,0.017205512698275114,0.007025408588944683,0.002638250845107047,0.008602756349137557,0.0035344522276744765,0.5,1.0,0.5,1.0,1.0,0.0,2.5,3.0,0.5,0.5,1.0,1.0,0.0,0.005812819623819018,0.017205512698275114,0.007025408588944683,0.002638250845107047,0.008602756349137557,0.0035344522276744765,0.5,1.0,0.5,1.0,1.0,0.0,2.5,3.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.9844738666897807,0.015526133310219294
neuromorpho__3a_3_1.swc,0.0860597439544808,0.9139402560455192,0.0,2.0,0.1721194879089616,0.0,0.0,1.0,0.0,0.9054054054054054,0.0945945945945946,2.0,0.18918918918918923,0.0945945945945946,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0430298719772404,0.1721194879089616,0.07452992450776463,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4330127018922193,1.25,2.0,0.4330127018922193,0.0,0.25,0.0,1.0,0.04729729729729731,0.18918918918918923,0.08192132197960908,0.02364864864864865,0.0945945945945946,0.040960660989804526,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
neuromorpho__3d_2.swc,0.11805187930121758,0.5661725780836422,0.3157755426151403,3.0,0.2361037586024351,0.09528851244044467,0.0,1.0,0.11805187930121758,0.5661725780836422,0.3157755426151403,3.0,0.2361037586024351,0.09528851244044467,0.0,1.0,0.0,1.0,0.0,1.0,0.8221281101111699,0.41106405505558496,1.0,0.0,0.0,1.0,0.0,1.0,0.8221281101111699,0.41106405505558496,1.0,0.0,0.0,0.588935944944415,0.41106405505558496,2.0,0.0,0.0,0.0,0.0,0.0,0.588935944944415,0.41106405505558496,2.0,0.0,0.0,0.0,0.0,0.0,0.588935944944415,0.41106405505558496,2.0,0.0,0.0,0.0,0.0,0.0,0.588935944944415,0.41106405505558496,2.0,0.0,0.0,0.0,0.0,0.26455796717840124,0.8221281101111699,0.33603420297303394,0.1265881418740074,0.41106405505558496,0.16878634964756367,0.75,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,2.0,3.0,0.7071067811865476,0.75,0.25,1.0,1.0,0.26455796717840124,0.8221281101111699,0.33603420297303394,0.1265881418740074,0.41106405505558496,0.16878634964756367,0.75,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,2.0,3.0,0.7071067811865476,0.75,0.25,1.0,1.0,1.0,0.41106405505558496,0.0,0.588935944944415
neuromorpho__46-Neurone-2.swc,0.0,0.8500707213578501,0.14992927864214992,2.0,0.5516265912305516,0.14992927864214992,1.0,1.0,0.0,0.8500707213578501,0.14992927864214992,2.0,0.5516265912305516,0.14992927864214992,1.0,1.0,0.08203677510608204,0.917963224893918,0.0,2.0,0.38755304101838756,0.0,0.0,0.0,0.08203677510608204,0.917963224893918,0.0,2.0,0.38755304101838756,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5516265912305516,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5516265912305516,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5516265912305516,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5516265912305516,0.0,0.0,1.0,0.5106082036775106,0.5516265912305516,0.07104593128641785,0.03748231966053748,0.14992927864214992,0.06492128203758875,0.25,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,1.5,2.0,0.5,0.25,0.25,1.0,1.0,0.5106082036775106,0.5516265912305516,0.07104593128641785,0.03748231966053748,0.14992927864214992,0.06492128203758875,0.25,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,1.5,2.0,0.5,0.25,0.25,1.0,1.0,1.0,0.0,0.2758132956152758,0.7241867043847242
neuromorpho__464R.swc,0.9465020576131687,0.053497942386831275,0.0,2.0,0.04938271604938271,0.0,0.0,0.0,0.934156378600823,0.053497942386831275,0.012345679012345678,3.0,0.07407407407407413,0.012345679012345678,1.0,0.0,0.0,1.0,0.0,1.0,1.9423868312757202,0.0,0.0,1.0,0.9711934156378601,0.02880658436213992,0.0,2.0,0.0,0.0,0.0,0.0,0.9711934156378601,0.02880658436213992,0.0,2.0,0.0,0.0,0.0,0.0,0.9711934156378601,0.02880658436213992,0.0,2.0,0.0,0.0,0.0,0.0,0.9711934156378601,0.02880658436213992,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02880658436213992,0.9711934156378601,2.0,1.9423868312757202,0.9711934156378601,1.0,1.0,0.49794238683127573,1.9423868312757202,0.8341940380608152,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.4330127018922193,1.75,2.0,0.4330127018922193,0.0,0.75,0.0,1.0,0.5041152263374485,1.9423868312757202,0.8309369598625151,0.24588477366255146,0.9711934156378601,0.4187874695750437,0.5,1.0,0.5,0.75,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,0.5,0.75,1.0,1.0,0.0,0.0,0.9711934156378601,0.02880658436213992
neuromorpho__4_54.swc,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__4_J2a.swc,0.8652017054772057,0.13479829452279435,0.0,2.0,0.0898655296818629,0.0,0.0,0.0,0.02394227615611676,0.2692686126598885,0.7067891111839948,3.0,1.5926533289603149,0.7067891111839948,1.0,0.0,0.8202689406362742,0.1797310593637258,0.0,2.0,0.0,0.0,0.0,0.0,0.8202689406362742,0.1797310593637258,0.0,2.0,0.0,0.0,0.0,0.0,0.8202689406362742,0.1797310593637258,0.0,2.0,0.0,0.0,0.0,0.0,0.8202689406362742,0.00754345687110528,0.17218760249262052,3.0,0.34437520498524105,0.17218760249262052,1.0,0.0,0.8202689406362742,0.1797310593637258,0.0,2.0,0.0,0.0,0.0,0.0,0.8202689406362742,0.00754345687110528,0.17218760249262052,3.0,0.34437520498524105,0.17218760249262052,1.0,0.0,0.022466382420465725,0.0898655296818629,0.03891291581451889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5703509347326993,1.5926533289603149,0.6067397372151777,0.262791079042309,0.7067891111839948,0.26580603063873964,0.75,1.0,0.4330127018922193,1.0,1.0,0.0,2.75,3.0,0.4330127018922193,0.75,1.0,1.0,0.0,0.0,0.0,0.8202689406362742,0.1797310593637258
neuromorpho__4_J3.swc,0.7038349312213422,0.2961650687786578,0.0,2.0,0.010421008753647376,0.0,0.0,0.0,0.04981242184243435,0.3311796581909129,0.6190079199666527,3.0,1.318466027511463,0.6190079199666527,1.0,0.0,0.7090454355981659,0.2909545644018341,0.0,2.0,0.0,0.0,0.0,0.0,0.7090454355981659,0.2909545644018341,0.0,2.0,0.0,0.0,0.0,0.0,0.7090454355981659,0.2909545644018341,0.0,2.0,0.0,0.0,0.0,0.0,0.7090454355981659,0.2909545644018341,0.0,2.0,0.0,0.0,0.0,0.0,0.8905794080867028,0.10942059191329721,0.0,2.0,0.36306794497707373,0.0,0.0,0.0,0.8905794080867028,0.10942059191329721,0.0,2.0,0.36306794497707373,0.0,0.0,0.0,0.09337223843268028,0.36306794497707373,0.15576699783137782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.4203834931221342,1.318466027511463,0.5392777283583718,0.15475197999166318,0.6190079199666527,0.26803829191744294,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.0,0.0,0.7090454355981659,0.2909545644018341
neuromorpho__4_den_ax.swc,0.9775897892549718,0.017401306025526864,0.005008904719501336,3.0,0.010017809439002722,0.005008904719501336,1.0,0.0,0.9775897892549718,0.017401306025526864,0.005008904719501336,3.0,0.010017809439002722,0.005008904719501336,1.0,0.0,0.9814237657069358,0.010413574750173148,0.008162659542891066,3.0,0.01632531908578213,0.008162659542891066,1.0,0.0,0.9814237657069358,0.010413574750173148,0.008162659542891066,3.0,0.01632531908578213,0.008162659542891066,1.0,0.0,0.9814237657069358,0.018576234293064212,0.0,2.0,0.0,0.0,0.0,0.0,0.9814237657069358,0.018576234293064212,0.0,2.0,0.0,0.0,0.0,0.0,0.9814237657069358,0.018576234293064212,0.0,2.0,0.0,0.0,0.0,0.0,0.9814237657069358,0.018576234293064212,0.0,2.0,0.0,0.0,0.0,0.0,0.006585782131196213,0.01632531908578213,0.006953100820684987,0.003292891065598101,0.008162659542891066,0.003476550410342491,0.5,1.0,0.5,1.0,1.0,0.0,2.5,3.0,0.5,0.5,1.0,1.0,0.0,0.006585782131196213,0.01632531908578213,0.006953100820684987,0.003292891065598101,0.008162659542891066,0.003476550410342491,0.5,1.0,0.5,1.0,1.0,0.0,2.5,3.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.9814237657069358,0.018576234293064212
neuromorpho__4a_3.swc,0.0,0.8348365276211951,0.16516347237880497,2.0,0.3303269447576099,0.16516347237880497,1.0,0.0,0.0,0.8348365276211951,0.16516347237880497,2.0,0.3303269447576099,0.16516347237880497,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08258173618940247,0.3303269447576099,0.14303576285729452,0.04129086809470124,0.16516347237880497,0.07151788142864728,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,0.08258173618940247,0.3303269447576099,0.14303576285729452,0.04129086809470124,0.16516347237880497,0.07151788142864728,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
neuromorpho__4c_1.swc,0.32491582491582494,0.6750841750841751,0.0,2.0,0.6498316498316499,0.0,0.0,1.0,0.012906846240179574,0.5488215488215489,0.4382716049382716,3.0,0.9023569023569024,0.4382716049382716,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1335578002244669,0.8664421997755332,2.0,1.7328843995510663,0.8664421997755332,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1335578002244669,0.8664421997755332,2.0,1.7328843995510663,0.8664421997755332,1.0,0.0,0.16245791245791247,0.6498316498316499,0.28138535846868123,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4330127018922193,1.25,2.0,0.4330127018922193,0.0,0.25,0.0,1.0,1.0920314253647587,1.7328843995510663,0.7158725668213088,0.5427890011223344,0.8664421997755332,0.358833726063121,0.75,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,2.0,3.0,0.7071067811865476,0.75,0.25,1.0,1.0,0.0,0.0,0.0,1.0
neuromorpho__5-27-11cell1-nonFS-BC.swc,0.8661960784313726,0.13380392156862744,0.0,2.0,1.0698039215686275,0.0,0.0,0.0,0.3749019607843137,0.3618823529411765,0.2632156862745098,3.0,0.6136470588235293,0.2632156862745098,1.0,0.0,0.0,1.0,0.0,1.0,0.6625882352941177,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6625882352941177,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6625882352941177,0.0,0.0,1.0,0.33129411764705885,0.6687058823529411,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6625882352941177,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6625882352941177,0.0,0.0,1.0,0.7643921568627452,1.0698039215686275,0.1763295645666198,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4330127018922193,1.25,2.0,0.4330127018922193,0.0,0.25,0.0,1.0,0.48470588235294115,0.6625882352941177,0.28055742832481784,0.06580392156862745,0.2632156862745098,0.11397573549414024,0.25,1.0,0.4330127018922193,0.5,1.0,0.5,1.75,3.0,0.82915619758885,0.25,0.5,1.0,1.0,0.0,0.0,0.33129411764705885,0.6687058823529411
neuromorpho__53-Neurone2.swc,0.0,0.9560975609756097,0.04390243902439024,2.0,0.6195121951219511,0.18536585365853658,0.0,1.0,0.0,0.9560975609756097,0.04390243902439024,2.0,0.6195121951219511,0.18536585365853658,0.0,1.0,0.12439024390243902,0.875609756097561,0.0,2.0,0.4585365853658536,0.22926829268292684,1.0,0.0,0.12439024390243902,0.875609756097561,0.0,2.0,0.4585365853658536,0.22926829268292684,1.0,0.0,0.0,1.0,0.0,1.0,0.7073170731707317,0.22926829268292684,1.0,1.0,0.0,1.0,0.0,1.0,0.7073170731707317,0.22926829268292684,1.0,1.0,0.0,1.0,0.0,1.0,0.7073170731707317,0.22926829268292684,1.0,1.0,0.0,1.0,0.0,1.0,0.7073170731707317,0.22926829268292684,1.0,1.0,0.623170731707317,0.7073170731707317,0.10158617105059625,0.21829268292682927,0.22926829268292684,0.019010313741609632,0.25,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,1.5,2.0,0.5,0.25,0.25,1.0,1.0,0.623170731707317,0.7073170731707317,0.10158617105059625,0.21829268292682927,0.22926829268292684,0.019010313741609632,0.25,1.0,0.4330127018922193,0.25,1.0,0.4330127018922193,1.5,2.0,0.5,0.25,0.25,1.0,1.0,1.0,0.22926829268292684,0.12439024390243902,0.6463414634146342
neuromorpho__536_4_C4.swc,0.8940204811022018,0.10597951889779819,0.0,2.0,0.07059128534656761,0.0,0.0,0.0,0.45313975667117273,0.49941667746893575,0.047443565859891484,3.0,0.8111701635154904,0.047443565859891484,1.0,0.0,0.858724838428918,0.14127516157108203,0.0,2.0,0.0,0.0,0.0,0.0,0.858724838428918,0.14127516157108203,0.0,2.0,0.0,0.0,0.0,0.0,0.858724838428918,0.14127516157108203,0.0,2.0,0.0,0.0,0.0,0.0,0.9412047925038425,0.05879520749615748,0.0,2.0,0.164959908149849,0.0,0.0,0.0,0.858724838428918,0.14127516157108203,0.0,2.0,0.0,0.0,0.0,0.0,0.8728356882279957,0.014166404325845818,0.11299790744615841,3.0,0.25421751449047236,0.11299790744615841,1.0,0.0,0.017647821336641903,0.07059128534656761,0.030566923197961872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.30758689653895294,0.8111701635154904,0.30471156626324897,0.04011036832651248,0.11299790744615841,0.04632508078664964,0.5,1.0,0.5,1.0,1.0,0.0,2.5,3.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.858724838428918,0.14127516157108203
neuromorpho__536_4_C7.swc,0.8610848967573893,0.1389151032426107,0.0,2.0,0.9571175116077157,0.0,0.0,0.0,0.363897172624665,0.6096221358197124,0.026480691555622663,3.0,0.052961383111245264,0.026480691555622663,1.0,0.0,0.6947453852251708,0.3052546147748292,0.0,2.0,0.6244384885432788,0.0,0.0,0.0,0.8539881469178211,0.14601185308217884,0.0,2.0,0.9429240119285794,0.0,0.0,0.0,0.5827262089011362,0.41727379109886376,0.0,2.0,0.4004001358952097,0.0,0.0,0.0,0.8921709259748594,0.10782907402514061,0.0,2.0,1.0192895700426559,0.0,0.0,0.0,0.7879468498735419,0.21205315012645803,0.0,2.0,0.8108414178400211,0.0,0.0,0.0,0.6761919142350232,0.10782907402514061,0.21597901173983616,3.0,1.0192895700426559,0.21597901173983616,1.0,0.0,0.6981993884715563,0.9571175116077157,0.20847774849001124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.7586161337812841,1.0192895700426559,0.40860105905240135,0.060614925823864706,0.21597901173983616,0.09034860763571544,0.5,1.0,0.5,1.0,1.0,0.0,2.5,3.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.3825261409535314,0.6174738590464686
neuromorpho__554-1-R4.swc,0.0,0.9543918918918919,0.04560810810810811,2.0,0.9459459459459459,0.46621621621621623,0.0,1.0,0.0,0.9543918918918919,0.04560810810810811,2.0,0.9459459459459459,0.46621621621621623,0.0,1.0,0.0,1.0,0.0,1.0,1.0371621621621623,0.5118243243243243,1.0,1.0,0.0,1.0,0.0,1.0,1.0371621621621623,0.5118243243243243,1.0,1.0,0.0,1.0,0.0,1.0,1.0371621621621623,0.5118243243243243,1.0,1.0,0.0,1.0,0.0,1.0,1.0371621621621623,0.5118243243243243,1.0,1.0,0.0,1.0,0.0,1.0,1.0371621621621623,0.5118243243243243,1.0,1.0,0.0,1.0,0.0,1.0,1.0371621621621623,0.5118243243243243,1.0,1.0,1.0143581081081083,1.0371621621621623,0.03949778024016871,0.5004222972972974,0.5118243243243243,0.01974889012008433,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0143581081081083,1.0371621621621623,0.03949778024016871,0.5004222972972974,0.5118243243243243,0.01974889012008433,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0,0.5118243243243243,0.006756756756756757,0.4814189189189189
neuromorpho__554-1R6.swc,0.0,0.8820846905537459,0.11791530944625407,2.0,0.23583061889250811,0.11791530944625407,1.0,0.0,0.0,0.8820846905537459,0.11791530944625407,2.0,0.23583061889250811,0.11791530944625407,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05895765472312703,0.23583061889250811,0.10211765347555919,0.029478827361563518,0.11791530944625407,0.05105882673777961,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,0.05895765472312703,0.23583061889250811,0.10211765347555919,0.029478827361563518,0.11791530944625407,0.05105882673777961,0.25,1.0,0.4330127018922193,0.0,0.0,0.0,1.25,2.0,0.4330127018922193,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
