file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
neuromorpho__110E_2_L_Ngr2KO_1.swc,pyramidal,187,v12_gentle_seed789,1.0000,1.0000,,,1.0000,pyramidal,0.9158,True,1,0.00,-22.84,-22.84,85.98,0.000,0.995,0.000,0,0,186,0.45,neuromorpho
neuromorpho__1115-07-19-R1.swc,pyramidal,158,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9916,True,1,0.00,,,0.00,0.000,0.000,0.994,0,157,0,0.57,neuromorpho
neuromorpho__1115-07-22-R1.swc,pyramidal,163,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9924,True,1,0.00,,,0.00,0.000,0.000,0.994,0,162,0,0.56,neuromorpho
neuromorpho__1116-1-Sec6-LTL3.swc,pyramidal,709,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9851,True,1,0.00,8.70,8.70,54.38,0.000,0.591,0.408,0,289,419,0.58,neuromorpho
neuromorpho__1116-1-Sec7-BSL1.swc,pyramidal,1095,v12_gentle_seed789,0.4991,0.7909,,0.9983,0.0000,pyramidal,0.9802,True,1,0.00,2.22,2.22,52.19,0.000,0.209,0.790,226,868,0,0.66,neuromorpho
neuromorpho__1116-3-Sec2-LTL1.swc,pyramidal,817,v12_gentle_seed789,0.4341,0.7674,,0.8682,0.0000,pyramidal,0.9427,True,1,0.00,18.36,18.36,21.68,0.000,0.104,0.895,105,711,0,0.64,neuromorpho
neuromorpho__1117-1-Sec5-BSL1.swc,pyramidal,1095,v12_gentle_seed789,0.4424,0.7936,,0.8848,0.0000,pyramidal,0.9882,True,1,0.00,-1.11,-1.11,52.17,0.000,0.206,0.793,0,1094,0,0.66,neuromorpho
neuromorpho__111A_2_r_Ngr2KO.swc,pyramidal,671,v12_gentle_seed789,0.9875,0.9762,,0.9750,1.0000,pyramidal,0.9923,True,1,0.00,13.48,13.48,106.00,0.000,0.510,0.489,16,312,342,0.78,neuromorpho
neuromorpho__111B_1_r_CA1_1_Ngr2KO_1.swc,pyramidal,240,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9752,True,1,0.00,-9.05,-9.05,54.60,0.000,0.613,0.383,0,92,147,0.59,neuromorpho
neuromorpho__111C_1_l_Ngr2KO.swc,pyramidal,296,v12_gentle_seed789,0.7308,0.9291,,0.4615,1.0000,pyramidal,0.9101,True,1,0.00,0.07,0.07,62.28,0.000,0.895,0.101,21,9,265,0.58,neuromorpho
neuromorpho__111C_2_r_Ngr2KO.swc,pyramidal,651,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9927,True,1,0.00,-8.03,-8.03,91.27,0.000,0.382,0.616,0,401,249,0.82,neuromorpho
neuromorpho__111D_1_l_Ngr2KO_2.swc,pyramidal,451,v12_gentle_seed789,0.9892,0.9867,,0.9784,1.0000,pyramidal,0.9939,True,1,0.00,1.82,1.82,65.91,0.000,0.683,0.315,6,136,308,0.66,neuromorpho
neuromorpho__11228c1.swc,pyramidal,1142,v12_gentle_seed789,0.6159,0.9159,0.0000,0.8476,1.0000,pyramidal,0.9892,True,1,0.00,32.49,32.49,51.61,0.011,0.681,0.306,83,280,778,0.66,neuromorpho
neuromorpho__1124-1-Sec2-LTL2.swc,pyramidal,1086,v12_gentle_seed789,0.9696,0.9411,,0.9696,,pyramidal,0.9751,True,1,0.00,,,0.00,0.000,0.000,0.999,64,1021,0,0.61,neuromorpho
neuromorpho__1128-2-Sec2-LTL2.swc,pyramidal,1825,v12_gentle_seed789,0.2007,0.2515,,0.4014,0.0000,pyramidal,0.6609,True,1,0.00,-32.15,-32.15,334.66,0.000,0.295,0.705,31,996,797,0.76,neuromorpho
neuromorpho__1128-3-Sec1-BSL1.swc,pyramidal,2930,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.7961,True,1,0.00,8.39,8.39,106.61,0.000,0.337,0.662,0,1941,988,0.99,neuromorpho
neuromorpho__1128-3-Sec1-LTL1.swc,pyramidal,1756,v12_gentle_seed789,0.4510,0.8218,,0.9021,0.0000,pyramidal,0.9102,True,1,0.00,-4.02,-4.02,59.92,0.000,0.178,0.821,0,1755,0,0.70,neuromorpho
neuromorpho__112A_1_R_WT.swc,pyramidal,541,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9928,True,1,0.00,-19.98,-19.98,76.96,0.000,0.671,0.327,0,177,363,0.78,neuromorpho
neuromorpho__112D_2_L_WT.swc,pyramidal,501,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9969,True,1,0.00,13.96,13.96,94.53,0.000,0.533,0.465,0,233,267,0.71,neuromorpho
neuromorpho__112F_2_L_WT_1.swc,pyramidal,321,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9277,True,1,0.00,-20.46,-20.46,38.20,0.000,0.701,0.296,0,95,225,0.57,neuromorpho
neuromorpho__11302c2.swc,pyramidal,1146,v12_gentle_seed789,0.6223,0.8901,0.0000,0.8668,1.0000,pyramidal,0.9900,True,1,0.00,12.72,12.72,56.50,0.021,0.531,0.447,102,434,609,0.75,neuromorpho
neuromorpho__11303c5.swc,pyramidal,1625,v12_gentle_seed789,0.8694,0.7280,1.0000,0.7388,,pyramidal,0.9723,True,1,0.00,,,0.00,0.343,0.000,0.657,557,625,442,0.81,neuromorpho
neuromorpho__113E_2_L_WT_1.swc,pyramidal,238,v12_gentle_seed789,0.9925,0.9874,,0.9849,1.0000,pyramidal,0.9953,True,1,0.00,-21.14,-21.14,42.94,0.000,0.571,0.424,3,98,136,0.59,neuromorpho
neuromorpho__11502-23-L1.swc,pyramidal,234,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9895,True,1,0.00,,,0.00,0.000,0.000,0.996,0,233,0,0.72,neuromorpho
neuromorpho__11503-21-L1.swc,pyramidal,260,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9944,True,1,0.00,,,0.00,0.000,0.000,0.996,0,259,0,0.61,neuromorpho
neuromorpho__11503-23R1.swc,pyramidal,304,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9252,True,1,0.00,,,0.00,0.000,0.000,0.997,0,303,0,0.69,neuromorpho
neuromorpho__11503-23R2.swc,pyramidal,180,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9866,True,1,0.00,,,0.00,0.000,0.000,0.994,0,179,0,0.58,neuromorpho
neuromorpho__11505-23-R1.swc,pyramidal,259,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9889,True,1,-0.00,,,0.00,0.000,0.000,0.996,0,258,0,0.79,neuromorpho
neuromorpho__11505-27-R1.swc,pyramidal,248,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9552,True,1,0.00,,,0.00,0.000,0.000,0.996,0,247,0,0.62,neuromorpho
neuromorpho__11508-20-R1.swc,pyramidal,239,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9901,True,1,0.00,,,0.00,0.000,0.000,0.996,0,238,0,0.70,neuromorpho
neuromorpho__11509-22-L1.swc,pyramidal,146,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9964,True,1,0.00,,,0.00,0.000,0.000,0.993,0,145,0,0.59,neuromorpho
neuromorpho__11509-25-R1.swc,pyramidal,277,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9950,True,1,0.00,,,0.00,0.000,0.000,0.996,0,276,0,0.64,neuromorpho
neuromorpho__11510-23-R1.swc,pyramidal,143,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9952,True,1,0.00,,,0.00,0.000,0.000,0.993,0,142,0,0.70,neuromorpho
neuromorpho__11713c2.swc,pyramidal,1478,v12_gentle_seed789,0.5000,0.3532,0.0000,1.0000,,pyramidal,0.4262,True,1,0.00,,,0.00,0.647,0.000,0.353,0,521,956,0.60,neuromorpho
neuromorpho__11818c1.swc,pyramidal,1284,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.6859,True,1,0.00,,,0.00,0.293,0.000,0.706,376,907,0,0.70,neuromorpho
neuromorpho__11A3neuron1.swc,pyramidal,3927,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.7951,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3926,0,0.92,neuromorpho
neuromorpho__11C2neuron3.swc,pyramidal,2469,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.4849,False,1,0.00,,,0.00,0.000,0.000,1.000,0,2468,0,0.35,neuromorpho
neuromorpho__11C3neuron4.swc,pyramidal,2440,v12_gentle_seed789,0.9437,0.8934,,0.9437,,pyramidal,0.9116,True,1,0.00,,,0.00,0.000,0.000,1.000,260,2179,0,0.78,neuromorpho
neuromorpho__11_06_13_-2_Cell_-4.swc,pyramidal,32289,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9149,True,1,0.00,-50.21,-50.21,318.58,0.224,0.449,0.327,7233,10572,14483,2.20,neuromorpho
neuromorpho__11_13_17_1_7.swc,pyramidal,6432,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9945,False,1,0.00,,,0.00,0.462,0.000,0.538,2971,3460,0,0.67,neuromorpho
neuromorpho__11_49.swc,pyramidal,6995,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9947,True,1,0.00,,,0.00,0.000,0.000,1.000,0,6994,0,2.32,neuromorpho
neuromorpho__11_50.swc,pyramidal,9406,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9857,True,1,0.00,,,0.00,0.000,0.000,1.000,0,9405,0,2.88,neuromorpho
neuromorpho__11_51.swc,pyramidal,2873,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9964,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2872,0,1.52,neuromorpho
neuromorpho__11b.swc,pyramidal,2950,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.4920,False,1,0.00,,,0.00,0.000,0.000,1.000,0,2949,0,0.36,neuromorpho
neuromorpho__121012V1-2Slice2Cell1.swc,pyramidal,550,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9934,True,1,0.00,2.94,2.94,70.09,0.000,0.675,0.324,0,178,371,0.66,neuromorpho
neuromorpho__121012V1-2Slice2Cell2.swc,pyramidal,476,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9403,True,1,0.00,-1.72,-1.72,36.26,0.000,0.511,0.487,0,232,243,0.71,neuromorpho
neuromorpho__12D2neuron3.swc,pyramidal,1557,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.3600,False,1,0.00,,,0.00,0.000,0.000,0.999,0,1556,0,0.29,neuromorpho
neuromorpho__12N5-8162019-b-wt7a.swc,interneuron,2791,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9922,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2790,0,0.42,neuromorpho
neuromorpho__12N7-8162019-b-wt1a.swc,interneuron,3276,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9906,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3275,0,0.37,neuromorpho
neuromorpho__12N7-8162019-b_fcfc3a.swc,interneuron,2837,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9930,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2836,0,0.32,neuromorpho
neuromorpho__139-05-cell-1-analysis.swc,interneuron,532,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.8715,True,1,0.00,,,0.00,0.000,0.000,0.998,0,531,0,0.27,neuromorpho
neuromorpho__13911c6.swc,interneuron,3245,v12_gentle_seed789,0.9460,0.9763,0.9864,0.9055,,interneuron,0.9984,True,1,0.00,,,0.00,0.886,0.000,0.114,2798,446,0,0.80,neuromorpho
neuromorpho__13A6neuron1Layers.swc,pyramidal,3345,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9017,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3344,0,0.91,neuromorpho
neuromorpho__13_08_13_-2_Cell_-2.swc,pyramidal,31729,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9596,True,1,0.00,-54.83,-54.83,251.65,0.294,0.390,0.316,9329,10027,12372,2.35,neuromorpho
neuromorpho__13_43.swc,pyramidal,3148,v12_gentle_seed789,0.9998,0.9997,,0.9998,,pyramidal,0.9956,True,1,0.00,,,0.00,0.000,0.000,1.000,1,3146,0,1.40,neuromorpho
neuromorpho__13_den_ax.swc,pyramidal,123319,v12_gentle_seed789,0.9635,0.9963,0.9981,0.8925,1.0000,pyramidal,0.9951,True,1,0.00,39.14,39.14,200.56,0.956,0.025,0.019,118297,1877,3144,8.95,neuromorpho
neuromorpho__141-08-cell-3-analysis.swc,interneuron,246,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9835,True,1,0.50,,,0.00,0.000,0.000,0.996,0,245,0,0.28,neuromorpho
neuromorpho__143-06-cell-1-analysis.swc,interneuron,1699,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9778,True,1,1.00,,,0.00,0.000,0.000,0.999,0,1698,0,0.30,neuromorpho
neuromorpho__1460-2-Sec1-BSL1.swc,pyramidal,2410,v12_gentle_seed789,0.9921,0.9842,,0.9921,,pyramidal,0.9714,True,1,0.00,,,0.00,0.000,0.000,1.000,38,2371,0,0.78,neuromorpho
neuromorpho__1463-2-Sec5-BSL1.swc,pyramidal,3273,v12_gentle_seed789,0.9055,0.8274,,0.9055,,pyramidal,0.9905,True,1,0.00,,,0.00,0.000,0.000,1.000,565,2707,0,0.78,neuromorpho
neuromorpho__14Feb2019-exp-5_53-rpt-scr-1003.swc,interneuron,2492,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9839,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2491,0,0.35,neuromorpho
neuromorpho__14Feb2019-exp-5_53-rpt-scr-1006.swc,interneuron,1867,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.8327,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1866,0,0.30,neuromorpho
neuromorpho__150312_pair1sac.swc,interneuron,5583,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9980,True,1,6.45,,,0.00,0.000,0.000,1.000,0,5582,0,0.74,neuromorpho
neuromorpho__150427_pair1sac.swc,interneuron,3501,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9471,True,1,4.07,,,0.00,0.000,0.000,1.000,0,3500,0,0.50,neuromorpho
neuromorpho__150811_pair2sac.swc,interneuron,4631,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9894,True,1,-3.25,,,0.00,0.000,0.000,1.000,0,4630,0,0.54,neuromorpho
neuromorpho__15316c4c5b.swc,interneuron,885,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.8284,True,1,0.00,,,0.00,0.725,0.000,0.273,642,242,0,0.27,neuromorpho
neuromorpho__15519c2.swc,interneuron,1236,v12_gentle_seed789,0.8829,0.9595,0.9776,0.7881,,interneuron,0.9948,True,1,0.00,,,0.00,0.924,0.000,0.075,1092,143,0,0.39,neuromorpho
neuromorpho__15d01c5c6b.swc,interneuron,1363,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9831,True,1,0.00,,,0.00,0.930,0.000,0.069,1268,94,0,0.38,neuromorpho
neuromorpho__160817_SAC2_009_avgupdated.swc,interneuron,2008,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9589,True,1,-3.32,,,0.00,0.000,0.000,1.000,0,2007,0,0.38,neuromorpho
neuromorpho__160826_Fused_SAC2_avgupdated.swc,interneuron,3346,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9954,True,1,7.00,,,0.00,0.000,0.000,1.000,0,3345,0,0.49,neuromorpho
neuromorpho__161027_SAC5.swc,interneuron,3779,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9927,True,1,-4.36,,,0.00,0.000,0.000,1.000,0,3778,0,0.52,neuromorpho
neuromorpho__16_34.swc,pyramidal,2988,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9916,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2987,0,1.11,neuromorpho
neuromorpho__170107-6.swc,interneuron,2060,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9590,True,1,1.00,,,0.00,0.744,0.000,0.255,1533,526,0,0.59,neuromorpho
neuromorpho__170519_SAC10updated.swc,interneuron,4109,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9970,True,1,4.35,,,0.00,0.000,0.000,1.000,0,4108,0,0.73,neuromorpho
neuromorpho__170602_sac2_updated170801.swc,interneuron,5056,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9686,True,1,1.17,,,0.00,0.000,0.000,1.000,0,5055,0,0.73,neuromorpho
neuromorpho__171108-5.swc,interneuron,2106,v12_gentle_seed789,0.3783,0.6087,0.0000,0.7566,,interneuron,0.9918,True,1,0.00,,,0.00,0.391,0.000,0.608,0,2105,0,0.54,neuromorpho
neuromorpho__17302_00032-semi_f.swc,interneuron,2851,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9959,True,1,0.00,,,0.00,0.898,0.000,0.101,2561,289,0,0.51,neuromorpho
neuromorpho__17302_00047-semi_f.swc,interneuron,3714,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9973,True,1,0.00,,,0.00,0.973,0.000,0.027,3613,100,0,0.52,neuromorpho
neuromorpho__17302_00062-semi_r.swc,interneuron,1313,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.8986,True,1,0.00,,,0.00,0.845,0.000,0.154,1110,202,0,0.34,neuromorpho
neuromorpho__17302_00074-semi_r.swc,interneuron,2921,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9451,True,1,0.00,,,0.00,0.903,0.000,0.097,2637,283,0,0.49,neuromorpho
neuromorpho__17302_00101-semi_r.swc,interneuron,2237,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9977,True,1,0.00,,,0.00,0.904,0.000,0.096,2022,214,0,0.57,neuromorpho
neuromorpho__17302_00102-semi_r.swc,interneuron,1814,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9975,True,1,0.00,,,0.00,0.880,0.000,0.119,1597,216,0,0.56,neuromorpho
neuromorpho__17543_3308_x10077_y3766-semi_r.swc,interneuron,3263,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.8988,True,1,0.00,,,0.00,0.927,0.000,0.072,3026,236,0,0.61,neuromorpho
neuromorpho__17545_00007-semi_r.swc,interneuron,1085,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9938,True,1,0.00,,,0.00,0.678,0.000,0.321,736,348,0,0.37,neuromorpho
neuromorpho__17545_00028-semi_r.swc,interneuron,2156,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9982,True,1,0.00,,,0.00,0.840,0.000,0.159,1812,343,0,0.47,neuromorpho
neuromorpho__17545_00030-semi_r.swc,interneuron,3114,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9977,True,1,0.00,,,0.00,0.900,0.000,0.099,2804,309,0,0.50,neuromorpho
neuromorpho__17545_00052-semi_r.swc,interneuron,3269,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9981,True,1,0.00,,,0.00,0.922,0.000,0.078,3014,254,0,0.51,neuromorpho
neuromorpho__17545_00067-semi_r.swc,interneuron,2380,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9976,True,1,0.00,,,0.00,0.889,0.000,0.111,2115,264,0,0.52,neuromorpho
neuromorpho__17545_00073-semi_r.swc,interneuron,993,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9936,True,1,0.00,,,0.00,0.656,0.000,0.343,651,341,0,0.31,neuromorpho
neuromorpho__17545_00074-semi_r.swc,interneuron,1195,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9905,True,1,0.00,,,0.00,0.746,0.000,0.254,891,303,0,0.39,neuromorpho
neuromorpho__17545_00116-semi_r.swc,interneuron,4078,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9976,True,1,0.00,,,0.00,0.923,0.000,0.077,3763,314,0,0.61,neuromorpho
neuromorpho__17545_00120-semi_r.swc,interneuron,3587,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.922,0.000,0.077,3309,277,0,0.60,neuromorpho
neuromorpho__17545_00143-semi_r.swc,interneuron,2718,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9980,True,1,0.00,,,0.00,0.898,0.000,0.101,2442,275,0,0.38,neuromorpho
neuromorpho__17545_00146-semi_r.swc,interneuron,1291,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9958,True,1,0.00,,,0.00,0.807,0.000,0.192,1042,248,0,0.36,neuromorpho
neuromorpho__17_30.swc,pyramidal,4674,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9622,True,1,0.00,,,0.00,0.000,0.000,1.000,0,4673,0,1.91,neuromorpho
neuromorpho__17_den_ax.swc,pyramidal,95497,v12_gentle_seed789,0.8779,0.9788,0.9993,0.7565,,pyramidal,0.9968,True,1,0.00,,,0.00,0.946,0.000,0.054,90456,3142,1898,7.02,neuromorpho
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-1_crop-1.swc,pyramidal,981,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9971,True,1,0.00,,,0.00,0.000,0.000,0.999,0,980,0,0.57,neuromorpho
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-1_crop-3.swc,pyramidal,1896,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9983,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1895,0,0.65,neuromorpho
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-1_crop-6.swc,pyramidal,1896,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9984,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1895,0,0.56,neuromorpho
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-1_crop.swc,pyramidal,1174,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9954,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1173,0,0.52,neuromorpho
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-4_crop-3.swc,pyramidal,1618,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9978,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1617,0,0.60,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-10_crop-1.swc,pyramidal,1924,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9982,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1923,0,0.68,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-10_crop-4.swc,pyramidal,1551,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9982,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1550,0,0.61,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-6_crop-2.swc,pyramidal,1826,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9975,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1825,0,0.53,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-6_crop-3.swc,pyramidal,1360,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9972,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1359,0,0.57,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Hippo-1-10_crop-2.swc,pyramidal,1180,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9969,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1179,0,0.48,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Hippo-1-4_crop-6.swc,pyramidal,2198,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9972,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2197,0,0.60,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-5_crop-2.swc,pyramidal,2896,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9971,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2895,0,0.68,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-6_crop.swc,pyramidal,1581,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9965,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1580,0,0.57,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-7_crop-5.swc,pyramidal,1482,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9862,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1481,0,0.64,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-1_crop-1.swc,pyramidal,1082,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9931,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1081,0,0.59,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-2_crop-2.swc,pyramidal,3081,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9930,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3080,0,0.74,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-2_crop.swc,pyramidal,276,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9643,True,1,0.00,,,0.00,0.000,0.000,0.996,0,275,0,0.46,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-5_crop-3.swc,pyramidal,1411,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9944,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1410,0,0.64,neuromorpho
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-7_crop-5.swc,pyramidal,2423,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9980,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2422,0,0.66,neuromorpho
