file,cell_type_gt,held_out_F1,in_bottom,n_categories,categories
neuromorpho__mPFC_w2_L5_03.swc,pyramidal,1.0,no,0,
neuromorpho__10N4-8162019-b_wt7a.swc,interneuron,1.0,no,0,
neuromorpho__M1_35.swc,pyramidal,1.0,no,0,
neuromorpho__group1_cell17.swc,pyramidal,1.0,no,0,
neuromorpho__N001.swc,pyramidal,1.0,no,0,
neuromorpho__20190730_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__12N7-8162019-b-TILE1-n7dat12_tile1_fcfc2a.swc,interneuron,1.0,no,0,
neuromorpho__Fig4A331co2_NL_50mu.swc,interneuron,1.0,no,0,
neuromorpho__M1_36.swc,pyramidal,1.0,no,0,
neuromorpho__7_J2a.swc,interneuron,1.0,no,0,
neuromorpho__12N5-8162019-b-fcfc2a.swc,interneuron,1.0,no,0,
neuromorpho__12N5-8162019-b-fcfc42.swc,interneuron,1.0,no,0,
neuromorpho__P111106-02-BC.swc,interneuron,1.0,no,0,
neuromorpho__M1_20.swc,pyramidal,1.0,no,0,
neuromorpho__M1_21.swc,pyramidal,1.0,no,0,
neuromorpho__AA0433.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2-9.swc,pyramidal,1.0,no,0,
neuromorpho__2020-03-11_12-42-47SST-MORF3Mb01-1V5-647SST488-30x02HPC.swc,interneuron,1.0,no,0,
neuromorpho__18869_5123_x17555_y3609-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__WT_1_4.swc,pyramidal,1.0,no,0,
neuromorpho__AA0369.swc,pyramidal,1.0,no,0,
neuromorpho__T45_NeuronA_Tile_Trace_MK.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__17545_00066-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2015_crop.swc,pyramidal,1.0,no,0,
neuromorpho__g0437P1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell888Spp1.swc,interneuron,1.0,no,0,
neuromorpho__19-02-19A-11-cell-1.swc,interneuron,1.0,no,0,
neuromorpho__8N3-8162019-b-fcfc7a.swc,interneuron,1.0,no,0,
neuromorpho__A3-n2-7_final.swc,pyramidal,1.0,no,0,
neuromorpho__N018.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__14Feb2019-exp-5_53-rpt-scr-1003.swc,interneuron,1.0,no,0,
neuromorpho__071207_cell1_L1.swc,interneuron,1.0,no,0,
neuromorpho__17302_00101-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0464.swc,pyramidal,1.0,no,0,
neuromorpho__Zs201221-02_ventral_20x_onlydendrites.swc,interneuron,1.0,no,0,
neuromorpho__26_17.swc,pyramidal,1.0,no,0,
neuromorpho__AA0505.swc,pyramidal,1.0,no,0,
neuromorpho__Nov4IR1e.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__exp-5-59-Scr-1004.swc,interneuron,1.0,no,0,
neuromorpho__17302_00055-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__V1_5.swc,pyramidal,1.0,no,0,
neuromorpho__Apr14IR3c-20x-NL.swc,pyramidal,1.0,no,0,
neuromorpho__AA0852.swc,pyramidal,1.0,no,0,
neuromorpho__AA0574.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-9_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__N105.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__10N23DAT8-50717GFPwta_wt8a.swc,interneuron,1.0,no,0,
neuromorpho__n20fts.swc,pyramidal,1.0,no,0,
neuromorpho__18462_00005-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__M1KO_33.swc,pyramidal,1.0,no,0,
neuromorpho__18455_00008-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__12N7-8162019-b-TILE1-wt4a.swc,interneuron,1.0,no,0,
neuromorpho__group1_cell12.swc,pyramidal,1.0,no,0,
neuromorpho__ADP12_2496_biocytin.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-8-2.swc,pyramidal,1.0,no,0,
neuromorpho__AA0824.swc,pyramidal,1.0,no,0,
neuromorpho__AA0736.swc,pyramidal,1.0,no,0,
neuromorpho__AA0312.swc,pyramidal,1.0,no,0,
neuromorpho__M1_2.swc,pyramidal,1.0,no,0,
neuromorpho__LVGFP-5wpi-c6-3.swc,interneuron,1.0,no,4,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__A2_slide3_12.swc,pyramidal,1.0,no,0,
neuromorpho__N010.swc,pyramidal,1.0,no,0,
neuromorpho__20190513_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__17545_00028-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-7.swc,pyramidal,1.0,no,0,
neuromorpho__CONTROL-5-N2.swc,interneuron,1.0,no,0,
neuromorpho__22_21.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2015_crop.swc,pyramidal,1.0,no,0,
neuromorpho__HFF3_4256_neurobiotin.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-9_crop-4.swc,pyramidal,1.0,no,0,
neuromorpho__EXP-5_67-Scr-1015.swc,interneuron,1.0,no,0,
neuromorpho__homo-3.swc,interneuron,1.0,no,0,
neuromorpho__AA0918.swc,pyramidal,1.0,no,0,
neuromorpho__14_37.swc,pyramidal,1.0,no,0,
neuromorpho__EXP-5_67-Scr-1004.swc,interneuron,1.0,no,0,
neuromorpho__20190509_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__12_46.swc,pyramidal,1.0,no,0,
neuromorpho__10N23DAT8-50717GFPwta_fcfc4a.swc,interneuron,1.0,no,0,
neuromorpho__20190416_sample_7.swc,interneuron,1.0,no,0,
neuromorpho__dysk-14.swc,interneuron,1.0,no,0,
neuromorpho__4a_2.swc,pyramidal,1.0,no,0,
neuromorpho__AA0593.swc,pyramidal,1.0,no,0,
neuromorpho__7_44.swc,pyramidal,1.0,no,0,
neuromorpho__pair01-09-11-C-final1.swc,interneuron,1.0,no,0,
neuromorpho__M1_31.swc,pyramidal,1.0,no,0,
neuromorpho__AA0534.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2001-4.swc,pyramidal,1.0,no,0,
neuromorpho__23-04-18B-09-cell-2.swc,interneuron,1.0,no,0,
neuromorpho__N046.swc,pyramidal,1.0,no,0,
neuromorpho__CONTROL-1-N1.swc,interneuron,1.0,no,0,
neuromorpho__dysk-10.swc,interneuron,1.0,no,0,
neuromorpho__group1_cell6.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2001-10.swc,pyramidal,1.0,no,0,
neuromorpho__p110715-04-BC.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-4_crop-6.swc,pyramidal,1.0,no,0,
neuromorpho__M433Spp1.swc,interneuron,1.0,no,0,
neuromorpho__Kole_MDKL01042019_1_streptavidinA488.swc,interneuron,1.0,no,0,
neuromorpho__8N3-8162019-b-fcfc9-10a.swc,interneuron,1.0,no,0,
neuromorpho__M1_42.swc,pyramidal,1.0,no,0,
neuromorpho__g0692P1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2014_crop-6.swc,pyramidal,1.0,no,0,
neuromorpho__V1_23.swc,pyramidal,1.0,no,0,
neuromorpho__8N6-8162019-b-wT4a.swc,interneuron,1.0,no,0,
neuromorpho__20190709_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__Anstoetz_PV-IN16.swc,interneuron,1.0,no,0,
neuromorpho__crop0_2_seg_split_20_1-7.swc,pyramidal,1.0,no,0,
neuromorpho__8N3-8162019-b-fcfc1a.swc,interneuron,1.0,no,0,
neuromorpho__cell-10_8.swc,interneuron,1.0,no,0,
neuromorpho__AA0805.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide2_9.swc,pyramidal,1.0,no,0,
neuromorpho__8N6-8162019-b-wt6a.swc,interneuron,1.0,no,0,
neuromorpho__T75.swc,interneuron,1.0,no,0,
neuromorpho__18455_00032-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0540.swc,pyramidal,1.0,no,0,
neuromorpho__n9fts.swc,pyramidal,1.0,no,0,
neuromorpho__011618Bc1_dendrites.swc,interneuron,1.0,no,0,
neuromorpho__AA0323.swc,pyramidal,1.0,no,0,
neuromorpho__Anstoetz_SLM_IN5.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-7_crop-5.swc,pyramidal,1.0,no,0,
neuromorpho__20190617_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2001-1.swc,pyramidal,1.0,no,0,
neuromorpho__20190515_sample_12.swc,interneuron,1.0,no,0,
neuromorpho__AA0932.swc,pyramidal,1.0,no,0,
neuromorpho__34_9.swc,pyramidal,1.0,no,0,
neuromorpho__11615c1.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2004-10.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-10_crop-1.swc,pyramidal,1.0,no,0,
neuromorpho__WT_2.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__EXP-5_67-Scr-1010.swc,interneuron,1.0,no,0,
neuromorpho__17545_00068-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__19-02-19A-14-cell-2.swc,interneuron,1.0,no,0,
neuromorpho__AA0357.swc,pyramidal,1.0,no,0,
neuromorpho__AA0321.swc,pyramidal,1.0,no,0,
neuromorpho__170107-6.swc,interneuron,1.0,no,0,
neuromorpho__8N6-8162019-b-fcfc3a.swc,interneuron,1.0,no,0,
neuromorpho__AA0820.swc,pyramidal,1.0,no,0,
neuromorpho__18465_00213-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Hcell13-set-2.swc,interneuron,1.0,no,0,
neuromorpho__V1_9.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-6-N2_1.swc,interneuron,1.0,no,0,
neuromorpho__n255.swc,interneuron,1.0,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__EDF2_D4-Fresh-Hippo-2-EDF_crop-6.swc,pyramidal,1.0,no,0,
neuromorpho__AA0707.swc,pyramidal,1.0,no,0,
neuromorpho__AA0315.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-10_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__S2_10.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-7_crop.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide2_8.swc,pyramidal,1.0,no,0,
neuromorpho__P111017-01-AAC.swc,interneuron,1.0,no,0,
neuromorpho__B1_slide4_neuron5.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__3_54.swc,pyramidal,1.0,no,0,
neuromorpho__group1_cell22.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00102-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__ADP10_2491_biocytin.swc,interneuron,1.0,no,0,
neuromorpho__S2_13.swc,pyramidal,1.0,no,0,
neuromorpho__SM080903A2.swc,interneuron,1.0,no,0,
neuromorpho__18455_00002-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0825.swc,pyramidal,1.0,no,0,
neuromorpho__A1_slide2_10.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__28_15.swc,pyramidal,1.0,no,0,
neuromorpho__V1_22.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00046-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Zs201221-02_dorsal_20x_kesz_onlydendrites.swc,interneuron,1.0,no,0,
neuromorpho__AA0483.swc,pyramidal,1.0,no,0,
neuromorpho__neuron-4_1.swc,pyramidal,1.0,no,0,
neuromorpho__WT_13.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__n27fts.swc,pyramidal,1.0,no,0,
neuromorpho__retina7_petal3_n7.swc,interneuron,1.0,no,0,
neuromorpho__M727.swc,interneuron,1.0,no,0,
neuromorpho__AA0907.swc,pyramidal,1.0,no,0,
neuromorpho__M1_13.swc,pyramidal,1.0,no,0,
neuromorpho__AA0511.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00045-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Hippo-1-4_crop-6.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00063-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__cell-8_9.swc,interneuron,1.0,no,0,
neuromorpho__23-04-18C-03-cell-1.swc,interneuron,1.0,no,0,
neuromorpho__WT-set2-002.swc,pyramidal,1.0,no,0,
neuromorpho__37112_slide1_cell4.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0833.swc,pyramidal,1.0,no,0,
neuromorpho__dysk-4.swc,interneuron,1.0,no,0,
neuromorpho__10209c1.swc,pyramidal,1.0,no,0,
neuromorpho__HFF7_2442_biocytin.swc,interneuron,1.0,no,0,
neuromorpho__cell-13_8.swc,interneuron,1.0,no,0,
neuromorpho__14Feb2019-exp-5_53-rpt-scr-1006.swc,interneuron,1.0,no,0,
neuromorpho__WT-set1-001.swc,pyramidal,1.0,no,0,
neuromorpho__AA0830.swc,pyramidal,1.0,no,0,
neuromorpho__AA0914.swc,pyramidal,1.0,no,0,
neuromorpho__AA0757.swc,pyramidal,1.0,no,0,
neuromorpho__18463_00075-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2001_crop.swc,pyramidal,1.0,no,0,
neuromorpho__V1KO_24.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-7-N6.swc,interneuron,1.0,no,0,
neuromorpho__I03474.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__V1KO_16.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-1_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__N056.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B2_slide2_9a.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__7-Som-3d-trace.swc,interneuron,1.0,no,0,
neuromorpho__dysk-11.swc,interneuron,1.0,no,0,
neuromorpho__061217_cell4_L23.swc,interneuron,1.0,no,0,
neuromorpho__S2KO_28.swc,pyramidal,1.0,no,0,
neuromorpho__mPFC_w4_L5_07.swc,pyramidal,1.0,no,0,
neuromorpho__19_26.swc,pyramidal,1.0,no,0,
neuromorpho__StrokeDec7IR2-2d.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__20_25.swc,pyramidal,1.0,no,0,
neuromorpho__CONTROL-6-N3.swc,interneuron,1.0,no,0,
neuromorpho__143-07-cell-1-analysis.swc,interneuron,1.0,no,0,
neuromorpho__350R.swc,interneuron,1.0,no,1,WHOLE_CELL_MISLABEL
neuromorpho__1075-2-Sec3-LTL3.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-9_crop-4.swc,pyramidal,1.0,no,0,
neuromorpho__exp-5-59-Scr-1010.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2-16.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2001-11.swc,pyramidal,1.0,no,0,
neuromorpho__160817_SAC2_009_avgupdated.swc,interneuron,1.0,no,0,
neuromorpho__203B-2-L3.swc,pyramidal,1.0,no,0,
neuromorpho__V1_36.swc,pyramidal,1.0,no,0,
neuromorpho__Zs201221-01_ventral_20x_onlydendrites.swc,interneuron,1.0,no,0,
neuromorpho__AA0812.swc,pyramidal,1.0,no,0,
neuromorpho__AA0891.swc,pyramidal,1.0,no,0,
neuromorpho__AA0771.swc,pyramidal,1.0,no,0,
neuromorpho__554-2-R3.swc,pyramidal,1.0,no,0,
neuromorpho__AA0518.swc,pyramidal,1.0,no,0,
neuromorpho__S2KO_32.swc,pyramidal,1.0,no,0,
neuromorpho__mPFC_w4_L5_09.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__V1_17.swc,pyramidal,1.0,no,0,
neuromorpho__N027.swc,pyramidal,1.0,no,0,
neuromorpho__V1_2.swc,pyramidal,1.0,no,0,
neuromorpho__N042.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide2_13.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0839.swc,pyramidal,1.0,no,0,
neuromorpho__crop0_2_seg_split_5_1-15.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-4_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__A3-n2-3_1.swc,pyramidal,1.0,no,0,
neuromorpho__V1_11.swc,pyramidal,1.0,no,0,
neuromorpho__S2KO_34.swc,pyramidal,1.0,no,0,
neuromorpho__10N1-8162019-fcfc3a.swc,interneuron,1.0,no,0,
neuromorpho__020414-pos-div13-cs4.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2012_crop.swc,pyramidal,1.0,no,0,
neuromorpho__AA0543.swc,pyramidal,1.0,no,0,
neuromorpho__S2_15.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2004-14.swc,pyramidal,1.0,no,0,
neuromorpho__AAS5.swc,interneuron,1.0,no,0,
neuromorpho__32368_slide1_cell8.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2004_crop-1.swc,pyramidal,1.0,no,0,
neuromorpho__1b_2.swc,pyramidal,1.0,no,0,
neuromorpho__37112_slide1_cell10.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__20190212_sample_7.swc,interneuron,1.0,no,0,
neuromorpho__A4_slide3_9.swc,pyramidal,1.0,no,0,
neuromorpho__10N1-8162019-wt5a.swc,interneuron,1.0,no,0,
neuromorpho__8N6-8162019-b-wT3a.swc,interneuron,1.0,no,0,
neuromorpho__WT3-n4-2_1.swc,pyramidal,1.0,no,0,
neuromorpho__8N3-8162019-b-wt3a.swc,interneuron,1.0,no,0,
neuromorpho__143-06-cell-1-analysis.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-10_crop-1.swc,pyramidal,1.0,no,0,
neuromorpho__dysk-6.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-6_crop.swc,pyramidal,1.0,no,0,
neuromorpho__Zs201221-01_dors_20x_onlydendrites.swc,interneuron,1.0,no,0,
neuromorpho__020414-pos-div14-cs2.swc,interneuron,1.0,no,0,
neuromorpho__Delayed12_2522_biocytin.swc,interneuron,1.0,no,0,
neuromorpho__WT2-N3-2_final.swc,pyramidal,1.0,no,0,
neuromorpho__homo-1.swc,interneuron,1.0,no,0,
neuromorpho__homo-12.swc,interneuron,1.0,no,0,
neuromorpho__SDGA2_slide2_neuron3.swc,pyramidal,1.0,no,0,
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-1_crop-3.swc,pyramidal,1.0,no,0,
neuromorpho__AA0717.swc,pyramidal,1.0,no,0,
neuromorpho__homo-6.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop-4.swc,pyramidal,1.0,no,0,
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-1_crop-6.swc,pyramidal,1.0,no,0,
neuromorpho__dysk-19.swc,interneuron,1.0,no,0,
neuromorpho__S2_22.swc,pyramidal,1.0,no,0,
neuromorpho__AA0893.swc,pyramidal,1.0,no,0,
neuromorpho__L5FS4.swc,interneuron,1.0,no,0,
neuromorpho__12D2neuron3.swc,pyramidal,1.0,no,0,
neuromorpho__HFF5_231018c5_neurobiotin.swc,interneuron,1.0,no,0,
neuromorpho__32315V1-4Slice8Cell1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__S2_7.swc,pyramidal,1.0,no,0,
neuromorpho__2c_1.swc,pyramidal,1.0,no,0,
neuromorpho__20190506_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__AA0713.swc,pyramidal,1.0,no,0,
neuromorpho__31991_cell9.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__23-04-18C-10-cell-1.swc,interneuron,1.0,no,0,
neuromorpho__EXP-5_67-Scr-1011.swc,interneuron,1.0,no,0,
neuromorpho__I03541.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__WT4-n5-1_final.swc,pyramidal,1.0,no,0,
neuromorpho__1083-3-Sec-5-BSL3.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__6N1-5072019_TileScan-3_Merged_wt6a.swc,interneuron,1.0,no,0,
neuromorpho__8N3-8162019-b-fcfc6a.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Fresh-6_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__group2_cell19.swc,pyramidal,1.0,no,0,
neuromorpho__AA0530.swc,pyramidal,1.0,no,0,
neuromorpho__CA3_slide2_neuron4.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__cell-12_9.swc,interneuron,1.0,no,0,
neuromorpho__Oct9-IR3-4fo.swc,pyramidal,1.0,no,0,
neuromorpho__72513V1-4Slice2Cell1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__17302_00099-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__30_12.swc,pyramidal,1.0,no,0,
neuromorpho__21_22.swc,pyramidal,1.0,no,0,
neuromorpho__M2KO_22.swc,pyramidal,1.0,no,0,
neuromorpho__group2_cell11.swc,pyramidal,1.0,no,0,
neuromorpho__M1_23.swc,pyramidal,1.0,no,0,
neuromorpho__1075-2-Sec6-LTL4.swc,pyramidal,1.0,no,0,
neuromorpho__c3271015.swc,interneuron,1.0,no,0,
neuromorpho__Kole_MPG05042019_3_StreptavidinA488_63x.swc,interneuron,1.0,no,0,
neuromorpho__Anstoetz_PV-IN12.swc,interneuron,1.0,no,0,
neuromorpho__Feb23-IR1-1C.swc,pyramidal,1.0,no,0,
neuromorpho__Neuron-3_2_2.swc,pyramidal,1.0,no,0,
neuromorpho__mPFC_w2_L5_05.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__WT_8.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__WT_6.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__10N23DAT8-50717GFPwta_wt61.swc,interneuron,1.0,no,0,
neuromorpho__P111012-03-AAC.swc,interneuron,1.0,no,0,
neuromorpho__C_RFP_0011_final.swc,pyramidal,1.0,no,0,
neuromorpho__CONTROL-6-N1.swc,interneuron,1.0,no,0,
neuromorpho__B3_slide2_11.swc,pyramidal,1.0,no,0,
neuromorpho__AA0854.swc,pyramidal,1.0,no,0,
neuromorpho__N002.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__mPFC_w1_L5_04.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__N069.swc,pyramidal,1.0,no,0,
neuromorpho__10_Jul30-IR2-2a-40x-low.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__V1KO_23.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-6-N4.swc,interneuron,1.0,no,0,
neuromorpho__WT-set2-003.swc,pyramidal,1.0,no,0,
neuromorpho__P111019-03-AAC.swc,interneuron,1.0,no,0,
neuromorpho__CA3_slide2_neuron5.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__N005.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Sholl-Exp-3005-5.swc,pyramidal,1.0,no,0,
neuromorpho__37112_slide2_cell2.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__1085-3-Sec4-LTL4.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__22_19.swc,pyramidal,1.0,no,0,
neuromorpho__AA0899.swc,pyramidal,1.0,no,0,
neuromorpho__B4_slide2_7.swc,pyramidal,1.0,no,0,
neuromorpho__20181112_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2009-4.swc,pyramidal,1.0,no,0,
neuromorpho__LES6-WT-1193-neuron-1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__020414-pos-div13-cs3.swc,interneuron,1.0,no,0,
neuromorpho__c2578_LMcone.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2004-9.swc,pyramidal,1.0,no,0,
neuromorpho__Hcell7.swc,interneuron,1.0,no,0,
neuromorpho__72513V1-5Slice2Cell1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__17302_00062-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__WT-set1-010.swc,pyramidal,1.0,no,0,
neuromorpho__CONTROL-1-N2.swc,interneuron,1.0,no,0,
neuromorpho__N099.swc,pyramidal,1.0,no,0,
neuromorpho__AA0525.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-2-N6.swc,interneuron,1.0,no,0,
neuromorpho__WT-set3-008.swc,pyramidal,1.0,no,0,
neuromorpho__M1_43.swc,pyramidal,1.0,no,0,
neuromorpho__101C_1_l_Ngr2KO_2.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__c1412.swc,interneuron,1.0,no,0,
neuromorpho__0905060002.swc,interneuron,1.0,no,0,
neuromorpho__Mouse-CA2-Mc-Pyramidal-Cell-1.swc,pyramidal,1.0,no,0,
neuromorpho__AA0705.swc,pyramidal,1.0,no,0,
neuromorpho__180608_morpho4_d4_hippo_D4-Hippo-Fresh-4_crop-4.swc,pyramidal,1.0,no,0,
neuromorpho__8N6-8162019-b-fcfc1a.swc,interneuron,1.0,no,0,
neuromorpho__M2_19.swc,pyramidal,1.0,no,0,
neuromorpho__mPFC_w2_L3_02.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Sholl-Exp-3006-3.swc,pyramidal,1.0,no,0,
neuromorpho__12N5-8162019-b_tile3-fcfc5a.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2003_crop-3.swc,pyramidal,1.0,no,0,
neuromorpho__A4-N5-2_final.swc,pyramidal,1.0,no,0,
neuromorpho__g0701P1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Delayed15_2161_biocytin.swc,interneuron,1.0,no,0,
neuromorpho__207B-1-L3.swc,pyramidal,1.0,no,0,
neuromorpho__17545_00146-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0565.swc,pyramidal,1.0,no,0,
neuromorpho__AA0647.swc,pyramidal,1.0,no,0,
