file,cell_type_gt,held_out_F1,in_bottom,n_categories,categories
neuromorpho__18869_5692_x6534_y3440-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Cell73.swc,interneuron,1.0,no,0,
neuromorpho__AA0350.swc,pyramidal,1.0,no,0,
neuromorpho__20190712_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__20190610_sample_3.swc,interneuron,1.0,no,0,
neuromorpho__EXP-5_67-188-1001.swc,interneuron,1.0,no,0,
neuromorpho__AA0523.swc,pyramidal,1.0,no,0,
neuromorpho__Mouse_CA2_Mc_Cell_11.swc,pyramidal,1.0,no,0,
neuromorpho__2020-03-11_10-14-10PV-MORF3MJ01-4V5-647PV488-30x02Ctx01.swc,interneuron,1.0,no,0,
neuromorpho__Anstoetz_Toolbox-IN6.swc,interneuron,1.0,no,0,
neuromorpho__20190218_sample_3.swc,interneuron,1.0,no,0,
neuromorpho__20190204_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__Mouse_CA2_Mb_Cell_9.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0921.swc,pyramidal,1.0,no,0,
neuromorpho__S2999_RS-x1-25.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop.swc,pyramidal,1.0,no,0,
neuromorpho__20181121_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__Cell61.swc,interneuron,1.0,no,0,
neuromorpho__Cell37.swc,interneuron,1.0,no,0,
neuromorpho__AA0750.swc,pyramidal,1.0,no,0,
neuromorpho__20190128_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__150312_pair1sac.swc,interneuron,1.0,no,0,
neuromorpho__AA0339.swc,pyramidal,1.0,no,0,
neuromorpho__Mouse_CA2_Ma_Cell_5.swc,pyramidal,1.0,no,0,
neuromorpho__AA0519.swc,pyramidal,1.0,no,0,
neuromorpho__Jul26IR4c-40x-MM.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Stroke-Feb23-IR-3h-40x-low-res_zcorrections.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Anstoetz_PV-IN11.swc,interneuron,1.0,no,0,
neuromorpho__20180822_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__20190513_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__retina6_petal2_n2.swc,interneuron,1.0,no,0,
neuromorpho__Oct28IR1b-40x-NL.swc,pyramidal,1.0,no,0,
hpf_ca1__202427_096_edited.swc,pyramidal,1.0,no,0,
neuromorpho__AA0366.swc,pyramidal,1.0,no,0,
neuromorpho__AA0349.swc,pyramidal,1.0,no,0,
neuromorpho__20180711_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__20180711_sample_3.swc,interneuron,1.0,no,0,
neuromorpho__20180404_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__Chat-IRES-Cre-neo_Ai14-316042-05-01-01_605541518_m.swc,interneuron,1.0,no,0,
neuromorpho__retina7_petal2_n2.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2002_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__C-02-04-14-F-16-04-14-CS1.swc,interneuron,1.0,no,0,
neuromorpho__retina7_petal3_n9.swc,interneuron,1.0,no,0,
neuromorpho__Cell15.swc,interneuron,1.0,no,0,
neuromorpho__38b.swc,pyramidal,1.0,no,0,
neuromorpho__retina1_petal1_n4.swc,interneuron,1.0,no,0,
neuromorpho__AA0578.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-3-1.swc,pyramidal,1.0,no,0,
neuromorpho__IF3_040400.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__Cell71.swc,interneuron,1.0,no,0,
neuromorpho__AA0331.swc,pyramidal,1.0,no,0,
neuromorpho__AA0473.swc,pyramidal,1.0,no,0,
neuromorpho__cM2p_06.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0806.swc,pyramidal,1.0,no,0,
neuromorpho__dysk-12.swc,interneuron,1.0,no,0,
neuromorpho__retina6_petal2_n3.swc,interneuron,1.0,no,0,
neuromorpho__4_J3.swc,interneuron,1.0,no,0,
neuromorpho__12N5-8162019-b-fcfc21.swc,interneuron,1.0,no,0,
neuromorpho__12N5-8162019-b-fcfc1.swc,interneuron,1.0,no,0,
neuromorpho__20180621_sample_7.swc,interneuron,1.0,no,0,
neuromorpho__A151125-4_VIP_IN.swc,interneuron,1.0,no,0,
neuromorpho__020726-3-NPY.swc,interneuron,1.0,no,0,
neuromorpho__14Feb2019-exp-5_53-rpt-188-1006.swc,interneuron,1.0,no,0,
neuromorpho__18869_6732_x9649_y3919-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__cM2p_11.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__170602_sac2_updated170801.swc,interneuron,1.0,no,0,
allen__H17.06.013.12.03.01_643572206.swc,interneuron,1.0,no,0,
neuromorpho__AA0337.swc,pyramidal,1.0,no,0,
neuromorpho__20190408_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__19-02-19B-01-cell2.swc,interneuron,1.0,no,0,
neuromorpho__Delayed8_241018c6_neurobiotin.swc,interneuron,1.0,no,0,
neuromorpho__20180820_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2001-5.swc,pyramidal,1.0,no,0,
neuromorpho__12N5-8162019-b-wt1a.swc,interneuron,1.0,no,0,
neuromorpho__20190128_sample_12.swc,interneuron,1.0,no,0,
neuromorpho__17_30.swc,pyramidal,1.0,no,0,
neuromorpho__22--OTC-300-pM-CRF-9-weeks-20x.swc,pyramidal,1.0,no,0,
neuromorpho__AA0348.swc,pyramidal,1.0,no,0,
neuromorpho__Delayed17_2089_biocytin.swc,interneuron,1.0,no,0,
neuromorpho__20180920_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__20180820_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__AA0661.swc,pyramidal,1.0,no,0,
neuromorpho__EXP-5_67-188-1004.swc,interneuron,1.0,no,0,
neuromorpho__20190211_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__EXP-5_67-188-1010.swc,interneuron,1.0,no,0,
neuromorpho__AA0356.swc,pyramidal,1.0,no,0,
neuromorpho__20190910_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__20180515_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__3057_20140409-x1-25.swc,interneuron,1.0,no,0,
neuromorpho__cell6_wt_traces.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2647_Hippo-1-10_crop-4.swc,pyramidal,1.0,no,0,
neuromorpho__20190508_sample_7.swc,interneuron,1.0,no,0,
neuromorpho__Mouse_CA2_Mc_Cell_12.swc,pyramidal,1.0,no,0,
neuromorpho__AA0314.swc,pyramidal,1.0,no,0,
neuromorpho__AA0345.swc,pyramidal,1.0,no,0,
neuromorpho__HFF1_4125_neurobiotin.swc,interneuron,1.0,no,0,
neuromorpho__EXP-5_67-188-1006.swc,interneuron,1.0,no,0,
neuromorpho__20190122_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__18869_4001_x4383_y7249-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__030915-2_20x.swc,interneuron,1.0,no,0,
neuromorpho__17545_00116-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0743.swc,pyramidal,1.0,no,0,
neuromorpho__exp-5-59-188-1014.swc,interneuron,1.0,no,0,
neuromorpho__10N23DAT8-50717GFPwta_wt4a.swc,interneuron,1.0,no,0,
neuromorpho__Sept12-IR1d-40x-low-MMcorrect-res.swc,pyramidal,1.0,no,0,
neuromorpho__AA0327.swc,pyramidal,1.0,no,0,
neuromorpho__AA0823.swc,pyramidal,1.0,no,0,
neuromorpho__051217_cell3_L23.swc,interneuron,1.0,no,0,
neuromorpho__T44a.swc,interneuron,1.0,no,0,
neuromorpho__20180829_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__20190214_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__20190408_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__061218Ac1_dendrites.swc,interneuron,1.0,no,0,
neuromorpho__18869_4520_x23555_y8194-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__6-Som-3d-trace-A.swc,interneuron,1.0,no,0,
neuromorpho__150811_pair2sac.swc,interneuron,1.0,no,0,
neuromorpho__gaoCell1.swc,interneuron,1.0,no,0,
neuromorpho__A151218-02_VIP_IN.swc,interneuron,1.0,no,0,
neuromorpho__H17-06-013-12-03-01_681002938_m.swc,interneuron,1.0,no,0,
neuromorpho__12N7-8162019-b-TILE1-wt3a1.swc,interneuron,1.0,no,0,
neuromorpho__20190204_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__N103.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__20_26.swc,pyramidal,1.0,no,0,
neuromorpho__160817_SAC4_006_avgupdated.swc,interneuron,1.0,no,0,
neuromorpho__14Feb2019-exp-5_53-rpt-scr-1002.swc,interneuron,1.0,no,0,
neuromorpho__20190703_sample_13.swc,interneuron,1.0,no,0,
neuromorpho__retina7_petal4_n1.swc,interneuron,1.0,no,0,
neuromorpho__20190201_sample_3.swc,interneuron,1.0,no,0,
neuromorpho__AA0336.swc,pyramidal,1.0,no,0,
neuromorpho__18463_00051-semi_f.swc,interneuron,1.0,no,0,
neuromorpho__20190506_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__ms92_slice6_cell4.swc,pyramidal,1.0,no,0,
neuromorpho__020414-pos-div14-cs3.swc,interneuron,1.0,no,0,
neuromorpho__N101.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__17545_00029-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__12N7-8162019-b_fcfc2a.swc,interneuron,1.0,no,0,
neuromorpho__17302_00047-semi_f.swc,interneuron,1.0,no,0,
neuromorpho__I101119PYR.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Anstoetz_PV-IN7.swc,interneuron,1.0,no,0,
neuromorpho__20180822_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__20180720_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__AA0870.swc,pyramidal,1.0,no,0,
neuromorpho__retina5_petal4_n4.swc,interneuron,1.0,no,0,
neuromorpho__908s3c3.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__5b_1.swc,pyramidal,1.0,no,0,
neuromorpho__g0699P1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__11A3neuron1.swc,pyramidal,1.0,no,0,
neuromorpho__20190718_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__081017Bc1_OFF-OS-AC.swc,interneuron,1.0,no,0,
neuromorpho__10N23DAT8-50717GFPwta_wt62.swc,interneuron,1.0,no,0,
neuromorpho__20190628_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__ADP8_241018c5_neurobiotin.swc,interneuron,1.0,no,0,
neuromorpho__AA0732.swc,pyramidal,1.0,no,0,
neuromorpho__g0697P1.swc,pyramidal,1.0,no,0,
neuromorpho__17545_00120-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__141012_Pair1SAC.swc,interneuron,1.0,no,0,
neuromorpho__AA0873.swc,pyramidal,1.0,no,0,
neuromorpho__18868_2601_x23273_y17306-auto_r.swc,interneuron,1.0,no,0,
neuromorpho__170519_SAC10updated.swc,interneuron,1.0,no,0,
neuromorpho__20190408_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__8may2015c1.swc,interneuron,1.0,no,0,
neuromorpho__40_7.swc,pyramidal,1.0,no,0,
neuromorpho__Jul26IR4e-40x-low-MM.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__20190204_sample_9.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2005_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__20180911_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__exp-5-59-188-1015.swc,interneuron,1.0,no,0,
neuromorpho__AA0352.swc,pyramidal,1.0,no,0,
neuromorpho__2020-03-05_10-54-18SST-MORF3Mb02-1V5-647-30x03-1_05.swc,interneuron,1.0,no,0,
neuromorpho__c2973.swc,interneuron,1.0,no,0,
neuromorpho__AA0792.swc,pyramidal,1.0,no,0,
neuromorpho__cM2p_12.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__150206_1.swc,interneuron,1.0,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|TRUNCATED_APICAL
neuromorpho__N076.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__20190708_sample_12.swc,interneuron,1.0,no,0,
neuromorpho__20190131_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__20190503_sample_3.swc,interneuron,1.0,no,0,
neuromorpho__N063.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0605.swc,pyramidal,1.0,no,0,
neuromorpho__25_16.swc,pyramidal,1.0,no,0,
neuromorpho__AA0307.swc,pyramidal,1.0,no,0,
neuromorpho__AA0601.swc,pyramidal,1.0,no,0,
neuromorpho__18868_2924_x10668_y9719-auto_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0581.swc,pyramidal,1.0,no,0,
neuromorpho__AA0414.swc,pyramidal,1.0,no,0,
neuromorpho__20190730_sample_9.swc,interneuron,1.0,no,0,
neuromorpho__20190128_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__20180510_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__AA0776.swc,pyramidal,1.0,no,0,
neuromorpho__T91_40X_NeuronB_Tile_Trace_MK.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__Hcell11-set-2.swc,interneuron,1.0,no,0,
neuromorpho__Hcell16-set-2.swc,interneuron,1.0,no,0,
neuromorpho__Anstoetz_OML_IN2.swc,interneuron,1.0,no,0,
neuromorpho__20190729_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__071217_cell3_L1.swc,interneuron,1.0,no,0,
neuromorpho__17545_00052-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0371.swc,pyramidal,1.0,no,0,
neuromorpho__group2_cell6.swc,pyramidal,1.0,no,0,
neuromorpho__17543_3308_x10077_y3766-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__161027_SAC5.swc,interneuron,1.0,no,0,
neuromorpho__N011.swc,pyramidal,1.0,no,0,
neuromorpho__072903a.swc,interneuron,1.0,no,0,
neuromorpho__051217_cell6_L1.swc,interneuron,1.0,no,0,
neuromorpho__exp-5-59-Scr-1013.swc,interneuron,1.0,no,0,
neuromorpho__20190704_sample_12.swc,interneuron,1.0,no,0,
neuromorpho__20180829_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__N052.swc,pyramidal,1.0,no,0,
neuromorpho__C-15-10-14-DIV15-CS2-Cell1.swc,interneuron,1.0,no,0,
neuromorpho__Cell51.swc,interneuron,1.0,no,0,
neuromorpho__20190924_sample_7.swc,interneuron,1.0,no,0,
neuromorpho__M1KO_28.swc,pyramidal,1.0,no,0,
neuromorpho__TileScan-5_Merged_12N7-8162019_fcfc1a.swc,interneuron,1.0,no,0,
neuromorpho__20180725_sample_9.swc,interneuron,1.0,no,0,
neuromorpho__8--OTC-100-pM-NPY-9-weeks.swc,pyramidal,1.0,no,0,
neuromorpho__N084.swc,pyramidal,1.0,no,0,
neuromorpho__AA0384.swc,pyramidal,1.0,no,0,
neuromorpho__20190628_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__AA0584.swc,pyramidal,1.0,no,0,
neuromorpho__AA0781.swc,pyramidal,1.0,no,0,
neuromorpho__18455_00036-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__17545_00030-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0678.swc,pyramidal,1.0,no,0,
neuromorpho__crop0_2_seg_split_23_1-3.swc,pyramidal,1.0,no,0,
neuromorpho__051217_cell1_L1.swc,interneuron,1.0,no,0,
neuromorpho__AA0659.swc,pyramidal,1.0,no,0,
neuromorpho__Anstoetz_Toolbox-IN4.swc,interneuron,1.0,no,0,
neuromorpho__park-4.swc,interneuron,1.0,no,0,
neuromorpho__20190724_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__20190703_sample_12.swc,interneuron,1.0,no,0,
neuromorpho__Kole_MDKL04022019_2_63x.swc,interneuron,1.0,no,0,
neuromorpho__30_13.swc,pyramidal,1.0,no,0,
allen__Htr3a-Cre_NO152_Ai14-286731.04.02.01_561553133.swc,interneuron,1.0,no,0,
neuromorpho__19-02-19B-02-cell1.swc,interneuron,1.0,no,0,
neuromorpho__20190712_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__150427_pair1sac.swc,interneuron,1.0,no,0,
neuromorpho__25-02-15-C2.swc,interneuron,1.0,no,0,
neuromorpho__AA0751.swc,pyramidal,1.0,no,0,
neuromorpho__37_9.swc,pyramidal,1.0,no,0,
neuromorpho__M720Ecel1.swc,interneuron,1.0,no,0,
neuromorpho__18455_00030-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0685.swc,pyramidal,1.0,no,0,
neuromorpho__10506c3.swc,pyramidal,1.0,no,0,
neuromorpho__082203a.swc,interneuron,1.0,no,0,
neuromorpho__13911c6.swc,interneuron,1.0,no,0,
neuromorpho__20190605_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__160826_FusedSAC3_avgupdated.swc,interneuron,1.0,no,0,
neuromorpho__12N7-8162019-b-wt1a.swc,interneuron,1.0,no,0,
neuromorpho__AA0372.swc,pyramidal,1.0,no,0,
neuromorpho__M1_26.swc,pyramidal,1.0,no,0,
neuromorpho__AA0490.swc,pyramidal,1.0,no,0,
neuromorpho__N007.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0919.swc,pyramidal,1.0,no,0,
neuromorpho__10N23DAT8-50717GFPwta_fcfc3a.swc,interneuron,1.0,no,0,
neuromorpho__4_J2a.swc,interneuron,1.0,no,0,
neuromorpho__cell-pair-20111014sc2b.swc,interneuron,1.0,no,0,
neuromorpho__M1_5.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00074-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Mouse_CA2_Ma_Cell_1.swc,pyramidal,1.0,no,0,
neuromorpho__160826_Fused_SAC2_avgupdated.swc,interneuron,1.0,no,0,
neuromorpho__4_J2b.swc,interneuron,1.0,no,0,
neuromorpho__18454_00016-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__1028ir2x-40x-NL.swc,pyramidal,1.0,no,0,
neuromorpho__AA0906.swc,pyramidal,1.0,no,0,
neuromorpho__KW20180712_Pair7_pre.swc,pyramidal,1.0,no,0,
neuromorpho__retina5_petal4_n2.swc,interneuron,1.0,no,0,
neuromorpho__20190703_sample_2.swc,interneuron,1.0,no,0,
neuromorpho__18869_5317_x6063_y4638-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Hcell5.swc,interneuron,1.0,no,0,
neuromorpho__3d_1.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00032-semi_f.swc,interneuron,1.0,no,0,
neuromorpho__Mouse_CA2_Mc_Cell_8.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__10N4-8162019-b_wt5a.swc,interneuron,1.0,no,0,
neuromorpho__20180918_sample_1.swc,interneuron,1.0,no,0,
neuromorpho__Kole_MPG05042019_7_StreptavidinA488_63x.swc,interneuron,1.0,no,0,
neuromorpho__AA0354.swc,pyramidal,1.0,no,0,
neuromorpho__AA0363.swc,pyramidal,1.0,no,0,
neuromorpho__10N1-8162019-fcfc4a.swc,interneuron,1.0,no,0,
neuromorpho__1086-2-Sec4-BSL1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2012_crop-3.swc,pyramidal,1.0,no,0,
neuromorpho__17545_00143-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Hcell2.swc,interneuron,1.0,no,0,
neuromorpho__1128-3-Sec1-BSL1.swc,pyramidal,1.0,no,0,
neuromorpho__17302_00050-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__AA0637.swc,pyramidal,1.0,no,0,
neuromorpho__13_43.swc,pyramidal,1.0,no,0,
neuromorpho__N107.swc,pyramidal,1.0,no,0,
neuromorpho__AA0359.swc,pyramidal,1.0,no,0,
neuromorpho__dysk-13.swc,interneuron,1.0,no,0,
neuromorpho__group1_cell11.swc,pyramidal,1.0,no,0,
neuromorpho__17545_00059-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__18454_00015-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__101803a.swc,interneuron,1.0,no,0,
neuromorpho__11b.swc,pyramidal,1.0,no,0,
neuromorpho__340_1b.swc,interneuron,1.0,no,0,
neuromorpho__AA0658.swc,pyramidal,1.0,no,0,
neuromorpho__AA0953.swc,pyramidal,1.0,no,0,
hpf_ca1__202413_096_edited.swc,pyramidal,1.0,no,0,
neuromorpho__N079.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__g0704P1.swc,pyramidal,1.0,no,0,
neuromorpho__AA0958.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-2-2.swc,pyramidal,1.0,no,0,
neuromorpho__20190731_sample_5.swc,interneuron,1.0,no,0,
neuromorpho__Mouse_CA2_Mb_Cell.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__C-02-04-14-F-14-04-14-cs4-cell1.swc,interneuron,1.0,no,0,
neuromorpho__25-11-14-A-A6.swc,interneuron,1.0,no,0,
neuromorpho__8N6-8162019-b-fcfc6a.swc,interneuron,1.0,no,0,
neuromorpho__20190718_sample_8.swc,interneuron,1.0,no,0,
neuromorpho__17545_00064-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Nov6IR1d.swc,pyramidal,1.0,no,0,
neuromorpho__20190509_sample_2.swc,interneuron,1.0,no,3,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED
neuromorpho__AA0727.swc,pyramidal,1.0,no,0,
neuromorpho__20190710_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__16_34.swc,pyramidal,1.0,no,0,
neuromorpho__Nov2IR1slice1fo-tgv.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__T72_60X_NeuronC_Tile_Trace_RK.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__20190221_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__STRESS-3-N6.swc,interneuron,1.0,no,0,
neuromorpho__18454_00017-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__AA0711.swc,pyramidal,1.0,no,0,
neuromorpho__20190614_sample_8.swc,interneuron,1.0,no,0,
neuromorpho__10N1-8162019-fcfc2a.swc,interneuron,1.0,no,0,
neuromorpho__12N7-8162019-b_fcfc3a.swc,interneuron,1.0,no,0,
neuromorpho__Tile1-2_12N5-8162019-b-tile2fcfc2-2a.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2003-18.swc,pyramidal,1.0,no,0,
neuromorpho__13B1neuron2.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2015_crop-3.swc,pyramidal,1.0,no,0,
neuromorpho__12N5-8162019-b-wt10a.swc,interneuron,1.0,no,0,
neuromorpho__Cell54.swc,interneuron,1.0,no,0,
neuromorpho__12B3neuron1Layers.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2009-6.swc,pyramidal,1.0,no,0,
neuromorpho__AA0756.swc,pyramidal,1.0,no,0,
neuromorpho__18462_00043-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-Sholl-2-D7-Tau-LA-Map2006_crop.swc,pyramidal,1.0,no,0,
neuromorpho__mPFC_w2_L5_01.swc,pyramidal,1.0,no,0,
neuromorpho__17545_00147-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2014_crop-3.swc,pyramidal,1.0,no,0,
neuromorpho__c8039.swc,interneuron,1.0,no,0,
neuromorpho__020515-2-NPY.swc,interneuron,1.0,no,0,
neuromorpho__a151124-2_VIP_IN.swc,interneuron,1.0,no,0,
neuromorpho__24_17.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2-10.swc,pyramidal,1.0,no,0,
neuromorpho__20181009_sample_7.swc,interneuron,1.0,no,0,
neuromorpho__Kole_MDKL07022019_3_streptavidinA488_63x.swc,interneuron,1.0,no,0,
neuromorpho__S2_19.swc,pyramidal,1.0,no,0,
neuromorpho__10N4-8162019-b_fcfc3a.swc,interneuron,1.0,no,0,
neuromorpho__M1_29.swc,pyramidal,1.0,no,0,
neuromorpho__M1KO_25.swc,pyramidal,1.0,no,0,
neuromorpho__12N5-8162019-b-wt7a.swc,interneuron,1.0,no,0,
neuromorpho__n23fts.swc,pyramidal,1.0,no,0,
neuromorpho__161014_SAC1_avgupdated.swc,interneuron,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-4-2_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-5.swc,pyramidal,1.0,no,0,
neuromorpho__AA0453.swc,pyramidal,1.0,no,0,
neuromorpho__T77_NeuronC_40X_Tile_Trace_RK.swc,pyramidal,1.0,no,0,
neuromorpho__20190708_sample_6.swc,interneuron,1.0,no,0,
neuromorpho__CONTROL-6-N3_1.swc,interneuron,1.0,no,0,
neuromorpho__N104.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__cell-pair-20111014sc2a.swc,interneuron,1.0,no,0,
neuromorpho__mPFC_w1_L5_01.swc,pyramidal,1.0,no,0,
neuromorpho__070618Bc2_dendrites.swc,interneuron,1.0,no,0,
neuromorpho__18455_00026-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__exp-5-59-188-1012.swc,interneuron,1.0,no,0,
neuromorpho__4c.swc,pyramidal,1.0,no,0,
neuromorpho__AA0850.swc,pyramidal,1.0,no,0,
neuromorpho__AA0753.swc,pyramidal,1.0,no,0,
neuromorpho__AA0875.swc,pyramidal,1.0,no,0,
neuromorpho__18455_00106-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__Fig3B344co2_NL_50mu.swc,interneuron,1.0,no,0,
neuromorpho__17545_00067-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__M1_34.swc,pyramidal,1.0,no,0,
neuromorpho__18867_7584_x10560_y5816-auto_r.swc,interneuron,1.0,no,0,
neuromorpho__20181004_sample_8.swc,interneuron,1.0,no,0,
neuromorpho__10N1-8162019-wt4a.swc,interneuron,1.0,no,0,
neuromorpho__SDGA1_slide2_neuron4.swc,pyramidal,1.0,no,0,
neuromorpho__20190508_sample_4.swc,interneuron,1.0,no,0,
neuromorpho__18454_00020-semi_r.swc,interneuron,1.0,no,0,
neuromorpho__M1_16.swc,pyramidal,1.0,no,0,
neuromorpho__11C2neuron3.swc,pyramidal,1.0,no,0,
neuromorpho__180702_morpho-6_hippo_tau488_trfp_map2648_Hippo-3-5_crop-2.swc,pyramidal,1.0,no,0,
neuromorpho__WT_7.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__CONTROL-1-N3.swc,interneuron,1.0,no,0,
