family,scope,experiment,target,target_recall_setting,model,feature_set,precision,recall,flagged_total,actually_bad_flagged_tp,false_flags_fp,missed_bad_fn,bad_total_in_test,accuracy,kept_f1_p10,saved_bundle,source
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.7,hgb,full,0.3076923076923077,0.5714285714285714,13,4,9,3,7,0.9090909090909092,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.7,two_stage,max_validation_percentile,1.0,0.5714285714285714,4,4,0,3,7,0.9772727272727272,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.7,two_stage,max_validation_percentile,0.75,0.4285714285714285,4,3,1,4,7,0.9621212121212122,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_cell_f060,cell_f060,0.8,extra_trees,full,0.5,0.4285714285714285,6,3,3,4,7,0.946969696969697,1.0,paper/models/flag_improvement_sweep_seed123_branch3_v12ens/interneuron_xmodel_cell_f060_r080.joblib,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_cell_f060,cell_f060,0.8,extra_trees,no_lab,0.5,0.4285714285714285,6,3,3,4,7,0.946969696969697,1.0,paper/models/flag_improvement_sweep_seed123_branch3_v12ens/interneuron_xmodel_sanity_cell_f060_r080.joblib,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,axon_f050,0.8,extra_trees,full,0.5714285714285714,0.5714285714285714,7,4,3,3,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,axon_f050,0.8,extra_trees,full,0.5,0.2857142857142857,4,2,2,5,7,0.946969696969697,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.8,gb,no_lab,0.25,0.7142857142857143,20,5,15,2,7,0.8712121212121212,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.8,gb,numeric_only,0.25,0.7142857142857143,20,5,15,2,7,0.8712121212121212,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.8,two_stage,max_validation_percentile,0.5714285714285714,0.5714285714285714,7,4,3,3,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.8,two_stage,max_validation_percentile,0.6,0.4285714285714285,5,3,2,4,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_cell_f060,cell_f060,0.9,extra_trees,full,0.5714285714285714,0.5714285714285714,7,4,3,3,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_cell_f060,cell_f060,0.9,extra_trees,no_lab,0.5,0.4285714285714285,6,3,3,4,7,0.946969696969697,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,axon_f050,0.9,rf,full,0.6,0.8571428571428571,10,6,4,1,7,0.9621212121212122,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,axon_f050,0.9,rf,full,0.6,0.8571428571428571,10,6,4,1,7,0.9621212121212122,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.9,gb,full,0.2083333333333333,0.7142857142857143,24,5,19,2,7,0.8409090909090909,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.9,gb,full,0.2083333333333333,0.7142857142857143,24,5,19,2,7,0.8409090909090909,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.9,two_stage,max_validation_percentile,0.5714285714285714,0.5714285714285714,7,4,3,3,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.9,two_stage,max_validation_percentile,0.6,0.4285714285714285,5,3,2,4,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_cell_f060,cell_f060,0.95,extra_trees,full,0.5714285714285714,0.5714285714285714,7,4,3,3,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_cell_f060,cell_f060,0.95,extra_trees,no_lab,0.5,0.4285714285714285,6,3,3,4,7,0.946969696969697,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,axon_f050,0.95,rf,full,0.6,0.8571428571428571,10,6,4,1,7,0.9621212121212122,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,axon_f050,0.95,rf,full,0.6,0.8571428571428571,10,6,4,1,7,0.9621212121212122,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.95,gb,full,0.2083333333333333,0.7142857142857143,24,5,19,2,7,0.8409090909090909,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,single_failure_head_ranked_against_cell_f060,basal_f060,0.95,gb,full,0.2083333333333333,0.7142857142857143,24,5,19,2,7,0.8409090909090909,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.95,two_stage,max_validation_percentile,0.5714285714285714,0.5714285714285714,7,4,3,3,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,interneuron,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060,0.95,two_stage,max_validation_percentile,0.6,0.4285714285714285,5,3,2,4,7,0.9545454545454546,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.5,gb,full,1.0,0.2285714285714285,8,8,0,27,35,0.9226361031518624,0.634,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.5,gb,no_lab,0.9,0.2571428571428571,10,9,1,26,35,0.9226361031518624,0.64702,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.5,hgb,full,0.875,0.4,16,14,2,21,35,0.9340974212034384,0.65798,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.5,hgb,full,0.875,0.4,16,14,2,21,35,0.9340974212034384,0.65798,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.5,hgb,full,0.4545454545454545,0.4285714285714285,33,15,18,20,35,0.8911174785100286,0.7588,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.5,hgb,full,0.4666666666666667,0.4,30,14,16,21,35,0.8939828080229226,0.73788,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.5,gb,full,0.7916666666666666,0.5428571428571428,24,19,5,16,35,0.9398280802292264,0.7439,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.5,gb,full,0.7916666666666666,0.5428571428571428,24,19,5,16,35,0.9398280802292264,0.7439,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.5,two_stage,max_validation_percentile,0.8421052631578947,0.4571428571428571,19,16,3,19,35,0.9369627507163324,0.7316699999999999,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.5,two_stage,max_validation_percentile,0.8421052631578947,0.4571428571428571,19,16,3,19,35,0.9369627507163324,0.7316699999999999,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.7,gb,numeric_only,0.7241379310344828,0.6,29,21,8,14,35,0.9369627507163324,0.8029800000000001,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.7,hgb,full,0.7837837837837838,0.8285714285714286,37,29,8,6,35,0.9598853868194842,0.95382,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.7,hgb,full,0.5454545454545454,0.6857142857142857,44,24,20,11,35,0.9111747851002864,0.88768,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.7,hgb,full,0.5454545454545454,0.6857142857142857,44,24,20,11,35,0.9111747851002864,0.88768,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.7,rf,no_lab,0.3382352941176471,0.6571428571428571,68,23,45,12,35,0.836676217765043,0.9976,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.7,rf,numeric_only,0.3285714285714285,0.6571428571428571,70,23,47,12,35,0.830945558739255,0.99676,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.7,rf,full,0.5625,0.7714285714285715,48,27,21,8,35,0.9169054441260746,0.9085,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.7,rf,no_lab,0.52,0.7428571428571429,50,26,24,9,35,0.9054441260744984,0.94082,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.7,two_stage,max_validation_percentile,0.7931034482758621,0.6571428571428571,29,23,6,12,35,0.9484240687679084,0.87246,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.7,two_stage,max_validation_percentile,0.7931034482758621,0.6571428571428571,29,23,6,12,35,0.9484240687679084,0.87246,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.8,hgb,full,0.7894736842105263,0.8571428571428571,38,30,8,5,35,0.9627507163323782,0.9738,paper/models/flag_improvement_sweep_seed123_branch3_v12ens/pyramidal_xmodel_cell_f060_r080.joblib,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.8,hgb,full,0.7894736842105263,0.8571428571428571,38,30,8,5,35,0.9627507163323782,0.9738,paper/models/flag_improvement_sweep_seed123_branch3_v12ens/pyramidal_xmodel_sanity_cell_f060_r080.joblib,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.8,hgb,no_lab,0.421875,0.7714285714285715,64,27,37,8,35,0.8710601719197708,0.98278,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.8,hgb,no_lab,0.421875,0.7714285714285715,64,27,37,8,35,0.8710601719197708,0.98278,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.8,rf,full,0.2926829268292683,0.6857142857142857,82,24,58,11,35,0.8022922636103151,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.8,rf,numeric_only,0.3333333333333333,0.7428571428571429,78,26,52,9,35,0.8252148997134671,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.8,extra_trees,full,0.4918032786885246,0.8571428571428571,61,30,31,5,35,0.8968481375358166,0.9887,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.8,extra_trees,no_lab,0.4677419354838709,0.8285714285714286,62,29,33,6,35,0.8882521489971347,0.9886,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.8,two_stage,max_validation_percentile,0.7741935483870968,0.6857142857142857,31,24,7,11,35,0.9484240687679084,0.9001600000000001,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.8,two_stage,max_validation_percentile,0.7741935483870968,0.6857142857142857,31,24,7,11,35,0.9484240687679084,0.9001600000000001,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.9,hgb,full,0.7209302325581395,0.8857142857142857,43,31,12,4,35,0.9541547277936964,0.97995,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.9,hgb,full,0.7209302325581395,0.8857142857142857,43,31,12,4,35,0.9541547277936964,0.97995,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.9,gb,full,0.3604651162790697,0.8857142857142857,86,31,55,4,35,0.830945558739255,0.99362,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.9,gb,full,0.3563218390804598,0.8857142857142857,87,31,56,4,35,0.828080229226361,0.99351,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.9,rf,no_lab,0.2325581395348837,0.8571428571428571,129,30,99,5,35,0.7020057306590258,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.9,rf,full,0.2108843537414966,0.8857142857142857,147,31,116,4,35,0.6561604584527221,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.9,extra_trees,numeric_only,0.369047619047619,0.8857142857142857,84,31,53,4,35,0.836676217765043,0.99384,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.9,extra_trees,numeric_only,0.3902439024390244,0.9142857142857144,82,32,50,3,35,0.8481375358166189,0.99612,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.9,two_stage,max_validation_percentile,0.5882352941176471,0.8571428571428571,51,30,21,5,35,0.9255014326647564,0.99149,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.9,two_stage,max_validation_percentile,0.5882352941176471,0.8571428571428571,51,30,21,5,35,0.9255014326647564,0.99149,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.95,hgb,no_lab,0.2275862068965517,0.9428571428571428,145,33,112,2,35,0.673352435530086,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_cell_f060,cell_f060,0.95,hgb,no_lab,0.2101910828025477,0.9428571428571428,157,33,124,2,35,0.6389684813753582,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.95,hgb,no_lab,0.2108843537414966,0.8857142857142857,147,31,116,4,35,0.6561604584527221,0.99198,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,apical_f050,0.95,hgb,no_lab,0.2137931034482758,0.8857142857142857,145,31,114,4,35,0.66189111747851,0.99121,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.95,rf,no_lab,0.2025316455696202,0.9142857142857144,158,32,126,3,35,0.6303724928366762,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,axon_f050,0.95,rf,numeric_only,0.2052980132450331,0.8857142857142857,151,31,120,4,35,0.6446991404011462,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.95,rf,numeric_only,0.3,0.9428571428571428,110,33,77,2,35,0.7736389684813754,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,single_failure_head_ranked_against_cell_f060,basal_f060,0.95,extra_trees,no_lab,0.3837209302325581,0.9428571428571428,86,33,53,2,35,0.8424068767908309,0.99728,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.95,two_stage,max_validation_percentile,0.2024539877300613,0.9428571428571428,163,33,130,2,35,0.6217765042979942,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
4 + multi-v12 disagreement,pyramidal,two_stage_max_failure_heads,cell_f060+axon_f050+basal_f060+apical_f050,0.95,two_stage,max_validation_percentile,0.2024539877300613,0.9428571428571428,163,33,130,2,35,0.6217765042979942,1.0,,paper/results/flag_improvement_sweep_seed123_branch3_v12ens.csv
