file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,branch3_changed_frac,branch3_label_disagree_frac,branch3_conf_abs_delta_mean,branch3_axon_delta_frac,branch3_basal_delta_frac,branch3_apical_delta_frac,branch3_to_apical_frac,branch3_from_apical_frac,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent,xmodel_neurom_rf_s1_axon_frac,xmodel_neurom_rf_s1_basal_frac,xmodel_neurom_rf_s1_apical_frac,xmodel_neurom_rf_s1_class_count,xmodel_neurom_rf_s1_v12_l1_frac_delta,xmodel_neurom_rf_s1_v12_apical_frac_delta,xmodel_neurom_rf_s1_v12_apical_zero_mismatch,xmodel_neurom_rf_s1_v12_axon_zero_mismatch,xmodel_neurom_rf_pyr_axon_frac,xmodel_neurom_rf_pyr_basal_frac,xmodel_neurom_rf_pyr_apical_frac,xmodel_neurom_rf_pyr_class_count,xmodel_neurom_rf_pyr_v12_l1_frac_delta,xmodel_neurom_rf_pyr_v12_apical_frac_delta,xmodel_neurom_rf_pyr_v12_apical_zero_mismatch,xmodel_neurom_rf_pyr_v12_axon_zero_mismatch,xmodel_lmeasure_rf_s1_axon_frac,xmodel_lmeasure_rf_s1_basal_frac,xmodel_lmeasure_rf_s1_apical_frac,xmodel_lmeasure_rf_s1_class_count,xmodel_lmeasure_rf_s1_v12_l1_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_zero_mismatch,xmodel_lmeasure_rf_s1_v12_axon_zero_mismatch,xmodel_lmeasure_rf_pyr_axon_frac,xmodel_lmeasure_rf_pyr_basal_frac,xmodel_lmeasure_rf_pyr_apical_frac,xmodel_lmeasure_rf_pyr_class_count,xmodel_lmeasure_rf_pyr_v12_l1_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_zero_mismatch,xmodel_lmeasure_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_rf_s1_axon_frac,xmodel_sholl_rf_s1_basal_frac,xmodel_sholl_rf_s1_apical_frac,xmodel_sholl_rf_s1_class_count,xmodel_sholl_rf_s1_v12_l1_frac_delta,xmodel_sholl_rf_s1_v12_apical_frac_delta,xmodel_sholl_rf_s1_v12_apical_zero_mismatch,xmodel_sholl_rf_s1_v12_axon_zero_mismatch,xmodel_sholl_rf_pyr_axon_frac,xmodel_sholl_rf_pyr_basal_frac,xmodel_sholl_rf_pyr_apical_frac,xmodel_sholl_rf_pyr_class_count,xmodel_sholl_rf_pyr_v12_l1_frac_delta,xmodel_sholl_rf_pyr_v12_apical_frac_delta,xmodel_sholl_rf_pyr_v12_apical_zero_mismatch,xmodel_sholl_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_mlp_s1_axon_frac,xmodel_sholl_mlp_s1_basal_frac,xmodel_sholl_mlp_s1_apical_frac,xmodel_sholl_mlp_s1_class_count,xmodel_sholl_mlp_s1_v12_l1_frac_delta,xmodel_sholl_mlp_s1_v12_apical_frac_delta,xmodel_sholl_mlp_s1_v12_apical_zero_mismatch,xmodel_sholl_mlp_s1_v12_axon_zero_mismatch,xmodel_sholl_mlp_pyr_axon_frac,xmodel_sholl_mlp_pyr_basal_frac,xmodel_sholl_mlp_pyr_apical_frac,xmodel_sholl_mlp_pyr_class_count,xmodel_sholl_mlp_pyr_v12_l1_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_zero_mismatch,xmodel_sholl_mlp_pyr_v12_axon_zero_mismatch,xmodel_s1_l1_mean,xmodel_s1_l1_max,xmodel_s1_l1_std,xmodel_s1_apical_delta_mean,xmodel_s1_apical_delta_max,xmodel_s1_apical_delta_std,xmodel_s1_apical_present_mean,xmodel_s1_apical_present_max,xmodel_s1_apical_present_std,xmodel_s1_axon_present_mean,xmodel_s1_axon_present_max,xmodel_s1_axon_present_std,xmodel_s1_class_count_mean,xmodel_s1_class_count_max,xmodel_s1_class_count_std,xmodel_s1_apical_present_vote_frac,xmodel_s1_axon_present_vote_frac,xmodel_s1_apical_presence_disagreement,xmodel_s1_axon_presence_disagreement,xmodel_pyr_l1_mean,xmodel_pyr_l1_max,xmodel_pyr_l1_std,xmodel_pyr_apical_delta_mean,xmodel_pyr_apical_delta_max,xmodel_pyr_apical_delta_std,xmodel_pyr_apical_present_mean,xmodel_pyr_apical_present_max,xmodel_pyr_apical_present_std,xmodel_pyr_axon_present_mean,xmodel_pyr_axon_present_max,xmodel_pyr_axon_present_std,xmodel_pyr_class_count_mean,xmodel_pyr_class_count_max,xmodel_pyr_class_count_std,xmodel_pyr_apical_present_vote_frac,xmodel_pyr_axon_present_vote_frac,xmodel_pyr_apical_presence_disagreement,xmodel_pyr_axon_presence_disagreement,xmodel_stage1_pred_is_pyramidal,xmodel_v12_apical_frac,xmodel_v12_axon_frac,xmodel_v12_basal_frac
allen__Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-315067.05.01.01_585805211.swc,11008,interneuron,0.994235,8891,2116,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99974,3.60484e-05,0.999666,0.999666,0.999666,0.999757,0.999757,0.0,0.0,0.0,0.0,0.0,0.999757,0.999757,0.0,0.999666,0.999666,0.0,0.0,0.0,0.0,530,0.999749,0.999666,0.999748,0.0,0.0,46.0,28.6406,87.5876,12.3183,19.7057,355.196,229.021,75.756,3.49946,13.4531,201.206,257.839,0.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.17661488143908421,0.015626419551194693,3.0,0.03125283910238939,0.015626419551194693,1.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.007813209775597348,0.03125283910238939,0.013532876301528435,0.003906604887798673,0.015626419551194693,0.006766438150764215,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.0,0.0,0.8077586990097211,0.19224130099027892
hpf_ca1__201983_017_edited.swc,10101,pyramidal,0.997166,5895,1380,2825,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53552,0.323538,0.3,0.3,0.3,0.3,0.3,0.6535,0.6535,0.6535,0.6535,0.6535,0.307421,0.3,0.989313,0.987703,0.987703,0.0,0.790445,0.3,0.272212,181,0.793293,0.3,0.3,0.276243,0.281768,86.0,8898.04,3383.94,-1850.35,1261.26,5880.62,3659.18,194.05,-14.8562,37.6238,227.11,303.93,502.76,-94.7361,89.8531,452.38,671.06,0.6735643564356436,0.17554455445544553,0.1508910891089109,3.0,0.25762376237623774,0.12881188118811884,0.0,0.0,0.6735643564356436,0.17554455445544553,0.1508910891089109,3.0,0.25762376237623774,0.12881188118811884,0.0,0.0,0.5836633663366336,0.13663366336633664,0.27970297029702973,3.0,0.0,0.0,0.0,0.0,0.5836633663366336,0.13663366336633664,0.27970297029702973,3.0,0.0,0.0,0.0,0.0,0.5836633663366336,0.13663366336633664,0.27970297029702973,3.0,0.0,0.0,0.0,0.0,0.5836633663366336,0.13663366336633664,0.27970297029702973,3.0,0.0,0.0,0.0,0.0,0.5836633663366336,0.13663366336633664,0.27970297029702973,3.0,0.0,0.0,0.0,0.0,0.5836633663366336,0.13663366336633664,0.27970297029702973,3.0,0.0,0.0,0.0,0.0,0.06440594059405944,0.25762376237623774,0.11155436141817379,0.03220297029702971,0.12881188118811884,0.05577718070908689,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.06440594059405944,0.25762376237623774,0.11155436141817379,0.03220297029702971,0.12881188118811884,0.05577718070908689,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.27970297029702973,0.5836633663366336,0.13663366336633664
hpf_ca1__201990_006_edited.swc,66497,pyramidal,0.995467,62695,1699,2102,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346674,0.172718,0.3,0.3,0.3,0.3,0.3,0.931937,0.931937,0.931937,0.931937,0.931937,0.308872,0.3,0.987224,0.987703,0.987703,0.0,0.955742,0.981148,0.0366318,840,0.448274,0.3,0.3,0.783333,0.784524,208.4,9608.41,5523.21,-2751.69,1297.69,6107.56,4557.96,260.44,35.4518,44.2323,165.63,278.02,530.34,-226.577,132.665,286.65,300.23,0.9572906641000962,0.028798724735322426,0.013910611164581328,3.0,0.03540062560153992,0.01770031280076997,0.0,0.0,0.9572906641000962,0.028798724735322426,0.013910611164581328,3.0,0.03540062560153992,0.01770031280076997,0.0,0.0,0.942838666987488,0.02555040904716073,0.0316109239653513,3.0,0.0,0.0,0.0,0.0,0.942838666987488,0.02555040904716073,0.0316109239653513,3.0,0.0,0.0,0.0,0.0,0.942838666987488,0.02555040904716073,0.0316109239653513,3.0,0.0,0.0,0.0,0.0,0.942838666987488,0.02555040904716073,0.0316109239653513,3.0,0.0,0.0,0.0,0.0,0.942838666987488,0.02555040904716073,0.0316109239653513,3.0,0.0,0.0,0.0,0.0,0.942838666987488,0.02555040904716073,0.0316109239653513,3.0,0.0,0.0,0.0,0.0,0.00885015640038498,0.03540062560153992,0.015328920540397672,0.004425078200192493,0.01770031280076997,0.00766446027019884,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.00885015640038498,0.03540062560153992,0.015328920540397672,0.004425078200192493,0.01770031280076997,0.00766446027019884,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0316109239653513,0.942838666987488,0.02555040904716073
hpf_ca1__201990_018_edited.swc,8684,pyramidal,0.996914,6020,2663,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420501,0.260014,0.3,0.3,0.3,0.3,0.3,0.82082,0.827729,0.827729,0.827729,0.827729,0.310612,0.3,0.984718,0.668698,0.3,0.473151,0.0,0.0,0.0,182,0.505061,0.3,0.3,0.697802,0.708791,95.6,9903.13,4027.93,-2464.01,1464.23,4121.58,3194.66,915.23,-188.407,268.434,365.86,577.48,0.0,0.0,0.0,0.0,0.0,0.8202234250834964,0.10342047679373488,0.07635609812276863,3.0,0.4065415179085569,0.07635609812276863,1.0,0.0,0.8202234250834964,0.10342047679373488,0.07635609812276863,3.0,0.4065415179085569,0.07635609812276863,1.0,0.0,0.6933087642519866,0.3066912357480134,0.0,2.0,0.0,0.0,0.0,0.0,0.6933087642519866,0.3066912357480134,0.0,2.0,0.0,0.0,0.0,0.0,0.6933087642519866,0.1060693308764252,0.20062190487158815,3.0,0.4012438097431763,0.20062190487158815,1.0,0.0,0.6933087642519866,0.1060693308764252,0.20062190487158815,3.0,0.4012438097431763,0.20062190487158815,1.0,0.0,0.6933087642519866,0.17540020730162387,0.13129102844638948,3.0,0.262582056892779,0.13129102844638948,1.0,0.0,0.6933087642519866,0.17540020730162387,0.13129102844638948,3.0,0.262582056892779,0.13129102844638948,1.0,0.0,0.2675918461361281,0.4065415179085569,0.16492449239613372,0.10206725786018656,0.20062190487158815,0.07356261971435939,0.75,1.0,0.4330127018922193,1.0,1.0,0.0,2.75,3.0,0.4330127018922193,0.75,1.0,1.0,0.0,0.2675918461361281,0.4065415179085569,0.16492449239613372,0.10206725786018656,0.20062190487158815,0.07356261971435939,0.75,1.0,0.4330127018922193,1.0,1.0,0.0,2.75,3.0,0.4330127018922193,0.75,1.0,1.0,0.0,1.0,0.0,0.6933087642519866,0.3066912357480134
hpf_ca1__201990_024_edited.swc,22256,pyramidal,0.993977,19398,2857,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397333,0.211483,0.3,0.3,0.3,0.3,0.3,0.814702,0.863902,0.88803,0.906902,0.913417,0.368946,0.3,0.900711,0.589855,0.497586,0.80224,0.0,0.0,0.0,313,0.541875,0.3,0.3,0.722045,0.785942,165.6,9660.46,4098.47,-1581.06,1462.03,5880.89,3709.7,720.29,-137.291,192.417,293.58,362.38,0.0,0.0,0.0,0.0,0.0,0.8758481240170748,0.0549539429341721,0.06919793304875309,3.0,0.14684340597618512,0.06919793304875309,1.0,0.0,0.8758481240170748,0.0549539429341721,0.06919793304875309,3.0,0.14684340597618512,0.06919793304875309,1.0,0.0,0.8716243540777353,0.0,0.12837564592226466,2.0,0.25675129184452933,0.12837564592226466,1.0,0.0,0.8716243540777353,0.0,0.12837564592226466,2.0,0.25675129184452933,0.12837564592226466,1.0,0.0,0.8716243540777353,0.0,0.12837564592226466,2.0,0.25675129184452933,0.12837564592226466,1.0,0.0,0.8716243540777353,0.0,0.12837564592226466,2.0,0.25675129184452933,0.12837564592226466,1.0,0.0,0.8716243540777353,0.0,0.12837564592226466,2.0,0.25675129184452933,0.12837564592226466,1.0,0.0,0.8716243540777353,0.0,0.12837564592226466,2.0,0.25675129184452933,0.12837564592226466,1.0,0.0,0.22927432037744327,0.25675129184452933,0.047591510619113396,0.11358121770388677,0.12837564592226466,0.02562470134316122,1.0,1.0,0.0,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,1.0,1.0,0.0,0.0,0.22927432037744327,0.25675129184452933,0.047591510619113396,0.11358121770388677,0.12837564592226466,0.02562470134316122,1.0,1.0,0.0,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,1.0,1.0,0.0,0.0,1.0,0.0,0.8716243540777353,0.12837564592226466
hpf_ca1__201990_025_edited.swc,86114,pyramidal,0.997212,82234,3879,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323296,0.10629,0.3,0.3,0.3,0.3,0.3,0.948858,0.973547,0.980445,0.980514,0.980514,0.311552,0.3,0.983365,0.572105,0.467069,0.918794,0.0,0.0,0.0,1361,0.370994,0.3,0.3,0.935342,0.936811,168.0,9440.77,5134.36,-2576.32,1330.93,6500.37,4411.37,764.17,-105.59,201.401,333.53,437.76,0.0,0.0,0.0,0.0,0.0,0.9513662280956418,0.027696166664731226,0.020937605239627,3.0,0.041875210479254035,0.020937605239627,1.0,0.0,0.9513662280956418,0.027696166664731226,0.020937605239627,3.0,0.041875210479254035,0.020937605239627,1.0,0.0,0.9549545364811353,0.0035883083854934797,0.04145715513337127,3.0,0.08291431026674254,0.04145715513337127,1.0,0.0,0.9549545364811353,0.0035883083854934797,0.04145715513337127,3.0,0.08291431026674254,0.04145715513337127,1.0,0.0,0.9549545364811353,0.0035883083854934797,0.04145715513337127,3.0,0.08291431026674254,0.04145715513337127,1.0,0.0,0.9549545364811353,0.0035883083854934797,0.04145715513337127,3.0,0.08291431026674254,0.04145715513337127,1.0,0.0,0.9549545364811353,0.0035883083854934797,0.04145715513337127,3.0,0.08291431026674254,0.04145715513337127,1.0,0.0,0.9549545364811353,0.0035883083854934797,0.04145715513337127,3.0,0.08291431026674254,0.04145715513337127,1.0,0.0,0.0726545353198704,0.08291431026674254,0.017770451482204797,0.0363272676599352,0.04145715513337127,0.008885225741102407,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0726545353198704,0.08291431026674254,0.017770451482204797,0.0363272676599352,0.04145715513337127,0.008885225741102407,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9549545364811353,0.04504546351886475
hpf_ca1__201990_031_edited.swc,55514,pyramidal,0.997112,52397,980,2136,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359978,0.184224,0.3,0.3,0.3,0.3,0.3,0.89835,0.899377,0.913643,0.93263,0.932846,0.336379,0.3,0.947612,0.987703,0.987703,0.0,0.650584,0.3,0.5,894,0.41735,0.3,0.3,0.837808,0.861298,157.7,9252.15,5354.18,-1886.18,1371.61,5823.28,4288.96,250.56,-0.837398,53.7537,125.56,298.25,570.79,-135.294,113.545,238.44,533.3,0.944967845369553,0.025003152414749697,0.030029002215697223,3.0,0.01689694305838263,0.008448471529191363,0.0,0.0,0.944967845369553,0.025003152414749697,0.030029002215697223,3.0,0.01689694305838263,0.008448471529191363,0.0,0.0,0.9438690036568012,0.017653522598310305,0.038477473744888586,3.0,0.0,0.0,0.0,0.0,0.9438690036568012,0.017653522598310305,0.038477473744888586,3.0,0.0,0.0,0.0,0.0,0.9438690036568012,0.017653522598310305,0.038477473744888586,3.0,0.0,0.0,0.0,0.0,0.9438690036568012,0.017653522598310305,0.038477473744888586,3.0,0.0,0.0,0.0,0.0,0.9438690036568012,0.017653522598310305,0.038477473744888586,3.0,0.0,0.0,0.0,0.0,0.9438690036568012,0.017653522598310305,0.038477473744888586,3.0,0.0,0.0,0.0,0.0,0.004224235764595657,0.01689694305838263,0.007316590967429242,0.002112117882297841,0.008448471529191363,0.0036582954837146423,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.004224235764595657,0.01689694305838263,0.007316590967429242,0.002112117882297841,0.008448471529191363,0.0036582954837146423,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.038477473744888586,0.9438690036568012,0.017653522598310305
hpf_ca1__201990_041_edited.swc,50121,pyramidal,0.996689,47556,2564,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332984,0.147017,0.3,0.3,0.3,0.3,0.3,0.952076,0.952076,0.952076,0.952076,0.952076,0.302891,0.3,0.995836,0.890878,0.3,0.140796,0.0,0.0,0.0,2418,0.314992,0.3,0.3,0.977667,0.979322,49.0,9524.12,3152.08,-1446.18,569.96,1995.79,3534.09,396.96,-31.8117,65.2443,378.78,668.7,0.0,0.0,0.0,0.0,0.0,0.9592178770949721,0.022486033519553073,0.018296089385474862,3.0,0.05734237829209894,0.018296089385474862,1.0,0.0,0.9592178770949721,0.022486033519553073,0.018296089385474862,3.0,0.05734237829209894,0.018296089385474862,1.0,0.0,0.9488427773343975,0.051157222665602554,0.0,2.0,0.0,0.0,0.0,0.0,0.9488427773343975,0.051157222665602554,0.0,2.0,0.0,0.0,0.0,0.0,0.9488427773343975,0.051157222665602554,0.0,2.0,0.0,0.0,0.0,0.0,0.9488427773343975,0.051157222665602554,0.0,2.0,0.0,0.0,0.0,0.0,0.9488427773343975,0.051157222665602554,0.0,2.0,0.0,0.0,0.0,0.0,0.9488427773343975,0.051157222665602554,0.0,2.0,0.0,0.0,0.0,0.0,0.014335594573024735,0.05734237829209894,0.02482997815718751,0.0045740223463687155,0.018296089385474862,0.007922439098866025,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.014335594573024735,0.05734237829209894,0.02482997815718751,0.0045740223463687155,0.018296089385474862,0.007922439098866025,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,1.0,0.0,0.9488427773343975,0.051157222665602554
hpf_ca1__201990_069_edited.swc,27674,pyramidal,0.997101,25814,1859,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488694,0.308489,0.3,0.3,0.3,0.3,0.3,0.727723,0.727723,0.727723,0.727723,0.727723,0.46081,0.3,0.76842,0.875614,0.3,0.162991,0.0,0.0,0.0,729,0.561609,0.3,0.3,0.620027,0.632373,89.4,9297.32,2836.69,590.869,748.95,2182.8,3067.5,428.38,44.4487,96.8677,399.16,604.05,0.0,0.0,0.0,0.0,0.0,0.9231019405196401,0.029053590142015685,0.047844469338344235,3.0,0.09568893867668846,0.047844469338344235,1.0,0.0,0.9231019405196401,0.029053590142015685,0.047844469338344235,3.0,0.09568893867668846,0.047844469338344235,1.0,0.0,0.9328226068731255,0.06717739312687457,0.0,2.0,0.0,0.0,0.0,0.0,0.9328226068731255,0.06717739312687457,0.0,2.0,0.0,0.0,0.0,0.0,0.9328226068731255,0.06717739312687457,0.0,2.0,0.0,0.0,0.0,0.0,0.9328226068731255,0.06717739312687457,0.0,2.0,0.0,0.0,0.0,0.0,0.9328226068731255,0.06717739312687457,0.0,2.0,0.0,0.0,0.0,0.0,0.9328226068731255,0.06717739312687457,0.0,2.0,0.0,0.0,0.0,0.0,0.023922234669172114,0.09568893867668846,0.041434525877591756,0.011961117334586059,0.047844469338344235,0.020717262938795878,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.023922234669172114,0.09568893867668846,0.041434525877591756,0.011961117334586059,0.047844469338344235,0.020717262938795878,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,1.0,0.0,0.9328226068731255,0.06717739312687457
hpf_ca1__202217_016_edited.swc,26143,pyramidal,0.979787,24036,2106,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865356,0.269426,0.3,0.3,0.3,0.994317,0.994405,0.185059,0.185059,0.185059,0.185059,0.185059,0.873028,0.3,0.17453,0.777735,0.3,0.305318,0.0,0.0,0.0,1455,0.907055,0.3,0.3,0.123024,0.12646,40.6,8766.3,1080.45,-10.8893,196.639,675.91,1074.64,420.63,-8.37158,98.0794,281.94,552.31,0.0,0.0,0.0,0.0,0.0,0.7779052865121261,0.07057608446178563,0.1515186290260883,3.0,0.30303725805217663,0.1515186290260883,1.0,0.0,0.7779052865121261,0.07057608446178563,0.1515186290260883,3.0,0.30303725805217663,0.1515186290260883,1.0,0.0,0.9194399816387423,0.08056001836125774,0.0,2.0,0.0,0.0,0.0,0.0,0.9194399816387423,0.08056001836125774,0.0,2.0,0.0,0.0,0.0,0.0,0.9194399816387423,0.08056001836125774,0.0,2.0,0.0,0.0,0.0,0.0,0.9194399816387423,0.08056001836125774,0.0,2.0,0.0,0.0,0.0,0.0,0.9194399816387423,0.08056001836125774,0.0,2.0,0.0,0.0,0.0,0.0,0.9194399816387423,0.08056001836125774,0.0,2.0,0.0,0.0,0.0,0.0,0.07575931451304416,0.30303725805217663,0.1312189818831827,0.03787965725652207,0.1515186290260883,0.06560949094159135,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.07575931451304416,0.30303725805217663,0.1312189818831827,0.03787965725652207,0.1515186290260883,0.06560949094159135,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,1.0,0.0,0.9194399816387423,0.08056001836125774
hpf_ca1__202217_018_edited.swc,45687,pyramidal,0.997118,42952,1288,1446,0,0,0.0,0.0,0.000169083,0.0,0.0,0.0,0.0,0.0,0.368133,0.204418,0.3,0.3,0.3,0.3,0.3,0.899468,0.899578,0.901679,0.90227,0.903277,0.332431,0.3,0.953297,0.980228,0.987703,0.0108696,0.882976,0.697288,0.162517,509,0.489993,0.3,0.3,0.734774,0.736739,221.2,9069.12,4354.0,-1454.67,1624.09,7450.67,4602.96,199.46,39.6339,38.0177,256.26,245.07,292.14,-95.3368,64.9837,254.73,525.0,0.9391498489690496,0.03429934772140262,0.02655080330954778,3.0,0.012213807293262633,0.0051000306439609525,0.0,0.0,0.9391498489690496,0.03429934772140262,0.02655080330954778,3.0,0.012213807293262633,0.0051000306439609525,0.0,0.0,0.94015672197172,0.028192444074771266,0.031650833953508734,3.0,0.0,0.0,0.0,0.0,0.94015672197172,0.028192444074771266,0.031650833953508734,3.0,0.0,0.0,0.0,0.0,0.94015672197172,0.028192444074771266,0.031650833953508734,3.0,0.0,0.0,0.0,0.0,0.94015672197172,0.028192444074771266,0.031650833953508734,3.0,0.0,0.0,0.0,0.0,0.94015672197172,0.028192444074771266,0.031650833953508734,3.0,0.0,0.0,0.0,0.0,0.94015672197172,0.028192444074771266,0.031650833953508734,3.0,0.0,0.0,0.0,0.0,0.0030534518233156583,0.012213807293262633,0.005288733696446547,0.0012750076609902381,0.0051000306439609525,0.0022083780488746474,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0030534518233156583,0.012213807293262633,0.005288733696446547,0.0012750076609902381,0.0051000306439609525,0.0022083780488746474,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.031650833953508734,0.94015672197172,0.028192444074771266
