file,n_nodes_conf,stage1_pred_conf_run,stage1_conf_conf_run,pred_axon_conf_run,pred_basal_conf_run,pred_apical_conf_run,node_label_disagree_frac,node_conf_abs_delta_mean,branch3_changed_frac,branch3_label_disagree_frac,branch3_conf_abs_delta_mean,branch3_axon_delta_frac,branch3_basal_delta_frac,branch3_apical_delta_frac,branch3_to_apical_frac,branch3_from_apical_frac,conf_mean,conf_std,conf_min,conf_p05,conf_p10,conf_p25,conf_median,conf_frac_lt_05,conf_frac_lt_06,conf_frac_lt_07,conf_frac_lt_08,conf_frac_lt_09,axon_conf_mean,axon_conf_p10,axon_conf_frac_lt_07,basal_conf_mean,basal_conf_p10,basal_conf_frac_lt_07,apical_conf_mean,apical_conf_p10,apical_conf_frac_lt_07,n_pred_branches,branch_conf_mean,branch_conf_min,branch_conf_p10,branch_frac_conf_lt_07,branch_frac_conf_lt_08,branch_n_nodes_p90,pred_soma_z,pred_axon_z_extent,pred_axon_z_mean_rel_soma,pred_axon_z_std,pred_axon_x_extent,pred_axon_y_extent,pred_basal_z_extent,pred_basal_z_mean_rel_soma,pred_basal_z_std,pred_basal_x_extent,pred_basal_y_extent,pred_apical_z_extent,pred_apical_z_mean_rel_soma,pred_apical_z_std,pred_apical_x_extent,pred_apical_y_extent,xmodel_neurom_rf_s1_axon_frac,xmodel_neurom_rf_s1_basal_frac,xmodel_neurom_rf_s1_apical_frac,xmodel_neurom_rf_s1_class_count,xmodel_neurom_rf_s1_v12_l1_frac_delta,xmodel_neurom_rf_s1_v12_apical_frac_delta,xmodel_neurom_rf_s1_v12_apical_zero_mismatch,xmodel_neurom_rf_s1_v12_axon_zero_mismatch,xmodel_neurom_rf_pyr_axon_frac,xmodel_neurom_rf_pyr_basal_frac,xmodel_neurom_rf_pyr_apical_frac,xmodel_neurom_rf_pyr_class_count,xmodel_neurom_rf_pyr_v12_l1_frac_delta,xmodel_neurom_rf_pyr_v12_apical_frac_delta,xmodel_neurom_rf_pyr_v12_apical_zero_mismatch,xmodel_neurom_rf_pyr_v12_axon_zero_mismatch,xmodel_lmeasure_rf_s1_axon_frac,xmodel_lmeasure_rf_s1_basal_frac,xmodel_lmeasure_rf_s1_apical_frac,xmodel_lmeasure_rf_s1_class_count,xmodel_lmeasure_rf_s1_v12_l1_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_frac_delta,xmodel_lmeasure_rf_s1_v12_apical_zero_mismatch,xmodel_lmeasure_rf_s1_v12_axon_zero_mismatch,xmodel_lmeasure_rf_pyr_axon_frac,xmodel_lmeasure_rf_pyr_basal_frac,xmodel_lmeasure_rf_pyr_apical_frac,xmodel_lmeasure_rf_pyr_class_count,xmodel_lmeasure_rf_pyr_v12_l1_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_frac_delta,xmodel_lmeasure_rf_pyr_v12_apical_zero_mismatch,xmodel_lmeasure_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_rf_s1_axon_frac,xmodel_sholl_rf_s1_basal_frac,xmodel_sholl_rf_s1_apical_frac,xmodel_sholl_rf_s1_class_count,xmodel_sholl_rf_s1_v12_l1_frac_delta,xmodel_sholl_rf_s1_v12_apical_frac_delta,xmodel_sholl_rf_s1_v12_apical_zero_mismatch,xmodel_sholl_rf_s1_v12_axon_zero_mismatch,xmodel_sholl_rf_pyr_axon_frac,xmodel_sholl_rf_pyr_basal_frac,xmodel_sholl_rf_pyr_apical_frac,xmodel_sholl_rf_pyr_class_count,xmodel_sholl_rf_pyr_v12_l1_frac_delta,xmodel_sholl_rf_pyr_v12_apical_frac_delta,xmodel_sholl_rf_pyr_v12_apical_zero_mismatch,xmodel_sholl_rf_pyr_v12_axon_zero_mismatch,xmodel_sholl_mlp_s1_axon_frac,xmodel_sholl_mlp_s1_basal_frac,xmodel_sholl_mlp_s1_apical_frac,xmodel_sholl_mlp_s1_class_count,xmodel_sholl_mlp_s1_v12_l1_frac_delta,xmodel_sholl_mlp_s1_v12_apical_frac_delta,xmodel_sholl_mlp_s1_v12_apical_zero_mismatch,xmodel_sholl_mlp_s1_v12_axon_zero_mismatch,xmodel_sholl_mlp_pyr_axon_frac,xmodel_sholl_mlp_pyr_basal_frac,xmodel_sholl_mlp_pyr_apical_frac,xmodel_sholl_mlp_pyr_class_count,xmodel_sholl_mlp_pyr_v12_l1_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_frac_delta,xmodel_sholl_mlp_pyr_v12_apical_zero_mismatch,xmodel_sholl_mlp_pyr_v12_axon_zero_mismatch,xmodel_s1_l1_mean,xmodel_s1_l1_max,xmodel_s1_l1_std,xmodel_s1_apical_delta_mean,xmodel_s1_apical_delta_max,xmodel_s1_apical_delta_std,xmodel_s1_apical_present_mean,xmodel_s1_apical_present_max,xmodel_s1_apical_present_std,xmodel_s1_axon_present_mean,xmodel_s1_axon_present_max,xmodel_s1_axon_present_std,xmodel_s1_class_count_mean,xmodel_s1_class_count_max,xmodel_s1_class_count_std,xmodel_s1_apical_present_vote_frac,xmodel_s1_axon_present_vote_frac,xmodel_s1_apical_presence_disagreement,xmodel_s1_axon_presence_disagreement,xmodel_pyr_l1_mean,xmodel_pyr_l1_max,xmodel_pyr_l1_std,xmodel_pyr_apical_delta_mean,xmodel_pyr_apical_delta_max,xmodel_pyr_apical_delta_std,xmodel_pyr_apical_present_mean,xmodel_pyr_apical_present_max,xmodel_pyr_apical_present_std,xmodel_pyr_axon_present_mean,xmodel_pyr_axon_present_max,xmodel_pyr_axon_present_std,xmodel_pyr_class_count_mean,xmodel_pyr_class_count_max,xmodel_pyr_class_count_std,xmodel_pyr_apical_present_vote_frac,xmodel_pyr_axon_present_vote_frac,xmodel_pyr_apical_presence_disagreement,xmodel_pyr_axon_presence_disagreement,xmodel_stage1_pred_is_pyramidal,xmodel_v12_apical_frac,xmodel_v12_axon_frac,xmodel_v12_basal_frac
allen__H16.06.011.01.01.05.03_539653924.swc,9458,pyramidal,0.987489,63,4842,4552,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965916,0.111217,0.3,0.982145,0.982145,0.982145,0.987703,0.0269613,0.0269613,0.0269613,0.0269613,0.030239,0.88692,0.84621,0.0,0.975489,0.987703,0.0177613,0.956819,0.982145,0.0371265,142,0.977694,0.3,0.975756,0.00704225,0.00704225,150.5,41.9182,14.0543,-11.1287,4.18878,14.6329,36.7327,93.6076,-1.33429,18.587,435.806,259.438,123.76,45.7704,33.1509,394.061,510.505,0.004969863593105636,0.5784075288146346,0.4166226075922597,3.0,0.13281167389235482,0.06471396848894995,0.0,0.0,0.004969863593105636,0.5784075288146346,0.4166226075922597,3.0,0.13281167389235482,0.06471396848894995,0.0,0.0,0.0,0.5186634239187903,0.48133657608120967,2.0,0.013323464100666134,0.0,0.0,1.0,0.0,0.5186634239187903,0.48133657608120967,2.0,0.013323464100666134,0.0,0.0,1.0,0.0,0.5186634239187903,0.48133657608120967,2.0,0.013323464100666134,0.0,0.0,1.0,0.0,0.5186634239187903,0.48133657608120967,2.0,0.013323464100666134,0.0,0.0,1.0,0.0,0.5186634239187903,0.48133657608120967,2.0,0.013323464100666134,0.0,0.0,1.0,0.0,0.5186634239187903,0.48133657608120967,2.0,0.013323464100666134,0.0,0.0,1.0,0.043195516548588296,0.13281167389235482,0.05173991256616345,0.016178492122237487,0.06471396848894995,0.028021970345568158,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,0.043195516548588296,0.13281167389235482,0.05173991256616345,0.016178492122237487,0.06471396848894995,0.028021970345568158,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,1.0,0.48133657608120967,0.006661732050333087,0.5120016918684572
allen__H16.06.012.11.06.01_548408551.swc,15940,pyramidal,0.982999,7027,4125,4787,0,0,0.0,0.0,0.000384171,0.0,0.0,0.0,0.0,0.0,0.796859,0.30823,0.3,0.3,0.3,0.3,0.982145,0.277854,0.277854,0.277854,0.277854,0.277854,0.70076,0.3,0.422655,0.88534,0.3,0.148848,0.861638,0.3,0.17652,178,0.910415,0.3,0.723683,0.0955056,0.168539,224.3,26.6,150.06,3.6716,25.5773,1169.85,1498.68,127.952,12.9414,28.6486,415.463,365.958,141.014,17.0667,19.9083,642.346,647.792,0.4438170525127047,0.33308237656063744,0.2231005709266579,3.0,0.1544638935943284,0.07723194679716419,0.0,0.0,0.4438170525127047,0.33308237656063744,0.2231005709266579,3.0,0.1544638935943284,0.07723194679716419,0.0,0.0,0.4408683104335278,0.2587991718426501,0.3003325177238221,3.0,0.0,0.0,0.0,0.0,0.4408683104335278,0.2587991718426501,0.3003325177238221,3.0,0.0,0.0,0.0,0.0,0.4408683104335278,0.2587991718426501,0.3003325177238221,3.0,0.0,0.0,0.0,0.0,0.4408683104335278,0.2587991718426501,0.3003325177238221,3.0,0.0,0.0,0.0,0.0,0.4408683104335278,0.2587991718426501,0.3003325177238221,3.0,0.0,0.0,0.0,0.0,0.4408683104335278,0.2587991718426501,0.3003325177238221,3.0,0.0,0.0,0.0,0.0,0.0386159733985821,0.1544638935943284,0.06688482791007241,0.019307986699291048,0.07723194679716419,0.0334424139550362,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0386159733985821,0.1544638935943284,0.06688482791007241,0.019307986699291048,0.07723194679716419,0.0334424139550362,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3003325177238221,0.4408683104335278,0.2587991718426501
allen__H16.06.012.11.08.03_548440226.swc,29702,pyramidal,0.976293,18319,6709,4673,0,0,0.0,0.0,0.00023289,0.0,0.0,0.0,0.0,0.0,0.79321,0.311695,0.3,0.3,0.3,0.3,0.987703,0.285368,0.285368,0.285368,0.285368,0.285368,0.715225,0.3,0.402042,0.96546,0.987703,0.0323446,0.85158,0.3,0.191312,341,0.92224,0.3,0.694606,0.102639,0.13783,210.0,37.0936,155.68,37.0207,33.9655,1143.27,1261.27,141.852,10.9594,27.7357,411.814,452.793,106.482,0.42226,22.7196,473.566,508.323,0.6092724150701997,0.26682603279350864,0.12390155213629171,3.0,0.08188276489007106,0.03343321773677653,0.0,0.0,0.6092724150701997,0.26682603279350864,0.12390155213629171,3.0,0.08188276489007106,0.03343321773677653,0.0,0.0,0.6167805797784587,0.2258846503484731,0.15733476987306824,3.0,0.0,0.0,0.0,0.0,0.6167805797784587,0.2258846503484731,0.15733476987306824,3.0,0.0,0.0,0.0,0.0,0.6167805797784587,0.2258846503484731,0.15733476987306824,3.0,0.0,0.0,0.0,0.0,0.6167805797784587,0.2258846503484731,0.15733476987306824,3.0,0.0,0.0,0.0,0.0,0.6167805797784587,0.2258846503484731,0.15733476987306824,3.0,0.0,0.0,0.0,0.0,0.6167805797784587,0.2258846503484731,0.15733476987306824,3.0,0.0,0.0,0.0,0.0,0.020470691222517764,0.08188276489007106,0.03545627726345502,0.008358304434194132,0.03343321773677653,0.014477007945152475,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.020470691222517764,0.08188276489007106,0.03545627726345502,0.008358304434194132,0.03343321773677653,0.014477007945152475,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15733476987306824,0.6167805797784587,0.2258846503484731
allen__H17.03.002.11.06.03_569821470.swc,20269,interneuron,0.872447,15732,4536,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746043,0.336367,0.3,0.3,0.3,0.3,0.999666,0.362524,0.362524,0.362524,0.362524,0.362524,0.692245,0.3,0.439423,0.932568,0.999666,0.0958995,0.0,0.0,0.0,249,0.871488,0.3,0.3,0.184739,0.204819,222.2,35.56,126.694,16.9172,29.9287,1070.36,1388.79,108.773,14.5881,23.1959,396.945,569.965,0.0,0.0,0.0,0.0,0.0,0.7775310834813499,0.22246891651865008,0.0,2.0,0.0026642984014209337,0.0,0.0,0.0,0.7761989342806395,0.18891849220446022,0.03488257351490034,3.0,0.06976514702980069,0.03488257351490034,1.0,0.0,0.7761989342806395,0.22380106571936056,0.0,2.0,0.0,0.0,0.0,0.0,0.7761989342806395,0.15038484310242747,0.07341622261693309,3.0,0.14683244523386618,0.07341622261693309,1.0,0.0,0.7761989342806395,0.22380106571936056,0.0,2.0,0.0,0.0,0.0,0.0,0.7761989342806395,0.15038484310242747,0.07341622261693309,3.0,0.14683244523386618,0.07341622261693309,1.0,0.0,0.7761989342806395,0.22380106571936056,0.0,2.0,0.0,0.0,0.0,0.0,0.7761989342806395,0.22380106571936056,0.0,2.0,0.0,0.0,0.0,0.0,0.0006660746003552334,0.0026642984014209337,0.0011536750494463993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.09085750937438326,0.14683244523386618,0.061168541032007945,0.04542875468719163,0.07341622261693309,0.030584270516003976,0.75,1.0,0.4330127018922193,1.0,1.0,0.0,2.75,3.0,0.4330127018922193,0.75,1.0,1.0,0.0,0.0,0.0,0.7761989342806395,0.22380106571936056
allen__H17.03.009.11.11.06_613442532.swc,4357,pyramidal,0.922842,47,1839,2470,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943541,0.160786,0.3,0.3,0.981639,0.982145,0.982145,0.0585265,0.0585265,0.0585265,0.0585265,0.0612807,0.940273,0.940273,0.0,0.971991,0.987703,0.0212072,0.922398,0.981639,0.0874494,70,0.957267,0.3,0.939122,0.0285714,0.0285714,150.0,11.8079,8.5697,-2.86016,2.34929,6.5334,50.32,103.459,24.1987,22.0328,368.497,192.312,129.886,36.402,28.2995,309.891,456.574,0.01078971533516988,0.550734618916437,0.43847566574839303,3.0,0.25711662075298436,0.12855831037649224,0.0,0.0,0.01078971533516988,0.550734618916437,0.43847566574839303,3.0,0.25711662075298436,0.12855831037649224,0.0,0.0,0.0,0.4329660238751148,0.5670339761248853,2.0,0.02157943067033975,0.0,0.0,1.0,0.0,0.4329660238751148,0.5670339761248853,2.0,0.02157943067033975,0.0,0.0,1.0,0.0,0.4329660238751148,0.5670339761248853,2.0,0.02157943067033975,0.0,0.0,1.0,0.0,0.4329660238751148,0.5670339761248853,2.0,0.02157943067033975,0.0,0.0,1.0,0.0,0.4329660238751148,0.5670339761248853,2.0,0.02157943067033975,0.0,0.0,1.0,0.0,0.4329660238751148,0.5670339761248853,2.0,0.02157943067033975,0.0,0.0,1.0,0.0804637281910009,0.25711662075298436,0.10199059507378719,0.03213957759412306,0.12855831037649224,0.05566738132682343,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,0.0804637281910009,0.25711662075298436,0.10199059507378719,0.03213957759412306,0.12855831037649224,0.05566738132682343,1.0,1.0,0.0,0.25,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,1.0,0.25,0.0,1.0,1.0,0.5670339761248853,0.01078971533516988,0.4221763085399449
allen__H17.06.005.12.12.03_571525618.swc,8146,interneuron,0.705602,6703,1442,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848525,0.285809,0.3,0.3,0.3,0.971335,0.999757,0.213356,0.213356,0.213356,0.213847,0.213847,0.870023,0.3,0.18529,0.748492,0.3,0.343967,0.0,0.0,0.0,130,0.94151,0.3,0.84277,0.0846154,0.1,149.2,22.4,110.972,16.1975,21.7347,705.427,741.777,115.565,32.1741,30.1303,251.19,460.841,0.0,0.0,0.0,0.0,0.0,0.7716390423572744,0.2283609576427256,0.0,2.0,0.10263965623081647,0.0,0.0,0.0,0.7682013505217925,0.2317986494782075,0.0,2.0,0.1095150399017803,0.0,0.0,0.0,0.8825046040515654,0.11749539594843462,0.0,2.0,0.11909146715776546,0.0,0.0,0.0,0.8825046040515654,0.11749539594843462,0.0,2.0,0.11909146715776546,0.0,0.0,0.0,0.8825046040515654,0.11749539594843462,0.0,2.0,0.11909146715776546,0.0,0.0,0.0,0.928913443830571,0.07108655616942909,0.0,2.0,0.21190914671577654,0.0,0.0,0.0,0.8825046040515654,0.11749539594843462,0.0,2.0,0.11909146715776546,0.0,0.0,0.0,0.928913443830571,0.07108655616942909,0.0,2.0,0.21190914671577654,0.0,0.0,0.0,0.11497851442602822,0.11909146715776546,0.007123843100498119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.1631062001227747,0.21190914671577654,0.048920252360684285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8229588704726827,0.17704112952731738
allen__H17.06.009.11.04.03_596028822.swc,7561,interneuron,0.440347,6908,652,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736963,0.295888,0.3,0.3,0.3,0.3,0.937369,0.314376,0.314376,0.314376,0.314376,0.314376,0.724144,0.3,0.33454,0.872377,0.363684,0.101227,0.0,0.0,0.0,109,0.850992,0.3,0.534581,0.146789,0.192661,192.0,15.8124,162.517,51.7402,47.5765,767.752,430.224,88.2706,23.0755,21.1046,138.35,245.84,0.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9137566137566138,0.08624338624338625
allen__H17.06.009.11.04.04_596036453.swc,8523,interneuron,0.995215,6716,1806,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997275,0.0414414,0.3,0.999666,0.999666,0.999757,0.999757,0.00351989,0.00351989,0.00351989,0.00351989,0.00351989,0.996632,0.999757,0.00446694,0.999666,0.999666,0.0,0.0,0.0,0.0,425,0.999484,0.3,0.999666,0.0,0.0,41.0,30.52,102.825,12.7186,20.5521,478.237,176.224,119.146,16.175,24.5059,211.137,159.713,0.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7880779159821638,0.2119220840178362
allen__H17.06.013.12.03.01_643572206.swc,4016,interneuron,0.853142,3417,598,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859209,0.273596,0.3,0.3,0.3,0.980046,0.999555,0.192978,0.192978,0.192978,0.192978,0.192978,0.841958,0.3,0.216272,0.957546,0.999666,0.0602007,0.0,0.0,0.0,60,0.921163,0.3,0.761363,0.1,0.116667,186.2,24.08,66.8038,11.9555,10.4707,755.249,684.106,25.6791,3.62021,7.12264,194.916,318.521,0.0,0.0,0.0,0.0,0.0,0.8510585305105853,0.1489414694894147,0.0,2.0,0.0,0.0,0.0,0.0,0.8510585305105853,0.1489414694894147,0.0,2.0,0.0,0.0,0.0,0.0,0.8510585305105853,0.1489414694894147,0.0,2.0,0.0,0.0,0.0,0.0,0.8510585305105853,0.1489414694894147,0.0,2.0,0.0,0.0,0.0,0.0,0.8510585305105853,0.1489414694894147,0.0,2.0,0.0,0.0,0.0,0.0,0.8510585305105853,0.1489414694894147,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.7021170610211707,0.0,0.0,1.0,0.0,0.1489414694894147,0.8510585305105853,2.0,1.7021170610211707,0.8510585305105853,1.0,1.0,0.42552926525529267,1.7021170610211707,0.7370383075296206,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.4330127018922193,1.75,2.0,0.4330127018922193,0.0,0.75,0.0,1.0,0.42552926525529267,1.7021170610211707,0.7370383075296206,0.21276463262764633,0.8510585305105853,0.3685191537648103,0.25,1.0,0.4330127018922193,0.75,1.0,0.4330127018922193,2.0,2.0,0.0,0.25,0.75,1.0,1.0,0.0,0.0,0.8510585305105853,0.1489414694894147
allen__H17.06.013.12.03.02_643575207.swc,17642,interneuron,0.860534,14234,3407,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848019,0.2882,0.3,0.3,0.3,0.999666,0.999757,0.216642,0.216642,0.216642,0.216642,0.216642,0.870745,0.3,0.184137,0.753027,0.3,0.35251,0.0,0.0,0.0,227,0.925553,0.3,0.695035,0.101322,0.118943,169.2,28.84,99.3812,11.5582,19.5726,851.854,1433.11,83.6456,1.79085,13.931,530.221,612.191,0.0,0.0,0.0,0.0,0.0,0.8068703588231959,0.19312964117680403,0.0,2.0,0.0,0.0,0.0,0.0,0.8068703588231959,0.1757269996031971,0.01740264157360694,3.0,0.03480528314721387,0.01740264157360694,1.0,0.0,0.8068703588231959,0.19312964117680403,0.0,2.0,0.0,0.0,0.0,0.0,0.8068703588231959,0.19312964117680403,0.0,2.0,0.0,0.0,0.0,0.0,0.8068703588231959,0.19312964117680403,0.0,2.0,0.0,0.0,0.0,0.0,0.8068703588231959,0.19312964117680403,0.0,2.0,0.0,0.0,0.0,0.0,0.8068703588231959,0.19312964117680403,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.19312964117680403,0.8068703588231959,2.0,1.6137407176463918,0.8068703588231959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.4121365001984014,1.6137407176463918,0.6938920183179984,0.2060682500992007,0.8068703588231959,0.3469460091589992,0.5,1.0,0.5,0.75,1.0,0.4330127018922193,2.25,3.0,0.4330127018922193,0.5,0.75,1.0,1.0,0.0,0.0,0.8068703588231959,0.19312964117680403
allen__Htr3a-Cre_NO152_Ai14-288785.03.02.01_561985849.swc,14318,interneuron,0.994673,11469,2848,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95634,0.168771,0.3,0.3,0.999666,0.999666,0.999757,0.0620198,0.0620198,0.0620198,0.0620198,0.0620198,0.945578,0.999757,0.0774261,0.999666,0.999666,0.0,0.0,0.0,0.0,428,0.976724,0.3,0.999666,0.0303738,0.0350467,77.0,21.8884,126.456,25.6674,34.2813,477.219,746.728,65.1039,7.89249,11.3869,188.812,160.145,0.0,0.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.8015645735838514,0.19627016833135433,0.0021652580847943007,3.0,0.005308374659495755,0.0021652580847943007,1.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0013270936648739388,0.005308374659495755,0.0022985936539644466,0.0005413145211985752,0.0021652580847943007,0.0009375842535907522,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.0,0.0,0.8010756443388978,0.1989243556611022
allen__Ndnf-IRES2-dgCre_Ai14-292673.05.01.01_564346637.swc,19022,interneuron,0.995375,16503,2518,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991261,0.0764796,0.3,0.999666,0.999666,0.999757,0.999757,0.0120913,0.0120913,0.0120913,0.0120913,0.0120913,0.992267,0.999757,0.0106647,0.984661,0.999666,0.0214456,0.0,0.0,0.0,577,0.996129,0.3,0.999757,0.00519931,0.00519931,75.4,15.96,96.32,20.2775,18.9241,783.728,593.438,79.422,9.17015,14.7184,292.215,363.611,0.0,0.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.8678828663056621,0.11129803900951579,0.02081909468482204,3.0,0.042163924083907234,0.02081909468482204,1.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.010540981020976808,0.042163924083907234,0.018257514689951092,0.00520477367120551,0.02081909468482204,0.009014932440424733,0.25,1.0,0.4330127018922193,1.0,1.0,0.0,2.25,3.0,0.4330127018922193,0.25,1.0,1.0,0.0,0.0,0.0,0.8676199989485306,0.13238000105146944
