scope,feature_mode,operating_point,target_value,n_folds,precision_lt_target_mean,precision_lt_target_sd,recall_lt_target_mean,recall_lt_target_sd,binary_accuracy_mean,binary_accuracy_sd,reject_rate_mean,reject_rate_sd,n_rejected_mean,n_rejected_sd,tp_mean,tp_sd,fp_mean,fp_sd,fn_mean,fn_sd,kept_f1_p10_mean,kept_f1_p10_sd,test_ap_mean,test_ap_sd,test_auc_mean,test_auc_sd
interneuron,baseline_oof,fixed_reject_rate,0.15,3,0.1732793279327933,0.02993757462975848,0.5859687961205987,0.05791974981126876,0.8573062560277173,0.005809659044797382,0.15,0.0,100.0,1.0,17.333333333333332,3.0550504633038935,82.66666666666667,2.8867513459481287,12.333333333333334,3.214550253664318,1.0,0.0,0.2461780361676887,0.1015222792078911,0.8484213982596801,0.0024670390876382143
interneuron,baseline_oof,validation_recall,0.5,3,0.27765419615773507,0.08726565785109391,0.4386727809403331,0.04508446527880083,0.9224675817369881,0.008588779191113647,0.07205991379507361,0.009212288239689923,48.0,6.244997998398398,13.0,2.6457513110645907,35.0,8.54400374531753,16.666666666666668,3.2145502536643185,1.0,0.0,0.2461780361676887,0.1015222792078911,0.8484213982596801,0.0024670390876382143
interneuron,baseline_oof,validation_recall,0.7,3,0.19821515632677142,0.04500597501939257,0.5972749314779676,0.11964056836262678,0.8713643323688985,0.0264456636659532,0.13608274941608275,0.03351617636538461,90.66666666666667,22.501851775650227,17.333333333333332,1.5275252316519465,73.33333333333333,22.50185177565023,12.333333333333334,5.507570547286102,1.0,0.0,0.2461780361676887,0.1015222792078911,0.8484213982596801,0.0024670390876382143
interneuron,baseline_oof,validation_recall,0.8,3,0.18808993993338863,0.043912742061320315,0.5972749314779676,0.11964056836262678,0.8638425640252123,0.029118588310868564,0.1436045177597689,0.03584057060607754,95.66666666666667,24.00694344004112,17.333333333333332,1.5275252316519465,78.33333333333333,24.090108620206205,12.333333333333334,5.507570547286102,1.0,0.0,0.2461780361676887,0.1015222792078911,0.8484213982596801,0.0024670390876382143
interneuron,baseline_oof,validation_recall,0.9,3,0.13111508731439883,0.03436504530373571,0.7995994096563356,0.05017843632743315,0.7469149514811616,0.055067691865003356,0.27966231071253905,0.0574775907601415,186.0,36.75595189897821,23.666666666666668,4.041451884327381,162.33333333333334,37.4477413649119,6.0,2.0,1.0,0.0,0.2461780361676887,0.1015222792078911,0.8484213982596801,0.0024670390876382143
interneuron,branch3,fixed_reject_rate,0.05,3,0.269162210338681,0.10489707650484491,0.2965159181952351,0.08940584838464824,0.9323837993244385,0.00597390985419808,0.05000000000000001,8.498374721940739e-18,33.333333333333336,0.5773502691896258,9.0,3.605551275463989,24.333333333333332,3.2145502536643185,20.666666666666668,2.886751345948129,1.0,0.0,0.236933791681483,0.09514504217091123,0.8335090422518299,0.017066692717388268
interneuron,branch3,fixed_reject_rate,0.1,3,0.1939145626590754,0.05288792592081953,0.43429791271347246,0.07321311353913972,0.8938473633450802,0.005969848800865187,0.10000000000000002,1.6996749443881478e-17,67.0,1.0,13.0,3.605551275463989,54.0,3.4641016151377544,16.666666666666668,2.886751345948129,1.0,0.0,0.236933791681483,0.09514504217091123,0.8335090422518299,0.017066692717388268
interneuron,branch3,fixed_reject_rate,0.15,3,0.16667933460012666,0.04047012393286253,0.5572422517394054,0.056468220519894884,0.855331313048208,0.005445802781491141,0.15,0.0,100.0,1.0,16.666666666666668,4.041451884327381,83.33333333333333,4.163331998932265,13.0,1.7320508075688772,1.0,0.0,0.236933791681483,0.09514504217091123,0.8335090422518299,0.017066692717388268
interneuron,branch3,validation_recall,0.5,3,0.27836134453781514,0.13283143464162675,0.3242936959730129,0.05440286574898156,0.9254110731736302,0.021286131073482997,0.059024138293544685,0.022045988915316932,39.333333333333336,14.742229591663987,9.666666666666666,2.5166114784235836,29.666666666666668,16.862186493255653,20.0,3.605551275463989,1.0,0.0,0.236933791681483,0.09514504217091123,0.8335090422518299,0.017066692717388268
interneuron,branch3,validation_recall,0.7,3,0.14982457814223565,0.06622355512686094,0.7171094244149273,0.15491816980802325,0.774898551519556,0.10310955359475724,0.244765496089697,0.11797662100654079,162.33333333333334,76.78758580222024,21.333333333333332,6.658328118479393,141.0,72.02083032012335,8.333333333333334,4.932882862316248,1.0,0.0,0.236933791681483,0.09514504217091123,0.8335090422518299,0.017066692717388268
