row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source,bad_f060,categories,n_categories,flag_score,flagged,flag_selected_model,flag_selected_feature_set,in_bottom_slice
seed42:neuromorpho__20190327_sample_7.swc,42,neuromorpho__20190327_sample_7.swc,interneuron,628,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9903,True,1,0.0,,,0.0,0.702,0.0,0.296,441,186,0,0.48,neuromorpho,False,,0,0.0250196435797258,False,rf,no_lab,False
seed42:neuromorpho__20190408_sample_1.swc,42,neuromorpho__20190408_sample_1.swc,interneuron,4548,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9971,True,1,0.0,,,0.0,0.87,0.0,0.13,3955,592,0,0.79,neuromorpho,False,,0,0.0018079704595545,False,rf,no_lab,False
seed42:neuromorpho__20190408_sample_6.swc,42,neuromorpho__20190408_sample_6.swc,interneuron,3688,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9962,True,1,0.0,,,0.0,0.895,0.0,0.105,3301,386,0,0.8,neuromorpho,False,,0,0.0024275226796584,False,rf,no_lab,False
seed42:neuromorpho__20190430_sample_1.swc,42,neuromorpho__20190430_sample_1.swc,interneuron,5735,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9644,True,1,0.0,,,0.0,0.589,0.0,0.411,3376,2358,0,0.78,neuromorpho,False,,0,0.0563876567780034,False,rf,no_lab,False
seed42:neuromorpho__20190430_sample_6.swc,42,neuromorpho__20190430_sample_6.swc,interneuron,6923,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9963,True,1,0.0,,,0.0,0.714,0.0,0.286,4944,1978,0,1.02,neuromorpho,False,,0,0.0129925499318749,False,rf,no_lab,False
seed42:neuromorpho__20190508_sample_4.swc,42,neuromorpho__20190508_sample_4.swc,interneuron,2466,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9872,True,1,0.0,,,0.0,0.743,0.0,0.256,1833,632,0,0.51,neuromorpho,False,,0,0.0100794194742288,False,rf,no_lab,False
seed42:neuromorpho__20190509_sample_2.swc,42,neuromorpho__20190509_sample_2.swc,interneuron,2756,v12_gentle_seed42,1.0,0.7827,1.0,0.6637,0.0,interneuron,0.9935,True,1,0.0,-13.83,-13.83,74.38,0.568,0.217,0.214,1565,1190,0,0.58,neuromorpho,False,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED,3,0.0803516556904315,False,rf,no_lab,False
seed42:neuromorpho__20190513_sample_5.swc,42,neuromorpho__20190513_sample_5.swc,interneuron,5009,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.3818,True,1,0.0,,,0.0,0.831,0.0,0.169,4160,848,0,0.47,neuromorpho,False,,0,0.0836463753803083,False,rf,no_lab,False
seed42:neuromorpho__20190515_sample_12.swc,42,neuromorpho__20190515_sample_12.swc,interneuron,2007,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9864,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2006,0,0.37,neuromorpho,False,,0,0.4289863064897505,True,rf,no_lab,False
seed42:neuromorpho__20190606_sample_3.swc,42,neuromorpho__20190606_sample_3.swc,interneuron,7652,v12_gentle_seed42,1.0,0.9978,1.0,0.9715,0.0,interneuron,0.997,True,1,0.0,1.18,1.18,15.08,0.96,0.002,0.038,7344,307,0,1.27,neuromorpho,False,,0,0.0140598704815986,False,rf,no_lab,False
seed42:neuromorpho__20190610_sample_3.swc,42,neuromorpho__20190610_sample_3.swc,interneuron,5376,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9921,True,1,0.0,,,0.0,0.826,0.0,0.173,4443,932,0,0.74,neuromorpho,False,,0,0.007079342862654,False,rf,no_lab,False
seed42:neuromorpho__20190613_sample_2.swc,42,neuromorpho__20190613_sample_2.swc,interneuron,8970,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.997,True,1,0.0,,,0.0,0.884,0.0,0.116,7931,1038,0,1.43,neuromorpho,False,,0,0.0037446362102675,False,rf,no_lab,False
seed42:neuromorpho__20190617_sample_1.swc,42,neuromorpho__20190617_sample_1.swc,interneuron,2091,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.8957,True,1,0.0,,,0.0,0.473,0.0,0.527,988,1102,0,0.54,neuromorpho,False,,0,0.0743737512721148,False,rf,no_lab,False
seed42:neuromorpho__20190617_sample_5.swc,42,neuromorpho__20190617_sample_5.swc,interneuron,7559,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.993,True,1,0.0,,,0.0,0.819,0.0,0.181,6188,1370,0,0.96,neuromorpho,False,,0,0.0215153201501551,False,rf,no_lab,False
seed42:neuromorpho__20190619_sample_5.swc,42,neuromorpho__20190619_sample_5.swc,interneuron,6806,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9974,True,1,0.0,,,0.0,0.904,0.0,0.096,6151,654,0,1.09,neuromorpho,False,,0,0.008811450821315,False,rf,no_lab,False
seed42:neuromorpho__20190625_sample_10.swc,42,neuromorpho__20190625_sample_10.swc,interneuron,2859,v12_gentle_seed42,0.7238,0.4537,1.0,0.4477,,pyramidal,0.9281,False,1,0.0,,,0.0,0.232,0.0,0.768,663,633,1562,1.0,neuromorpho,False,WHOLE_CELL_MISLABEL|BASAL_LOST,2,0.4396049582236553,True,rf,no_lab,False
seed42:neuromorpho__20190625_sample_12.swc,42,neuromorpho__20190625_sample_12.swc,interneuron,1451,v12_gentle_seed42,0.4937,0.9752,0.0,0.9874,,interneuron,0.6939,True,1,0.0,,,0.0,0.025,0.0,0.975,0,1450,0,0.35,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.1793628855363304,False,rf,no_lab,True
seed42:neuromorpho__20190628_sample_1.swc,42,neuromorpho__20190628_sample_1.swc,interneuron,3877,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.7586,True,1,0.0,,,0.0,0.661,0.0,0.338,2564,1312,0,0.66,neuromorpho,False,,0,0.0838194437570809,False,rf,no_lab,False
seed42:neuromorpho__20190703_sample_12.swc,42,neuromorpho__20190703_sample_12.swc,interneuron,3204,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9359,True,1,0.0,,,0.0,0.884,0.0,0.116,2832,371,0,0.56,neuromorpho,False,,0,0.0102851619472199,False,rf,no_lab,False
seed42:neuromorpho__20190703_sample_13.swc,42,neuromorpho__20190703_sample_13.swc,interneuron,4097,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9954,True,1,0.0,,,0.0,0.756,0.0,0.244,3098,998,0,0.7,neuromorpho,False,,0,0.003483774243483,False,rf,no_lab,False
seed42:neuromorpho__20190708_sample_12.swc,42,neuromorpho__20190708_sample_12.swc,interneuron,3588,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9625,True,1,0.0,,,0.0,0.645,0.0,0.355,2313,1274,0,0.66,neuromorpho,False,,0,0.0227293437654502,False,rf,no_lab,False
seed42:neuromorpho__20190709_sample_1.swc,42,neuromorpho__20190709_sample_1.swc,interneuron,2124,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9938,True,1,0.0,,,0.0,0.679,0.0,0.32,1443,680,0,0.49,neuromorpho,False,,0,0.0660214574189356,False,rf,no_lab,False
seed42:neuromorpho__20190710_sample_6.swc,42,neuromorpho__20190710_sample_6.swc,interneuron,2762,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9945,True,1,0.0,,,0.0,0.738,0.0,0.261,2039,722,0,0.75,neuromorpho,False,,0,0.0290918577692825,False,rf,no_lab,False
seed42:neuromorpho__20190712_sample_6.swc,42,neuromorpho__20190712_sample_6.swc,interneuron,3264,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9842,True,1,0.0,,,0.0,0.634,0.0,0.366,2070,1193,0,0.71,neuromorpho,False,,0,0.0171529069777075,False,rf,no_lab,False
seed42:neuromorpho__20190718_sample_5.swc,42,neuromorpho__20190718_sample_5.swc,interneuron,3856,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.3603,True,1,0.0,,,0.0,0.822,0.0,0.178,3168,687,0,0.41,neuromorpho,False,,0,0.1074777345279167,False,rf,no_lab,False
seed42:neuromorpho__20190718_sample_8.swc,42,neuromorpho__20190718_sample_8.swc,interneuron,2796,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.978,True,1,0.0,,,0.0,0.604,0.0,0.396,1688,1107,0,0.44,neuromorpho,False,,0,0.0668783967484111,False,rf,no_lab,False
seed42:neuromorpho__20190729_sample_2.swc,42,neuromorpho__20190729_sample_2.swc,interneuron,3448,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9976,True,1,0.0,,,0.0,0.818,0.0,0.181,2822,625,0,0.88,neuromorpho,False,,0,0.0045381001954176,False,rf,no_lab,False
seed42:neuromorpho__20190730_sample_2.swc,42,neuromorpho__20190730_sample_2.swc,interneuron,2402,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.642,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2401,0,0.35,neuromorpho,False,,0,0.5332170694907693,True,rf,no_lab,False
seed42:neuromorpho__20190730_sample_9.swc,42,neuromorpho__20190730_sample_9.swc,interneuron,3615,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9842,True,1,0.0,,,0.0,0.958,0.0,0.041,3464,150,0,0.79,neuromorpho,False,,0,0.0106499783879924,False,rf,no_lab,False
seed42:neuromorpho__20190924_sample_7.swc,42,neuromorpho__20190924_sample_7.swc,interneuron,3323,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9945,True,1,0.0,,,0.0,0.772,0.0,0.227,2567,755,0,0.62,neuromorpho,False,,0,0.0033432712495196,False,rf,no_lab,False
seed42:neuromorpho__20191001_sample_4.swc,42,neuromorpho__20191001_sample_4.swc,interneuron,6182,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9976,True,1,0.0,,,0.0,0.833,0.0,0.167,5150,1031,0,0.9,neuromorpho,False,,0,0.0017039103219347,False,rf,no_lab,False
seed42:neuromorpho__20191028_sample_2.swc,42,neuromorpho__20191028_sample_2.swc,interneuron,9971,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9971,True,1,0.0,,,0.0,0.931,0.0,0.068,9287,683,0,1.1,neuromorpho,False,,0,0.0065862560986455,False,rf,no_lab,False
seed42:neuromorpho__20191105_sample_4.swc,42,neuromorpho__20191105_sample_4.swc,interneuron,6049,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9962,True,1,0.0,,,0.0,0.812,0.0,0.188,4913,1135,0,0.69,neuromorpho,False,,0,0.0629682808850003,False,rf,no_lab,False
seed42:neuromorpho__20191114_sample_1.swc,42,neuromorpho__20191114_sample_1.swc,interneuron,10095,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9927,True,1,0.0,,,0.0,0.864,0.0,0.136,8719,1375,0,0.94,neuromorpho,False,,0,0.0023835739250509,False,rf,no_lab,False
seed42:neuromorpho__20191114_sample_4.swc,42,neuromorpho__20191114_sample_4.swc,interneuron,582,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.6791,False,1,0.0,,,0.0,0.0,0.0,0.998,0,581,0,0.55,neuromorpho,False,,0,0.5430666308064438,True,rf,no_lab,False
seed42:neuromorpho__2020-03-11_13-01-38SST-MORF3Mb01-1V5-647SST488-30x02Str_b.swc,42,neuromorpho__2020-03-11_13-01-38SST-MORF3Mb01-1V5-647SST488-30x02Str_b.swc,interneuron,280,v12_gentle_seed42,0.957,0.9179,,0.957,,interneuron,0.644,True,1,0.0,,,0.0,0.0,0.0,0.996,23,256,0,0.24,neuromorpho,False,,0,0.6283867084069398,True,rf,no_lab,False
seed42:neuromorpho__20200524_E_63X_zstack_tile_2_stitched.swc,42,neuromorpho__20200524_E_63X_zstack_tile_2_stitched.swc,interneuron,6146,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9472,True,1,0.0,,,0.0,0.0,0.0,1.0,0,6145,0,0.53,neuromorpho,False,,0,0.2955760400499658,False,rf,no_lab,False
seed42:neuromorpho__203B-4-L3.swc,42,neuromorpho__203B-4-L3.swc,pyramidal,1225,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9753,True,1,0.0,9.55,9.55,72.53,0.0,0.301,0.698,0,855,369,0.85,neuromorpho,False,,0,0.1525026076364051,False,rf,no_lab,False
seed42:neuromorpho__204B-3-L4.swc,42,neuromorpho__204B-3-L4.swc,pyramidal,1036,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.8445,True,1,0.0,-29.3,-29.3,93.56,0.0,0.4,0.599,0,621,414,0.72,neuromorpho,False,APICAL_INVERTED,1,0.1218686327290884,False,rf,no_lab,False
seed42:neuromorpho__207B-1-L3.swc,42,neuromorpho__207B-1-L3.swc,pyramidal,1389,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9549,True,1,0.0,1.38,1.38,83.71,0.055,0.439,0.505,77,701,610,0.86,neuromorpho,False,,0,0.1022177774484201,False,rf,no_lab,False
seed42:neuromorpho__207B-2-L2.swc,42,neuromorpho__207B-2-L2.swc,pyramidal,1548,v12_gentle_seed42,0.3859,0.6286,,0.7717,0.0,pyramidal,0.9081,True,1,0.0,-3.8,-3.8,47.24,0.0,0.191,0.809,0,1267,280,0.92,neuromorpho,True,APICAL_INVERTED|TRUNCATED_APICAL,2,0.2194237220205464,False,rf,no_lab,True
seed42:neuromorpho__20_den_ax.swc,42,neuromorpho__20_den_ax.swc,pyramidal,110088,v12_gentle_seed42,0.581,0.9818,0.9987,0.7443,0.0,pyramidal,0.9965,True,1,0.0,27.01,27.01,120.57,0.955,0.016,0.029,105445,4642,0,7.56,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED,2,0.1841468804535981,False,rf,no_lab,True
seed42:neuromorpho__21_22.swc,42,neuromorpho__21_22.swc,pyramidal,1668,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9828,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1667,0,0.96,neuromorpho,False,,0,0.0131414174214328,False,rf,no_lab,False
seed42:neuromorpho__22--OTC-300-pM-CRF-9-weeks-20x.swc,42,neuromorpho__22--OTC-300-pM-CRF-9-weeks-20x.swc,pyramidal,4728,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.7409,False,1,0.0,,,0.0,0.0,0.0,1.0,0,4727,0,0.56,neuromorpho,False,,0,0.340956009280616,False,rf,no_lab,False
seed42:neuromorpho__22315_cell1.swc,42,neuromorpho__22315_cell1.swc,pyramidal,900,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9862,True,1,0.0,23.0,23.0,85.02,0.0,0.363,0.636,0,572,327,0.87,neuromorpho,False,,0,0.0427495783121841,False,rf,no_lab,False
seed42:neuromorpho__22315_cell3.swc,42,neuromorpho__22315_cell3.swc,pyramidal,1549,v12_gentle_seed42,0.6539,0.9561,0.0,0.9616,1.0,pyramidal,0.9876,True,1,0.0,-14.77,-14.77,124.65,0.044,0.405,0.55,0,920,628,1.11,neuromorpho,False,APICAL_INVERTED|AXON_DENDRITE_CONFUSION,2,0.1396137612312808,False,rf,no_lab,True
seed42:neuromorpho__22315_cell4.swc,42,neuromorpho__22315_cell4.swc,pyramidal,1024,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9928,True,1,0.0,-14.8,-14.8,149.44,0.03,0.446,0.522,31,535,457,0.86,neuromorpho,False,APICAL_INVERTED,1,0.0755815972733262,False,rf,no_lab,False
seed42:neuromorpho__22315_cell5.swc,42,neuromorpho__22315_cell5.swc,pyramidal,1143,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9952,True,1,0.0,-16.12,-16.12,120.28,0.013,0.471,0.515,15,589,538,1.08,neuromorpho,False,APICAL_INVERTED,1,0.0604494644768944,False,rf,no_lab,False
seed42:neuromorpho__22411_cell12.swc,42,neuromorpho__22411_cell12.swc,pyramidal,979,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9947,True,1,0.0,-0.45,-0.45,106.04,0.011,0.327,0.661,11,647,320,1.07,neuromorpho,False,APICAL_INVERTED,1,0.0443105478115556,False,rf,no_lab,False
seed42:neuromorpho__22411_cell5.swc,42,neuromorpho__22411_cell5.swc,pyramidal,2270,v12_gentle_seed42,0.6564,0.9652,0.0,0.9692,1.0,pyramidal,0.9916,True,1,0.0,-3.74,-3.74,142.73,0.013,0.418,0.568,49,1271,949,1.12,neuromorpho,False,APICAL_INVERTED|AXON_DENDRITE_CONFUSION,2,0.0557014057243934,False,rf,no_lab,True
seed42:neuromorpho__22_19.swc,42,neuromorpho__22_19.swc,pyramidal,1513,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.987,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1512,0,0.97,neuromorpho,False,,0,0.0455855781904365,False,rf,no_lab,False
seed42:neuromorpho__22_21.swc,42,neuromorpho__22_21.swc,pyramidal,2421,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9935,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2420,0,1.14,neuromorpho,False,,0,0.0040479553431652,False,rf,no_lab,False
seed42:neuromorpho__23-04-18B-08-cell-1.swc,42,neuromorpho__23-04-18B-08-cell-1.swc,interneuron,1118,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9209,True,1,-2.94,,,0.0,0.0,0.0,0.999,0,1117,0,0.31,neuromorpho,False,,0,0.1940119737662034,False,rf,no_lab,False
seed42:neuromorpho__23-04-18B-09-cell-2.swc,42,neuromorpho__23-04-18B-09-cell-2.swc,interneuron,2387,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.987,True,1,2.75,,,0.0,0.0,0.0,1.0,0,2386,0,0.34,neuromorpho,False,,0,0.3054600147586162,False,rf,no_lab,False
seed42:neuromorpho__23-04-18C-01-cell-1.swc,42,neuromorpho__23-04-18C-01-cell-1.swc,interneuron,5795,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9531,True,1,-3.07,,,0.0,0.0,0.0,1.0,0,5794,0,0.66,neuromorpho,False,,0,0.3996536913526251,False,rf,no_lab,False
seed42:neuromorpho__236-1-10LS.swc,42,neuromorpho__236-1-10LS.swc,pyramidal,767,v12_gentle_seed42,0.3099,0.4498,,0.6198,0.0,pyramidal,0.9758,True,1,0.0,15.78,15.78,74.28,0.0,0.102,0.897,344,422,0,0.75,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED,2,0.9268196758823246,True,rf,no_lab,True
seed42:neuromorpho__236-1-24LS.swc,42,neuromorpho__236-1-24LS.swc,pyramidal,505,v12_gentle_seed42,0.3682,0.3228,0.0,0.3241,0.7805,pyramidal,0.9964,True,1,0.0,-30.25,-30.25,101.1,0.008,0.248,0.743,293,131,80,0.65,neuromorpho,True,APICAL_INVERTED|AXON_DENDRITE_CONFUSION|BASAL_LOST,3,0.7870448714009906,True,rf,no_lab,True
seed42:neuromorpho__236-1-9LS.swc,42,neuromorpho__236-1-9LS.swc,pyramidal,835,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9905,True,1,0.0,5.03,5.03,95.58,0.0,0.291,0.708,0,591,243,0.82,neuromorpho,False,,0,0.0657432597182376,False,rf,no_lab,False
seed42:neuromorpho__236-1a-10-AW.swc,42,neuromorpho__236-1a-10-AW.swc,pyramidal,374,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9356,True,1,0.0,34.32,34.32,113.87,0.0,0.324,0.674,0,252,121,0.75,neuromorpho,False,,0,0.0733875544580743,False,rf,no_lab,False
seed42:neuromorpho__236-1a-12-AW.swc,42,neuromorpho__236-1a-12-AW.swc,pyramidal,289,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9924,True,1,0.0,1.17,1.17,84.97,0.021,0.377,0.599,6,173,109,0.68,neuromorpho,False,,0,0.018105715375964,False,rf,no_lab,False
seed42:neuromorpho__236-2-100LS.swc,42,neuromorpho__236-2-100LS.swc,pyramidal,407,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9891,True,1,0.0,15.94,15.94,150.38,0.017,0.268,0.713,7,290,109,0.65,neuromorpho,False,,0,0.0156951464102926,False,rf,no_lab,False
seed42:neuromorpho__236-2-13LS.swc,42,neuromorpho__236-2-13LS.swc,pyramidal,931,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.991,True,1,0.0,-5.19,-5.19,101.33,0.0,0.427,0.571,0,532,398,0.85,neuromorpho,False,APICAL_INVERTED,1,0.1331704920422323,False,rf,no_lab,False
seed42:neuromorpho__236-2-16LS.swc,42,neuromorpho__236-2-16LS.swc,pyramidal,645,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9795,True,1,0.0,30.38,30.38,98.16,0.022,0.281,0.696,14,449,181,0.72,neuromorpho,False,,0,0.035455690066794,False,rf,no_lab,False
seed42:neuromorpho__236-2-21LS.swc,42,neuromorpho__236-2-21LS.swc,pyramidal,581,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9414,True,1,0.0,23.62,23.62,188.34,0.015,0.33,0.652,9,379,192,0.65,neuromorpho,False,,0,0.0615590779660116,False,rf,no_lab,False
seed42:neuromorpho__236-2-23LS.swc,42,neuromorpho__236-2-23LS.swc,pyramidal,537,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9835,True,1,0.0,11.9,11.9,321.7,0.0,0.285,0.713,0,383,153,0.63,neuromorpho,False,,0,0.3873777830258689,False,rf,no_lab,False
seed42:neuromorpho__236-2-42LS.swc,42,neuromorpho__236-2-42LS.swc,pyramidal,430,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9936,True,1,0.0,6.36,6.36,103.16,0.0,0.167,0.83,0,357,72,0.7,neuromorpho,False,,0,0.1458055664246245,False,rf,no_lab,False
seed42:neuromorpho__236-2-45LS.swc,42,neuromorpho__236-2-45LS.swc,pyramidal,544,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9727,True,1,0.0,-8.96,-8.96,161.75,0.018,0.412,0.568,10,309,224,0.72,neuromorpho,False,APICAL_INVERTED,1,0.074755860313659,False,rf,no_lab,False
seed42:neuromorpho__236-2-47LS.swc,42,neuromorpho__236-2-47LS.swc,pyramidal,755,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9949,True,1,0.0,10.27,10.27,96.12,0.015,0.269,0.715,11,540,203,0.97,neuromorpho,False,,0,0.0265544220815776,False,rf,no_lab,False
seed42:neuromorpho__236-2-4LS.swc,42,neuromorpho__236-2-4LS.swc,pyramidal,357,v12_gentle_seed42,0.8507,0.5518,1.0,0.7015,,pyramidal,0.9897,True,1,0.0,,,0.0,0.022,0.0,0.975,8,188,160,0.62,neuromorpho,False,,0,0.357345983490227,False,rf,no_lab,False
seed42:neuromorpho__236-2-51LS.swc,42,neuromorpho__236-2-51LS.swc,pyramidal,506,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9885,True,1,0.0,-12.65,-12.65,85.37,0.022,0.5,0.476,11,241,253,0.71,neuromorpho,False,APICAL_INVERTED,1,0.0500737536647276,False,rf,no_lab,False
seed42:neuromorpho__236-2-5LS.swc,42,neuromorpho__236-2-5LS.swc,pyramidal,354,v12_gentle_seed42,0.3276,0.4887,0.0,0.6552,,pyramidal,0.9899,True,1,0.0,,,0.0,0.025,0.0,0.972,72,181,100,0.66,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.7188260388368204,True,rf,no_lab,True
seed42:neuromorpho__236-2-61LS.swc,42,neuromorpho__236-2-61LS.swc,pyramidal,602,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9954,True,1,0.0,7.87,7.87,90.16,0.015,0.252,0.731,9,440,152,0.8,neuromorpho,False,,0,0.0317751969208862,False,rf,no_lab,False
seed42:neuromorpho__236-2-62LS.swc,42,neuromorpho__236-2-62LS.swc,pyramidal,378,v12_gentle_seed42,0.8107,0.6825,,0.8107,,pyramidal,0.9947,True,1,0.0,,,0.0,0.0,0.0,0.997,0,257,120,0.63,neuromorpho,False,,0,0.0562418408797334,False,rf,no_lab,False
seed42:neuromorpho__236-2-63LS.swc,42,neuromorpho__236-2-63LS.swc,pyramidal,506,v12_gentle_seed42,0.8717,0.5988,1.0,0.7434,,pyramidal,0.9897,True,1,0.0,,,0.0,0.016,0.0,0.982,8,294,203,0.75,neuromorpho,False,,0,0.0797923350259265,False,rf,no_lab,False
seed42:neuromorpho__236-2-66LS.swc,42,neuromorpho__236-2-66LS.swc,pyramidal,461,v12_gentle_seed42,1.0,1.0,1.0,1.0,,pyramidal,0.9912,True,1,0.0,,,0.0,0.013,0.0,0.985,6,454,0,0.65,neuromorpho,False,,0,0.4257684164446892,True,rf,no_lab,False
seed42:neuromorpho__236-2-68LS.swc,42,neuromorpho__236-2-68LS.swc,pyramidal,573,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.992,True,1,0.0,-24.51,-24.51,115.61,0.01,0.551,0.436,6,250,316,0.81,neuromorpho,False,APICAL_INVERTED,1,0.0234109565595582,False,rf,no_lab,False
seed42:neuromorpho__236-2-69LS.swc,42,neuromorpho__236-2-69LS.swc,pyramidal,570,v12_gentle_seed42,0.6592,0.9719,0.0,0.9775,1.0,pyramidal,0.9894,True,1,0.0,-10.61,-10.61,131.35,0.028,0.361,0.609,0,363,206,0.83,neuromorpho,False,APICAL_INVERTED|AXON_DENDRITE_CONFUSION,2,0.1294906260391509,False,rf,no_lab,True
seed42:neuromorpho__236-2-71LS.swc,42,neuromorpho__236-2-71LS.swc,pyramidal,200,v12_gentle_seed42,0.898,0.8,,0.7959,1.0,pyramidal,0.9739,True,1,0.0,-30.67,-30.67,97.4,0.0,0.405,0.59,40,78,81,0.64,neuromorpho,False,APICAL_INVERTED,1,0.6317604861425432,True,rf,no_lab,False
seed42:neuromorpho__236-2-78LS.swc,42,neuromorpho__236-2-78LS.swc,pyramidal,371,v12_gentle_seed42,0.7908,0.655,,0.7908,,pyramidal,0.9765,True,1,0.0,,,0.0,0.0,0.0,0.997,0,242,128,0.65,neuromorpho,False,,0,0.1471247429775948,False,rf,no_lab,False
seed42:neuromorpho__236-2-82LS.swc,42,neuromorpho__236-2-82LS.swc,pyramidal,555,v12_gentle_seed42,0.4324,0.7622,0.0,0.8648,,pyramidal,0.9927,True,1,0.0,,,0.0,0.016,0.0,0.982,123,431,0,0.69,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.6373920975602829,True,rf,no_lab,True
seed42:neuromorpho__236-2-87LS.swc,42,neuromorpho__236-2-87LS.swc,pyramidal,414,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9916,True,1,-0.0,6.15,6.15,107.56,0.014,0.42,0.563,6,233,174,0.76,neuromorpho,False,,0,0.0522230108310941,False,rf,no_lab,False
