precision,recall,threshold
0.07877069968670744,1.0,0.0029939945198489
0.07878245299910475,1.0,0.0030051887864084
0.07879420981942993,1.0,0.0030081747084317
0.07880597014925374,1.0,0.0030085867792869
0.07886482449589245,1.0,0.0030142586109218
0.07887660591574544,1.0,0.0030143301946712
0.07888839085611833,1.0,0.0030390782109804
0.07892376681614349,1.0,0.0030439195970167
0.0789355658543878,1.0,0.0030479322527858
0.07894736842105263,1.0,0.0030504974267777
0.07895917451772096,1.0,0.0030509212045469
0.07897098414597667,1.0,0.0030702897971705
0.07898279730740464,1.0,0.0030706264241711
0.07899461400359066,1.0,0.0030805546134188
0.0790064342361215,1.0,0.0030816796865974
0.07901825800658485,1.0,0.003082159635475
0.0790537505614613,1.0,0.0030828954796275
0.07906558849955077,1.0,0.0030901428110892
0.07907742998352553,1.0,0.0030916188546386
0.07908927501497903,1.0,0.0030932153221341
0.07911297572670063,1.0,0.0031093823299857
0.07912483141016034,1.0,0.0031167657155383
0.07913669064748201,1.0,0.0031244761084885
0.07914855344026382,1.0,0.0031266766423232
0.07916041979010495,1.0,0.0031270485460257
0.07917228969860549,1.0,0.0031282047121382
0.07918416316736653,1.0,0.0031315963463333
0.0791960401979901,1.0,0.0031481442709222
0.07920792079207921,1.0,0.0031592689291161
0.07921980495123782,1.0,0.0031612607921508
0.07923169267707082,1.0,0.0031666654788533
0.07925547883518463,1.0,0.0031668016441085
0.07926737727068008,1.0,0.0031691182664161
0.07927927927927927,1.0,0.0031816628438632
0.07929118486259198,1.0,0.0031881570147731
0.07933884297520662,1.0,0.003193479780541
0.0793507664562669,1.0,0.0032006160032601
0.07936269352171953,1.0,0.0032035854516035
0.079374624173181,1.0,0.0032175211860949
0.07938655841226883,1.0,0.0032192589597421
0.07939849624060151,1.0,0.0032227473877695
0.07941043765979847,1.0,0.0032281589857017
0.07942238267148015,1.0,0.0032339553022663
0.07943433127726794,1.0,0.0032349216060804
0.07944628347878423,1.0,0.0032362695925892
0.07945823927765237,1.0,0.0032456200852563
0.07947019867549669,1.0,0.003260586698406
0.0794821616739425,1.0,0.003262196767176
0.07950609847914471,1.0,0.0032627301481355
0.07951807228915662,1.0,0.0032670176282409
0.07953004970628107,1.0,0.0032849458742861
0.07954203073214823,1.0,0.0032955990674879
0.07955401536838934,1.0,0.0033118180937147
0.07956600361663653,1.0,0.0033131834339304
0.07957799547852298,1.0,0.0033248524318
0.07958999095568285,1.0,0.0033260439115994
0.07960199004975124,1.0,0.003333723362128
0.07961399276236429,1.0,0.0033422439426494
0.0796259990951591,1.0,0.0033432712495196
0.07963800904977375,1.0,0.0033434457821307
0.07968608511922728,1.0,0.0033500039549353
0.07969811320754717,1.0,0.0033512971300456
0.07971014492753623,1.0,0.0033530893134975
0.0797221802808395,1.0,0.0033602780683865
0.07973421926910298,1.0,0.0033608692774641
